rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
82,"spotify:track:1uJ0MhoeCx5y66oaxv5tUQ","Naqua SA, Shebeshxt, Justin Juss Tii, Strike SA","Shebe Monateng (Shebeshxt)","2435823 Records DK",57,93,8
83,"spotify:track:4OmfWzukSVD140NiAIEjem","Steve Lacy","Static","L-M Records/RCA Records",34,85,30
84,"spotify:track:6H1PPMFKmZRYiT0fJrKwvE","JxyFlexxoo, skaiwater","#Miles - Remix","4136996 Records DK",7,94,61
85,"spotify:track:6xGruZOHLs39ZbVccQTuPZ","Joji","Glimpse of Us","88rising Music/Warner Records",1,88,65
86,"spotify:track:75QIdUr1wuw4qVHUs5Z8YP","TBO, Dinky Kunene, PlayNevig","Buhle Bakhe","Farmhaus",84,84,2
87,"spotify:track:4Wk2Ri6qRKrY6nq75HXw4z","Angie oeh","Sex in Afrikaans","Angie Oeh",21,67,38
88,"spotify:track:24MacpaasG6qJ5mvVgY9cl","Zandie Khumalo, Xowla","Ikhwela","Content Connect Africa",88,-1,1
89,"spotify:track:3pBpX15YF0hdlRz2ddfSh2","Fred again.., Swedish House Mafia, Future","Turn On The Lights again.. (feat. Future)","Atlantic Records UK",22,79,16
90,"spotify:track:3DFw8WqtxcGtUP8X1o4Yti","MashBeatz, Thato Saul, Maglera Doe Boy","NEVER RIDE","OuttaThisWorld",22,-1,70
91,"spotify:track:623j8RCauvM1HjUPrl9UAL","Dr Nel","Tshwara fase","3013136 Records DK",91,-1,1
92,"spotify:track:1I4dwH7C0jBAEtz5DjlJgQ","Sofia Carson","Come Back Home","Hollywood Records",2,72,37
93,"spotify:track:4sGPzDEbvgrtBePr2cPWiv","really sad music","after dark x sweater weather","really sad music",21,91,26
94,"spotify:track:3st5Q868pmPugbKTkJv39y","TuksinSA, Makhadzi, Fuza","Mukhavha","Open Mic Productions",73,73,2
95,"spotify:track:3u6PxWema1snbjLbFEyjkJ","Seafret","Atlantis - Extra Sped Up Version","Sweet Jane Recordings",95,-1,1
96,"spotify:track:4UU4qUfkfRd4IXszXX2Z1K","Stabhilithi","Ama-push ups","Cutca Music Publishers",17,95,30
97,"spotify:track:7iBiBYaVBw69mmPwPBgM0t","Mr JazziQ, Nokwazi, DJ Biza, Tsiki XII","Baleka (feat. Nokwazi, DJ Biza & Tsiki XII)","Sound African Recordings",97,98,2
98,"spotify:track:6qhTveQbbpuGPn1zs0QLvh","Luxury SA","Definition of Deephouse","Luxury SA",31,80,13
99,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",8,-1,84
100,"spotify:track:5BuzMo2h1giNWQ2oP5uo6N","Nomfundo Moh","Izibusiso","Universal Music (Pty) Ltd.",86,86,2
