rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
18,"spotify:track:4qbEaaJ29p32GI8EWQmm6R","mazie","dumb dumb","Good Boy Records",18,21,2
19,"spotify:track:0AzD1FEuvkXP1verWfaZdv","Hudson Mohawke","Cbat","Warp Records",3,18,19
20,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",16,19,7
21,"spotify:track:20HFHldksvpelZlcSTL0UA","Nathii, Dj Jay Jay, D_Nice","No Jay Jay","3682629 Records DK",15,20,24
22,"spotify:track:0DsPxFiFebzdMlCEIWFGDO","Prop","Kwaaitjie","Select",3,23,35
23,"spotify:track:0uo7p6JtXF7U8x0ktN0Vty","Funk Tribu","Phonky Tribu","SpeedMaster Records",23,27,4
24,"spotify:track:3W9jnJBPYeihwNSXsr65f9","Lil Mabu, DUSTY LOCANE","NO SNITCHING (with Dusty Locane)","Lil Mabu",10,25,30
25,"spotify:track:6G1Mz5yMgn0ydOlIvTrZ65","TALK","Run Away to Mars","Range Music/Capitol Records",1,22,43
26,"spotify:track:0e5UZadoZ5me957hKsxRYh","JVKE","golden hour","JVKE",5,24,44
27,"spotify:track:0WtM2NBVQNNJLh6scP13H8","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",20,26,7
28,"spotify:track:1y5eHXBYiLgNv00KoHXm4o","Soa mattrix, Mashudu, Happy Jazzman, Emotionz DJ","Mina Nawe","Soa Family",16,32,14
29,"spotify:track:2WigMwGJysIh9fRnSJvpjn","Oxlade","KU LO SA - A COLORS SHOW","Epic",7,29,78
30,"spotify:track:7Hij0MzGIK43J8sQsrzcdB","RALAN STYLES","Baby Shark","New 11",19,30,7
31,"spotify:track:1BXfrEUZFDhrVahuVT3PMK","Q Twins, Xowla, Mduduzi Ncube, Big Zulu","Alusafani","Afrotainment",11,31,21
32,"spotify:track:3yLQPgGZPv8CvLcrFaJTM1","Temple Boys Cpt, Washa KingBoys","Areveerend (S.o.2 Raw) - Bonus Track","Rejx Entertainment",25,28,8
33,"spotify:track:7rmpguwTH3XwEPZMSeL4RH","Lowsheen, Master KG, Nkosazana Daughter","Thula","Wanitwa Mos Entertainment",11,33,14
34,"spotify:track:2sOj9vyd6yiss9W1IK6chU","DJ Khaled, Rick Ross, Lil Wayne, JAY-Z, John Legend, Fridayy","GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)","Epic/We The Best",22,35,7
35,"spotify:track:7wdwIaXUuzlu1grzWMFRJm","Ghost","Mary On A Cross","UME - Global Clearing House",3,36,50
36,"spotify:track:45bfH0GZvUyujIBiKRhXso","Eliza Rose, Interplanetary Criminal","B.O.T.A. (Baddest Of Them All)","Warner Records",15,34,17
37,"spotify:track:5YIMTHKWgGklloKgZHc41H","Lambo4oe","self esteem - Mixtape","LAMBDIDYMUSIC©️",37,48,4
38,"spotify:track:4k6yZRw7M04gZE2uW12Cw6","Makar","Mood","Virgin",4,39,28
39,"spotify:track:079mntueS2KWjxVqOHjG70","Preston Pablo, Banx & Ranx","Flowers Need Rain","31 East JV (2021)",9,44,47
40,"spotify:track:5zgkOLH6HfY5w8thZoS2jP","Kinneret","No Wind Resistance!","Tiny Harp Productions",12,37,44
41,"spotify:track:1eUTqSKMs8wZwf1uPJAYO1","Temple Boys Cpt, G-Star Raw","Raw 4eva Rise","Rejx Entertainment",41,41,6
42,"spotify:track:4pR4oQJULf7FDB54TleMyH","Limoblaze, Lecrae, Happi","Jireh (My Provider)","Limoblaze Music",34,45,20
43,"spotify:track:0ocf3HwWhrXtA8r63Vcd2h","Crash Adams","Give Me A Kiss","Crash Adams Records",35,43,9
44,"spotify:track:0hcW7qPqWWJc8189OaqQvX","Jesse Powell, Gerald Albright","You","Silas",38,42,9
45,"spotify:track:3kIiJeILPKS1gObjJFq4Hi","Fortunator, khubvi kid, Crosswavee, dj Call me SA, DJ Micro","Ha mathuthu banga (Fortunator & Rude kid venda)","3436750 Records DK",32,40,18
46,"spotify:track:2ksyzVfU0WJoBpu8otr4pz","INTERWORLD","METAMORPHOSIS","INTERWORLD",26,38,35
47,"spotify:track:4UGvqm3e7UElrrriPtnhwz","Genevieve Stokes","Habits","Atlantic Records",22,46,16
48,"spotify:track:42tD9J0KCPFSc1d2hFTvAf","Destroy Lonely","NOSTYLIST","Opium",48,57,4
49,"spotify:track:2lNTHWu2I5Tcz9ukWsV5Jj","Jordan Davis","Next Thing You Know","MCA Nashville",49,54,2
50,"spotify:track:4f2GB5ZC7vOUYPAg69N2Xw","Earth, Wind & Fire","September","Columbia/Legacy",29,49,24
51,"spotify:track:2q3cyycKUTWqchcSTtwaxn","Tskay, Ocean Biller, Hauzen Dj","Bucket","Open Mic Productions",18,59,14
52,"spotify:track:1EZMFiD30CythJ73EBZfUq","Jay Music, Mellow & Sleazy, DJ SOL K","The Fxckin Injury","1713874 Records DK",8,53,35
53,"spotify:track:2RfmwyP48VHVQHUQJBAgIU","J€AN-MARC","8 O 8","NKB Never Know Best - YRH Records",23,50,9
54,"spotify:track:1ovZe7upcqycTuPFfOg6kB","Katie Gregson-MacLeod","complex (demo)","Columbia",37,47,7
55,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",28,51,57
56,"spotify:track:3bpR5jv8uzraDgq5YpHwDw","CORPSE, Scarlxrd, Kordhell","MISA MISA!","CORPSE",53,58,7
57,"spotify:track:4b0MZa0sxGyKgvY7W2rZq1","Cade Thompson","Arms of Jesus","Red Street Records",42,52,15
58,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",22,55,52
59,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship Entertainment Ltd.",10,61,56
60,"spotify:track:2UGp501lIODZRACChpDbjg","Temple Boys Cpt","Soft Life","4374710 Records DK",60,70,2
61,"spotify:track:62SaDdv956IYAt5nS1nWx7","Njelic, Thabza Tee","Down The Drain","Universal Music (Pty) Ltd.",17,60,28
62,"spotify:track:5fyP52PhWspAIBLjkwatiW","Temple Boys Cpt, Dj Early Raw","Niks Hoor - Original Mix","Rejx Entertainment",55,65,6
63,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship Entertainment Ltd.",4,80,112
64,"spotify:track:0VF0uhf7FoD9WsXOCzOr26","Temple Boys Cpt","is Lekker","Rejx Entertainment",63,63,4
65,"spotify:track:1JKH156F7aeqFLjHK892H6","James Vickery","The Reason","James Vickery",42,62,7
66,"spotify:track:7mJg58d7kPdTlukVXGXZHf","BLUE TAPE, A-Reece, Jay Jody","FUCK THE WORLD!","REVENGE CLUB RECORDS",36,56,7
67,"spotify:track:1uJ0MhoeCx5y66oaxv5tUQ","Naqua SA, Shebeshxt, Justin Juss Tii, Strike SA","Shebe Monateng (Shebeshxt)","2435823 Records DK",45,86,24
68,"spotify:track:30sDS4E23SZCd95dhXlGlU","Sam Deep, MaWhoo","Thokoza","Universal Music (Pty) Ltd.",34,67,14
69,"spotify:track:4OmfWzukSVD140NiAIEjem","Steve Lacy","Static","L-M Records/RCA Records",34,64,49
70,"spotify:track:0wGbyS1tExQSwOYu6UceyE","ONIMXRU, SMITHMANE","SHADOW","ONIMXRU x SMITHMANE",27,71,25
71,"spotify:track:0C3shWEOObGT5IxApC7Mkg","Henry Moodie","you were there for me","Robots & Humans",7,77,39
72,"spotify:track:5TJEBoTCDbJXiKMdCN9pd3","Elton John, Britney Spears","Hold Me Closer","EMI",50,68,7
73,"spotify:track:3hxIUxnT27p5WcmjGUXNwx","Hotel Ugly","Shut up My Moms Calling","Hotel Ugly, under exclusive license to Amuseio AB",54,69,32
74,"spotify:track:3NE02HZ5vRIoiGN7EDtcpO","Temple Boys Cpt","SkinnerBekke","Rejx Entertainment",61,66,5
75,"spotify:track:1xzi1Jcr7mEi9K2RfzLOqS","Beyoncé","CUFF IT","Parkwood Entertainment/Columbia",66,74,11
76,"spotify:track:6enlARRNWUiwg4HSeJgyjJ","Naqua SA, Shebeshxt, Mckay Johnson, 4nik Plk, Reff SA, Dj Tiano","Ak'Busy Ka Bafana","2435823 Records DK",76,-1,1
77,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",2,78,63
78,"spotify:track:0GAX8SapBTjOqW0d5taVMu","Bernice West","Lyfie","Universal Music (Pty) Ltd.",48,75,17
79,"spotify:track:3PdO57q0KLWkfWXsXQJlV6","Mas Musiq, Aymos, Young Stunna","Sengizwile (feat. Aymos & Young Stunna)","New Money Gang Records",40,82,62
80,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",8,76,103
81,"spotify:track:7DbdUf8aHSYoliSjO6LZv6","Beach Weather","Sex, Drugs, Etc.","8123 / Arista Records",16,83,109
82,"spotify:track:4ZdEKnyBbsxJf0FRd3rTb5","Caroline Grace","Bokswyn","Universal Music (Pty) Ltd.",29,73,14
83,"spotify:track:3MKHHwjeu6SYuix0T57VPj","Dj Slikour","Mhana Vafana","Slikour Records",18,88,49
84,"spotify:track:2pIUpMhHL6L9Z5lnKxJJr9","NewJeans","Attention","ADOR",12,79,31
85,"spotify:track:5zwwW9Oq7ubSxoCGyW1nbY","BLACKPINK","Pink Venom","YG Entertainment/Interscope Records",31,72,14
86,"spotify:track:2BH3j05ZXWr5PR30sW079d","Isolate.exe","Crystals","Isolate.exe",74,90,9
87,"spotify:track:41pmDwHHK9rvdvp6sezqaf","Frex","Oxford Circus","Boom.Records",48,-1,12
88,"spotify:track:3Y2MvObZdPakD1X71KOxCD","Stephen Dawes","Teenage Dream","Stephen Dawes",77,84,6
89,"spotify:track:2yjlYDiNiQkdxVqTlaSrlX","Nicki Minaj","Super Freaky Girl","Republic Records",24,85,21
90,"spotify:track:3LtpKP5abr2qqjunvjlX5i","Central Cee","Doja","Central Cee",7,87,42
91,"spotify:track:6RbOyNeajWax51NtpO6WT8","Victony, Tempoe","Soweto","The Plug Entertainment",26,92,12
92,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",22,98,86
93,"spotify:track:3bjM6KcvV1MwkAm7DJQb9O","loafers, Badjack, Maxim Schunk","Lay All Your Love On Me","Soave Records",60,97,11
94,"spotify:track:4svaKoxMMP7ImmKrD5hfQu","Jax","Victoria’s Secret","Atlantic Records",5,100,63
95,"spotify:track:6aJhWmR5CeMztGFOYropkS","Slade, Sir Trill, Tycoon, Yumbs","Late","Universal Music (Pty) Ltd. Distribution Deals",85,89,7
96,"spotify:track:1zHdh2Muk7jyPYXc8h1zPs","Big Zulu, Mduduzi Ncube, Siya Ntuli, Lwah Ndlunkulu, Xowla","Voicemail","Nkabi Records",2,95,69
97,"spotify:track:0TVYnw5g6Dz7Prt9qbrpa8","Dlala Regal, Maximum & Cowboy","Mpolaye","Universal Music (Pty) Ltd.",70,96,5
98,"spotify:track:3IlWZqnqXW29Zr84eTv3CK","Skweletu","Inja endlini","3825021 Records DK",52,-1,20
99,"spotify:track:2BJWxD8xKrDv8vneTvTIm9","Lil Tjay","Beat the Odds","Columbia",85,-1,6
100,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",27,93,93
