,trackAppearanceCount,artistAppearanceCount,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date,Week,Year,End Date Dt,Seconds since Epoch,End Date Aggregated,ArtistCount,main_artist,isTopTen
7837,18,156,29,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,28,19,79742,2022-09-08,36,2022,2022-09-08,1662595200.0,2022-09-01,1,Kizz Daniel,1
7838,19,161,33,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,29,20,72834,2022-09-15,37,2022,2022-09-15,1663200000.0,2022-09-01,1,Kizz Daniel,1
7839,20,166,36,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,33,21,69337,2022-09-22,38,2022,2022-09-22,1663804800.0,2022-09-01,1,Kizz Daniel,1
7840,21,171,40,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,36,22,67147,2022-09-29,39,2022,2022-09-29,1664409600.0,2022-09-01,1,Kizz Daniel,1
7841,22,176,36,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,40,23,64333,2022-10-06,40,2022,2022-10-06,1665014400.0,2022-10-01,1,Kizz Daniel,1
7842,23,180,37,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,36,24,63772,2022-10-13,41,2022,2022-10-13,1665619200.0,2022-10-01,1,Kizz Daniel,1
7843,24,186,32,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,37,25,67540,2022-10-20,42,2022,2022-10-20,1666224000.0,2022-10-01,1,Kizz Daniel,1
7844,25,192,36,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,32,26,69291,2022-10-27,43,2022,2022-10-27,1666828800.0,2022-10-01,1,Kizz Daniel,1
7845,26,198,38,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,36,27,70373,2022-11-03,44,2022,2022-11-03,1667433600.0,2022-11-01,1,Kizz Daniel,1
7846,27,204,48,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,38,28,66283,2022-11-10,45,2022,2022-11-10,1668038400.0,2022-11-01,1,Kizz Daniel,1
7847,28,210,48,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,48,29,64682,2022-11-17,46,2022,2022-11-17,1668643200.0,2022-11-01,1,Kizz Daniel,1
7848,29,216,43,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,44,34,78062,2022-12-22,51,2022,2022-12-22,1671667200.0,2022-12-01,1,Kizz Daniel,1
7849,30,222,42,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,43,35,95927,2022-12-29,52,2022,2022-12-29,1672272000.0,2022-12-01,1,Kizz Daniel,1
7850,31,228,42,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,42,36,83147,2023-01-05,1,2023,2023-01-05,1672876800.0,2023-01-01,1,Kizz Daniel,1
7851,32,235,56,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,42,37,69392,2023-01-12,2,2023,2023-01-12,1673481600.0,2023-01-01,1,Kizz Daniel,1
7852,33,242,79,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,56,38,52457,2023-01-19,3,2023,2023-01-19,1674086400.0,2023-01-01,1,Kizz Daniel,1
7853,34,247,91,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,79,39,47598,2023-01-26,4,2023,2023-01-26,1674691200.0,2023-01-01,1,Kizz Daniel,1
7854,35,252,103,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,91,40,43987,2023-02-02,5,2023,2023-02-02,1675296000.0,2023-02-01,1,Kizz Daniel,1
7855,36,257,114,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,103,41,39860,2023-02-09,6,2023,2023-02-09,1675900800.0,2023-02-01,1,Kizz Daniel,1
7856,37,262,127,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,114,42,37305,2023-02-16,7,2023,2023-02-16,1676505600.0,2023-02-01,1,Kizz Daniel,1
7857,38,267,128,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,127,43,37506,2023-02-23,8,2023,2023-02-23,1677110400.0,2023-02-01,1,Kizz Daniel,1
7858,39,273,160,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,128,44,30859,2023-03-02,9,2023,2023-03-02,1677715200.0,2023-03-01,1,Kizz Daniel,1
7859,40,277,153,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,160,45,36992,2023-03-09,10,2023,2023-03-09,1678320000.0,2023-03-01,1,Kizz Daniel,1
7860,41,284,173,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,153,46,35390,2023-03-16,11,2023,2023-03-16,1678924800.0,2023-03-01,1,Kizz Daniel,1
7861,42,288,188,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,"Kizz Daniel, Tekno",Buga (Lo Lo Lo),FlyBoy INC / EMPIRE,1,173,47,34236,2023-03-23,12,2023,2023-03-23,1679529600.0,2023-03-01,1,Kizz Daniel,1
7862,0,3,98,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,98,-1,1,20165,2022-02-17,7,2022,2022-02-17,1645056000.0,2022-02-01,2,Kizz Daniel,0
7863,1,8,80,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,80,98,2,22779,2022-02-24,8,2022,2022-02-24,1645660800.0,2022-02-01,2,Kizz Daniel,0
7864,2,13,100,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,80,80,3,22565,2022-03-03,9,2022,2022-03-03,1646265600.0,2022-03-01,2,Kizz Daniel,0
7865,3,18,72,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,72,100,4,25432,2022-03-10,10,2022,2022-03-10,1646870400.0,2022-03-01,2,Kizz Daniel,0
7866,4,23,69,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,69,72,5,24067,2022-03-17,11,2022,2022-03-17,1647475200.0,2022-03-01,2,Kizz Daniel,0
7867,5,29,70,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,69,69,6,25832,2022-03-24,12,2022,2022-03-24,1648080000.0,2022-03-01,2,Kizz Daniel,0
7868,6,35,81,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,69,70,7,25702,2022-03-31,13,2022,2022-03-31,1648684800.0,2022-03-01,2,Kizz Daniel,0
7869,7,41,73,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,69,81,8,25525,2022-04-07,14,2022,2022-04-07,1649289600.0,2022-04-01,2,Kizz Daniel,0
7870,8,47,49,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,49,73,9,31735,2022-04-14,15,2022,2022-04-14,1649894400.0,2022-04-01,2,Kizz Daniel,0
7871,9,51,40,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,40,49,10,35914,2022-04-21,16,2022,2022-04-21,1650499200.0,2022-04-01,2,Kizz Daniel,0
7872,10,57,35,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,35,40,11,38499,2022-04-28,17,2022,2022-04-28,1651104000.0,2022-04-01,2,Kizz Daniel,0
7873,11,62,30,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,30,35,12,45021,2022-05-05,18,2022,2022-05-05,1651708800.0,2022-05-01,2,Kizz Daniel,0
7874,12,69,27,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,30,13,51571,2022-05-12,19,2022,2022-05-12,1652313600.0,2022-05-01,2,Kizz Daniel,0
7875,13,77,53,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,27,14,44187,2022-05-19,20,2022,2022-05-19,1652918400.0,2022-05-01,2,Kizz Daniel,0
7876,14,84,61,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,53,15,32416,2022-05-26,21,2022,2022-05-26,1653523200.0,2022-05-01,2,Kizz Daniel,0
7877,15,89,67,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,61,16,28317,2022-06-02,22,2022,2022-06-02,1654128000.0,2022-06-01,2,Kizz Daniel,0
7878,16,94,72,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,67,17,26284,2022-06-09,23,2022,2022-06-09,1654732800.0,2022-06-01,2,Kizz Daniel,0
7879,17,99,73,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,72,18,25456,2022-06-16,24,2022,2022-06-16,1655337600.0,2022-06-01,2,Kizz Daniel,0
7880,18,104,90,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,73,19,23845,2022-06-23,25,2022,2022-06-23,1655942400.0,2022-06-01,2,Kizz Daniel,0
7881,19,109,86,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,90,20,22560,2022-06-30,26,2022,2022-06-30,1656547200.0,2022-06-01,2,Kizz Daniel,0
7882,20,114,91,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,86,21,21946,2022-07-07,27,2022,2022-07-07,1657152000.0,2022-07-01,2,Kizz Daniel,0
7883,21,119,130,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,91,22,19519,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,2,Kizz Daniel,0
7884,22,125,134,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,130,23,20182,2022-07-21,29,2022,2022-07-21,1658361600.0,2022-07-01,2,Kizz Daniel,0
7885,23,129,137,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,134,24,20021,2022-07-28,30,2022,2022-07-28,1658966400.0,2022-07-01,2,Kizz Daniel,0
7886,24,134,120,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,137,25,21810,2022-08-04,31,2022,2022-08-04,1659571200.0,2022-08-01,2,Kizz Daniel,0
7887,25,139,130,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,120,26,20832,2022-08-11,32,2022,2022-08-11,1660176000.0,2022-08-01,2,Kizz Daniel,0
7888,26,145,139,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,130,27,18620,2022-08-18,33,2022,2022-08-18,1660780800.0,2022-08-01,2,Kizz Daniel,0
7889,27,149,158,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,139,28,18362,2022-08-25,34,2022,2022-08-25,1661385600.0,2022-08-01,2,Kizz Daniel,0
7890,28,154,163,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,158,29,17299,2022-09-01,35,2022,2022-09-01,1661990400.0,2022-09-01,2,Kizz Daniel,0
7891,29,159,149,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,163,30,18902,2022-09-08,36,2022,2022-09-08,1662595200.0,2022-09-01,2,Kizz Daniel,0
7892,30,164,113,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,149,31,23904,2022-09-15,37,2022,2022-09-15,1663200000.0,2022-09-01,2,Kizz Daniel,0
7893,31,169,122,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,113,32,20763,2022-09-22,38,2022,2022-09-22,1663804800.0,2022-09-01,2,Kizz Daniel,0
7894,32,173,132,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,122,33,20558,2022-09-29,39,2022,2022-09-29,1664409600.0,2022-09-01,2,Kizz Daniel,0
7895,33,179,143,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,132,34,20276,2022-10-06,40,2022,2022-10-06,1665014400.0,2022-10-01,2,Kizz Daniel,0
7896,34,182,149,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,143,35,20711,2022-10-13,41,2022,2022-10-13,1665619200.0,2022-10-01,2,Kizz Daniel,0
7897,35,189,113,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,149,36,27646,2022-10-20,42,2022,2022-10-20,1666224000.0,2022-10-01,2,Kizz Daniel,0
7898,36,195,97,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,113,37,30105,2022-10-27,43,2022,2022-10-27,1666828800.0,2022-10-01,2,Kizz Daniel,0
7899,37,202,144,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,97,38,26171,2022-11-03,44,2022,2022-11-03,1667433600.0,2022-11-01,2,Kizz Daniel,0
7900,38,208,150,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,144,39,26257,2022-11-10,45,2022,2022-11-10,1668038400.0,2022-11-01,2,Kizz Daniel,0
7901,39,213,128,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,150,40,28478,2022-11-17,46,2022,2022-11-17,1668643200.0,2022-11-01,2,Kizz Daniel,0
7902,40,219,188,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,200,45,26596,2022-12-22,51,2022,2022-12-22,1671667200.0,2022-12-01,2,Kizz Daniel,0
7903,41,225,161,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,188,46,31445,2022-12-29,52,2022,2022-12-29,1672272000.0,2022-12-01,2,Kizz Daniel,0
7904,42,231,178,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,161,47,27408,2023-01-05,1,2023,2023-01-05,1672876800.0,2023-01-01,2,Kizz Daniel,0
7905,43,238,187,spotify:track:4upQnh3K5k1xbVOr97fdG7,"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),FlyBoy INC / EMPIRE,27,178,48,27045,2023-01-12,2,2023,2023-01-12,1673481600.0,2023-01-01,2,Kizz Daniel,0
7906,0,399,53,spotify:track:30YgRP8fhEWJwb5Vp6CAbx,"Kizz Daniel, Thyself",We Must,FlyBoy INC / EMPIRE,53,-1,1,275962,2024-10-03,40,2024,2024-10-03,1727913600.0,2024-10-01,1,Kizz Daniel,0
7907,1,406,154,spotify:track:30YgRP8fhEWJwb5Vp6CAbx,"Kizz Daniel, Thyself",We Must,FlyBoy INC / EMPIRE,53,53,2,142770,2024-10-10,41,2024,2024-10-10,1728518400.0,2024-10-01,1,Kizz Daniel,0
7908,0,22,121,spotify:track:2IyD3ugrNb0LIV4x2RyHIP,Kodak Black,No Love For A Thug,Atlantic Records,100,100,2,56566,2023-04-27,17,2023,2023-04-27,1682553600.0,2023-04-01,1,Kodak Black,0
7909,1,23,155,spotify:track:2IyD3ugrNb0LIV4x2RyHIP,Kodak Black,No Love For A Thug,Atlantic Records,100,143,4,47443,2023-05-11,19,2023,2023-05-11,1683763200.0,2023-05-01,1,Kodak Black,0
7910,0,0,68,spotify:track:2bBClS4zzrRd4Aj59NaKSv,Kodak Black,Super Gremlin,Atlantic Records,68,-1,1,25720,2022-02-17,7,2022,2022-02-17,1645056000.0,2022-02-01,1,Kodak Black,0
7911,1,1,73,spotify:track:2bBClS4zzrRd4Aj59NaKSv,Kodak Black,Super Gremlin,Atlantic Records,68,68,2,24499,2022-02-24,8,2022,2022-02-24,1645660800.0,2022-02-01,1,Kodak Black,0
7912,2,2,78,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,73,3,25660,2022-03-03,9,2022,2022-03-03,1646265600.0,2022-03-01,1,Kodak Black,0
7913,3,3,87,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,78,4,22333,2022-03-10,10,2022,2022-03-10,1646870400.0,2022-03-01,1,Kodak Black,0
7914,4,4,71,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,87,5,23822,2022-03-17,11,2022,2022-03-17,1647475200.0,2022-03-01,1,Kodak Black,0
7915,5,5,82,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,71,6,22835,2022-03-24,12,2022,2022-03-24,1648080000.0,2022-03-01,1,Kodak Black,0
7916,6,6,110,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,82,7,20019,2022-03-31,13,2022,2022-03-31,1648684800.0,2022-03-01,1,Kodak Black,0
7917,7,7,106,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,110,8,18743,2022-04-07,14,2022,2022-04-07,1649289600.0,2022-04-01,1,Kodak Black,0
7918,8,8,93,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,106,9,19574,2022-04-14,15,2022,2022-04-14,1649894400.0,2022-04-01,1,Kodak Black,0
7919,9,9,94,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,93,10,19753,2022-04-21,16,2022,2022-04-21,1650499200.0,2022-04-01,1,Kodak Black,0
7920,10,10,97,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,94,11,19717,2022-04-28,17,2022,2022-04-28,1651104000.0,2022-04-01,1,Kodak Black,0
7921,11,11,119,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,97,12,18202,2022-05-05,18,2022,2022-05-05,1651708800.0,2022-05-01,1,Kodak Black,0
7922,12,12,131,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,119,13,15666,2022-05-12,19,2022,2022-05-12,1652313600.0,2022-05-01,1,Kodak Black,0
7923,13,13,154,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,131,14,14530,2022-05-19,20,2022,2022-05-19,1652918400.0,2022-05-01,1,Kodak Black,0
7924,14,14,144,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,154,15,15015,2022-05-26,21,2022,2022-05-26,1653523200.0,2022-05-01,1,Kodak Black,0
7925,15,15,149,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,144,16,14702,2022-06-02,22,2022,2022-06-02,1654128000.0,2022-06-01,1,Kodak Black,0
7926,16,16,152,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,149,17,14737,2022-06-09,23,2022,2022-06-09,1654732800.0,2022-06-01,1,Kodak Black,0
7927,17,17,135,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,152,18,15698,2022-06-16,24,2022,2022-06-16,1655337600.0,2022-06-01,1,Kodak Black,0
7928,18,18,160,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,135,19,15025,2022-06-23,25,2022,2022-06-23,1655942400.0,2022-06-01,1,Kodak Black,0
7929,19,19,163,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,160,20,14779,2022-06-30,26,2022,2022-06-30,1656547200.0,2022-06-01,1,Kodak Black,0
7930,20,20,153,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,163,21,15354,2022-07-07,27,2022,2022-07-07,1657152000.0,2022-07-01,1,Kodak Black,0
7931,21,21,189,spotify:track:1Y5Jvi3eLi4Chwqch9GMem,Kodak Black,Super Gremlin,Atlantic Records,68,153,22,13538,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,1,Kodak Black,0
7932,0,6,122,spotify:track:3v2SmW7X9R2gbD4okbW9IV,Koffee,Defend,Sony Music UK,122,-1,1,17636,2022-03-31,13,2022,2022-03-31,1648684800.0,2022-03-01,1,Koffee,0
7933,0,2,91,spotify:track:0cj24kRZd7uRvX3QRVT3qF,Koffee,Gifted,Sony Music UK,91,-1,1,22476,2022-03-31,13,2022,2022-03-31,1648684800.0,2022-03-01,1,Koffee,0
7934,1,11,152,spotify:track:0cj24kRZd7uRvX3QRVT3qF,Koffee,Gifted,Sony Music UK,91,91,2,12962,2022-04-07,14,2022,2022-04-07,1649289600.0,2022-04-01,1,Koffee,0
7935,0,9,142,spotify:track:74l1QrCYzACTJ6LZO4FuvI,Koffee,Lockdown,Sony Music UK,142,-1,1,14816,2022-03-31,13,2022,2022-03-31,1648684800.0,2022-03-01,1,Koffee,0
7936,0,4,116,spotify:track:5rPIC7hQVaDSZryekHY89Z,Koffee,Lonely,Sony Music UK,116,-1,1,18683,2022-03-31,13,2022,2022-03-31,1648684800.0,2022-03-01,1,Koffee,0
7937,0,3,96,spotify:track:6eydzKn9vLC57U9iToAwJD,Koffee,Pull Up,Sony Music UK,96,-1,1,21612,2022-03-31,13,2022,2022-03-31,1648684800.0,2022-03-01,1,Koffee,0
7938,1,10,146,spotify:track:6eydzKn9vLC57U9iToAwJD,Koffee,Pull Up,Sony Music UK,96,96,2,13712,2022-04-07,14,2022,2022-04-07,1649289600.0,2022-04-01,1,Koffee,0
7939,2,14,198,spotify:track:6eydzKn9vLC57U9iToAwJD,Koffee,Pull Up,Sony Music UK,96,146,3,10319,2022-04-14,15,2022,2022-04-14,1649894400.0,2022-04-01,1,Koffee,0
7940,0,5,120,spotify:track:2lnbKyZj9Vz6iiO1RJPdVK,Koffee,Run Away,Sony Music UK,120,-1,1,17747,2022-03-31,13,2022,2022-03-31,1648684800.0,2022-03-01,1,Koffee,0
7941,0,0,83,spotify:track:6IjEfZNMugnk5yhLLJDKg9,Koffee,Shine,Sony Music UK,83,-1,1,25369,2022-03-31,13,2022,2022-03-31,1648684800.0,2022-03-01,1,Koffee,0
7942,1,13,171,spotify:track:6IjEfZNMugnk5yhLLJDKg9,Koffee,Shine,Sony Music UK,83,83,2,11372,2022-04-07,14,2022,2022-04-07,1649289600.0,2022-04-01,1,Koffee,0
