rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
23,"spotify:track:6wj7wjtegmkziorQ2tt5Pz","JID, Kenny Mason","Dance Now (feat. Kenny Mason)","Dreamville/Interscope",12,23,14
24,"spotify:track:0a4MMyCrzT0En247IhqZbD","NewJeans","Hype Boy","ADOR",18,22,21
25,"spotify:track:43F9HcG6y42YwLycMr1VSm","Charlotte_lyf","Mdali Khanyisa","QTR",5,26,21
26,"spotify:track:079mntueS2KWjxVqOHjG70","Preston Pablo, Banx & Ranx","Flowers Need Rain","31 East JV (2021)",9,24,33
27,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",22,27,38
28,"spotify:track:2yjlYDiNiQkdxVqTlaSrlX","Nicki Minaj","Super Freaky Girl","Republic Records",24,28,7
29,"spotify:track:2ksyzVfU0WJoBpu8otr4pz","INTERWORLD","METAMORPHOSIS","INTERWORLD",29,35,21
30,"spotify:track:2dFz5ravSFl9FL82ujab6y","Matt Corman","Word to the Wise","MIH Universal",17,25,10
31,"spotify:track:11M54lVpEsq9yDTJ62gPNS","Luxury SA","Gumbafaya","Luxury SA Entertainment",23,32,7
32,"spotify:track:4svaKoxMMP7ImmKrD5hfQu","Jax","Victoria’s Secret","Atlantic Records",5,33,49
33,"spotify:track:3kIiJeILPKS1gObjJFq4Hi","Fortunator, khubvi kid, Crosswavee, dj Call me SA, DJ Micro","Ha mathuthu banga (Fortunator & Rude kid venda)","3436750 Records DK",32,34,4
34,"spotify:track:3eLfICfDzCQrP8pOajVGiJ","Knox","Sneakers","Barbershop Records",19,29,14
35,"spotify:track:2FUyod5LVoX1JcgesHVfKk","Wendy Shay","Survivor","Rufftown records",1,36,86
36,"spotify:track:0tFyRPMq4YD4xoiB4HWMnr","Necee.T, Shaba Rangz","Woza Baba","Independent",25,31,14
37,"spotify:track:76OGwb5RA9h4FxQPT33ekc","Rosa Linn","SNAP","Columbia",1,37,78
38,"spotify:track:0du9AbEce0kooBH5I6suvG","Margot","110","Select",29,38,7
39,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",28,42,43
40,"spotify:track:7DQMBUK4oX9gV1qIzpoRz6","Aymos","Mama","DJs Production",40,43,7
41,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship Entertainment Ltd.",10,39,42
42,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",2,40,49
43,"spotify:track:1MqzIgGsHP4cNjPboevsfq","Indila","Tourner Dans Le Vide","Universal Music Division Capitol Music France",43,46,13
44,"spotify:track:0wGbyS1tExQSwOYu6UceyE","ONIMXRU, SMITHMANE","SHADOW","ONIMXRU x SMITHMANE",28,44,11
45,"spotify:track:1Fid2jjqsHViMX6xNH70hE","Seafret","Atlantis","Sweet Jane Recordings",40,45,34
46,"spotify:track:3LtpKP5abr2qqjunvjlX5i","Central Cee","Doja","Central Cee",7,41,28
47,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship Entertainment Ltd.",4,47,98
48,"spotify:track:1uJ0MhoeCx5y66oaxv5tUQ","Naqua SA, Shebeshxt, Justin Juss Tii, Strike SA","Shebe Monateng (Shebeshxt)","2435823 Records DK",45,48,13
49,"spotify:track:75VD2d6BPTuESBrzRqD6xl","Senior Oat, Kemy Chienda","All In You","The Oat Records",1,53,185
50,"spotify:track:4vuVzf7BIZhDAFm3TB0Tzy","charlieonnafriday","Enough","Onnafriday Records / Island Records",35,51,14
51,"spotify:track:0GAX8SapBTjOqW0d5taVMu","Bernice West","Lyfie","Universal Music (Pty) Ltd.",51,65,3
52,"spotify:track:47E3zSKRLgtJ9AaD9IVKrc","Able Heart","Whisper","One Heart Records",1,49,38
53,"spotify:track:4OmfWzukSVD140NiAIEjem","Steve Lacy","Static","L-M Records/RCA Records",34,54,35
54,"spotify:track:3MKHHwjeu6SYuix0T57VPj","Dj Slikour","Mhana Vafana","Slikour Records",18,61,36
55,"spotify:track:7DbdUf8aHSYoliSjO6LZv6","Beach Weather","Sex, Drugs, Etc.","8123 / Arista Records",16,55,95
56,"spotify:track:54NBD72JXFXzrodbQBSzWh","Tyga, Jhené Aiko, Pop Smoke","Sunshine","Last Kings Music / EMPIRE",40,50,7
57,"spotify:track:4b0MZa0sxGyKgvY7W2rZq1","Cade Thompson","Arms of Jesus","Red Street Records",57,-1,1
58,"spotify:track:3PdO57q0KLWkfWXsXQJlV6","Mas Musiq, Aymos, Young Stunna","Sengizwile (feat. Aymos & Young Stunna)","New Money Gang Records",40,58,48
59,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",22,57,74
60,"spotify:track:4pR4oQJULf7FDB54TleMyH","Limoblaze, Lecrae, Happi","Jireh (My Provider)","Limoblaze Music",60,71,6
61,"spotify:track:0C3shWEOObGT5IxApC7Mkg","Henry Moodie","you were there for me","Robots & Humans",7,76,25
62,"spotify:track:3u6PxWema1snbjLbFEyjkJ","Seafret","Atlantis - Extra Sped Up Version","Sweet Jane Recordings",60,60,5
63,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",27,68,79
64,"spotify:track:23CMRsLRGVCDwCzDtYMq6p","Natalie Jane","Mentally Cheating","10K Projects/Capitol Records",18,56,30
65,"spotify:track:1VQI2XUq5D8GKqwm1gpFWJ","Nomfundo Moh, Kwesta","Sibaningi","Universal Music (Pty) Ltd.",62,74,7
66,"spotify:track:6cQ8IRL1UQR11v4wD4wjo8","Camylio","monsters","Republic Records",49,52,7
67,"spotify:track:5uWDenxq03AYLOq83WzLNo","Kabza De Small, Young Stunna, Nobuhle, Ze2","Xola (feat. Nobuhle, Ze2 & Young Stunna)","Piano Hub",23,62,63
68,"spotify:track:27ZZdyTSQWI7Cug2d2PkqV","Armani White","BILLIE EILISH.","Legendbound, LLC / Def Jam Recordings",5,59,91
69,"spotify:track:0G17UriYHMjXnZE2OJJSMR","Xantesha","SUNRISE (Slowed + Reverb)","Xantesha",57,64,12
70,"spotify:track:2DwUdMJ5uxv20EhAildreg","NewJeans","Cookie","ADOR",70,75,2
71,"spotify:track:6YQVIVyjZ2mMy88wMHkBJY","BRED","Give It To Me - Remix","OCEANS Music Group",71,86,6
72,"spotify:track:4Oab51CLrmfgwXIDCcaQs1","Maglera Doe Boy, Ason","Dor Do Povo","Universal Music (Pty) Ltd.",55,77,13
73,"spotify:track:3pBpX15YF0hdlRz2ddfSh2","Fred again.., Swedish House Mafia, Future","Turn On The Lights again.. (feat. Future)","Atlantic Records UK",22,66,21
74,"spotify:track:4hv0hmUjhAqvAPGCHP4EaE","Ronald Isley, The Isley Brothers, Beyoncé","Make Me Say It Again, Girl","RI Top Ten",65,85,6
75,"spotify:track:3DFw8WqtxcGtUP8X1o4Yti","MashBeatz, Thato Saul, Maglera Doe Boy","NEVER RIDE","OuttaThisWorld",22,70,75
76,"spotify:track:4sGPzDEbvgrtBePr2cPWiv","really sad music","after dark x sweater weather","really sad music",21,96,28
77,"spotify:track:7Ddk8FhoYKdsVoX9AOCPMm","DJ Khaled, Drake, Lil Baby","STAYING ALIVE (feat. Drake & Lil Baby)","Epic/We The Best",24,78,14
78,"spotify:track:3rb0tMq42WfggucPm0HHkA","MEDUZA, James Carter, Elley Duhé, FAST BOY","Bad Memories (feat. Elley Duhé & FAST BOY)","Universal-Island Records Ltd.",36,67,25
79,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",8,100,89
80,"spotify:track:0zi0Do3nO8LtRzlau2V7DR","Temple Boys Cpt","Werkhom 2.0 (Bonus Track)","Rejx Entertainment",45,82,16
81,"spotify:track:5BuzMo2h1giNWQ2oP5uo6N","Nomfundo Moh","Izibusiso","Universal Music (Pty) Ltd.",65,80,7
82,"spotify:track:0iUrxveyNUBfj0cqjYEijt","MoonDeity","NEON BLADE","MoonDeity",15,92,73
83,"spotify:track:3PNaaKLGYYn1ULNZXyMuWM","Nicholas Bonnin, Angelicca","Shut Up and Listen","Virgin",1,63,55
84,"spotify:track:4UU4qUfkfRd4IXszXX2Z1K","Stabhilithi","Ama-push ups","Cutca Music Publishers",17,93,33
85,"spotify:track:24MacpaasG6qJ5mvVgY9cl","Zandie Khumalo, Xowla","Ikhwela","Content Connect Africa",63,69,6
86,"spotify:track:2icgqIMkjpToStO1FRAoyj","Robot Boii, Mellow & Sleazy, Soul Revolver, Shaun MusiQ, F Teearse","Salary Salary","Silver Merci",10,73,110
87,"spotify:track:4qD1k0Ybmkl7Q7XtqGKgjl","Classic Deep, Six40, Zuma, Mzu M, 2woshort, LuuDaDeejay","Khwela","Ama Roto Entertainment",16,95,20
88,"spotify:track:6VhuP99TE6gYNQRJIlAWFD","Stephen Sanchez","Until I Found You","Republic Records",6,94,149
89,"spotify:track:6xGruZOHLs39ZbVccQTuPZ","Joji","Glimpse of Us","88rising Music/Warner Records",1,89,70
90,"spotify:track:1MJagJs7aC4UJYZK3j5iIO","Eloff","Witblits","Select",14,84,40
91,"spotify:track:5ZSV1Y3Cq2HkGOYOwxpClP","Cloudy June","FU In My Head","Cloudy June",5,98,67
92,"spotify:track:623j8RCauvM1HjUPrl9UAL","Dr Nel","Tshwara fase","3013136 Records DK",83,83,6
93,"spotify:track:0CQfLvA2MF1lvaN20O5cR4","Maglera Doe Boy, Miss Ready, Halo Yagami","Goni","Universal Music (Pty) Ltd.",59,81,9
94,"spotify:track:3st5Q868pmPugbKTkJv39y","TuksinSA, Makhadzi, Fuza","Mukhavha","Open Mic Productions",73,-1,3
95,"spotify:track:3IlWZqnqXW29Zr84eTv3CK","Skweletu","Inja endlini","3825021 Records DK",52,79,18
96,"spotify:track:6Srgw41KlTpWtu5hbEKeja","Katy Nichole","In Jesus Name (God Of Possible)","Centricity Music",5,-1,141
97,"spotify:track:1inAIGub1bVFLUMFkoRVBq","Sofia Carson","Sweet Caroline","Hollywood Records",23,90,21
98,"spotify:track:7nT5j0GBvAKkz09xpeCztD","Ari Lennox","Hoodie","Dreamville/Interscope Records",98,99,3
99,"spotify:track:3XgGQ1wjo5khvq2UImjyNF","Brent Faiyaz","ALL MINE","Lost Kids LLC., Marketed by Venice / Stem",72,-1,12
100,"spotify:track:1wB9HhcWCPr9HzeF7qztWT","Luxury SA","Shoot My Shot","Independent",51,-1,13
