rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
73,"spotify:track:4o7VQ19Yyo35dZGaCeHPIn","Yumbs, Sir Trill, Mellow & Sleazy, M.J","Ematshwaleni","YUMMY ENTERTAINMENT",62,62,2
74,"spotify:track:4svaKoxMMP7ImmKrD5hfQu","Jax","Victoria’s Secret","Atlantic Records",5,73,58
75,"spotify:track:1MJagJs7aC4UJYZK3j5iIO","Eloff","Witblits","Select",14,77,49
76,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",8,83,98
77,"spotify:track:3Y2MvObZdPakD1X71KOxCD","Stephen Dawes","Teenage Dream","Stephen Dawes",77,-1,1
78,"spotify:track:76OGwb5RA9h4FxQPT33ekc","Rosa Linn","SNAP","Columbia",1,80,87
79,"spotify:track:0GAX8SapBTjOqW0d5taVMu","Bernice West","Lyfie","Universal Music (Pty) Ltd.",48,82,12
80,"spotify:track:0C3shWEOObGT5IxApC7Mkg","Henry Moodie","you were there for me","Robots & Humans",7,81,34
81,"spotify:track:3PdO57q0KLWkfWXsXQJlV6","Mas Musiq, Aymos, Young Stunna","Sengizwile (feat. Aymos & Young Stunna)","New Money Gang Records",40,79,57
82,"spotify:track:2FUyod5LVoX1JcgesHVfKk","Wendy Shay","Survivor","Rufftown records",1,92,95
83,"spotify:track:6wj7wjtegmkziorQ2tt5Pz","JID, Kenny Mason","Dance Now (feat. Kenny Mason)","Dreamville/Interscope",12,71,23
84,"spotify:track:0a4MMyCrzT0En247IhqZbD","NewJeans","Hype Boy","ADOR",18,-1,29
85,"spotify:track:2BJWxD8xKrDv8vneTvTIm9","Lil Tjay","Beat the Odds","Columbia",85,93,2
86,"spotify:track:1MqzIgGsHP4cNjPboevsfq","Indila","Tourner Dans Le Vide","Universal Music Division Capitol Music France",43,95,22
87,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",22,76,83
88,"spotify:track:1eUTqSKMs8wZwf1uPJAYO1","Temple Boys Cpt, G-Star Raw","Raw 4eva Rise","Rejx Entertainment",88,-1,1
89,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship Entertainment Ltd.",4,91,107
90,"spotify:track:3MKHHwjeu6SYuix0T57VPj","Dj Slikour","Mhana Vafana","Slikour Records",18,90,44
91,"spotify:track:1zHdh2Muk7jyPYXc8h1zPs","Big Zulu, Mduduzi Ncube, Siya Ntuli, Lwah Ndlunkulu, Xowla","Voicemail","Nkabi Records",2,88,65
92,"spotify:track:6cVD6OQ3ZRAjcTkyrUCIYZ","why mona","Wannabe","Ultra Records, LLC",9,89,65
93,"spotify:track:75VD2d6BPTuESBrzRqD6xl","Senior Oat, Kemy Chienda","All In You","The Oat Records",1,86,194
94,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",27,100,88
95,"spotify:track:27ZZdyTSQWI7Cug2d2PkqV","Armani White","BILLIE EILISH.","Legendbound, LLC / Def Jam Recordings",5,97,97
96,"spotify:track:1R6FO98Fx29jSZDQj4fMlx","Slade, Sir Trill, Tycoon, Yumbs","Late","Universal Music (Pty) Ltd. Distribution Deals",85,85,2
97,"spotify:track:2ISyz9DRGEMrJN77ge3hi2","Eem Triplin","AWKWARD FREESTYLE","Eem Triplin LLC",44,-1,9
98,"spotify:track:2WmlrdRYXJwtvsStaLhdEa","Steph Ocho","Omoge","Moodswings Incorporated",86,94,4
99,"spotify:track:1uJ0MhoeCx5y66oaxv5tUQ","Naqua SA, Shebeshxt, Justin Juss Tii, Strike SA","Shebe Monateng (Shebeshxt)","2435823 Records DK",45,75,22
100,"spotify:track:265KkVKacgXwcrLQuLj9ON","Riana Nel","Vanaand","WM South Africa",87,87,2
