rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
17,"spotify:track:0w7JPlp7eEQI2EKW3ayXrv","Mau P","Drugs From Amsterdam","Island Records UK / Republic Records / Virgin Records Germany",11,16,17
18,"spotify:track:2DTnuVhrGnLcmgutAW4vb1","Lwah Ndlunkulu, Siya Ntuli","Ithuba","Nkabi Records",5,19,24
19,"spotify:track:6zLUuRvJfJDDEqCMWILcs1","Pushkin, Springle, Mankay, ChocoDynasty","Welele","Pushkin and Springle",6,22,17
20,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",16,21,10
21,"spotify:track:0WtM2NBVQNNJLh6scP13H8","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",20,24,10
22,"spotify:track:0uo7p6JtXF7U8x0ktN0Vty","Funk Tribu","Phonky Tribu","SpeedMaster Records",19,20,7
23,"spotify:track:3W9jnJBPYeihwNSXsr65f9","Lil Mabu, DUSTY LOCANE","NO SNITCHING (with Dusty Locane)","Lil Mabu",10,26,33
24,"spotify:track:20HFHldksvpelZlcSTL0UA","Nathii, Dj Jay Jay, D_Nice","No Jay Jay","3682629 Records DK",15,23,27
25,"spotify:track:5F7npl4FSAFQLsIuW3o7aR","Russell Zuma, CocoSA, George Lesley","Angikaze","Theko Price",9,25,10
26,"spotify:track:5hnGrTBaEsdukpDF6aZg8a","Dean Lewis","How Do I Say Goodbye","Universal Music Australia Pty. Ltd.",26,27,3
27,"spotify:track:0DsPxFiFebzdMlCEIWFGDO","Prop","Kwaaitjie","Select",3,29,38
28,"spotify:track:0e5UZadoZ5me957hKsxRYh","JVKE","golden hour","JVKE",5,28,47
29,"spotify:track:5YIMTHKWgGklloKgZHc41H","Lambo4oe","self esteem - Mixtape","LAMBDIDYMUSIC©️",28,31,7
30,"spotify:track:3yLQPgGZPv8CvLcrFaJTM1","Temple Boys Cpt, Washa KingBoys","Areveerend (S.o.2 Raw) - Bonus Track","Rejx Entertainment",25,30,11
31,"spotify:track:6G1Mz5yMgn0ydOlIvTrZ65","TALK","Run Away to Mars","Range Music/Capitol Records",1,33,46
32,"spotify:track:0iNTHA6vIhJN671nqIFISV","Tasché","Sal Jy Vir My Wag","Universal Music (Pty) Ltd.",32,32,3
33,"spotify:track:2WigMwGJysIh9fRnSJvpjn","Oxlade","KU LO SA - A COLORS SHOW","Epic",7,34,81
34,"spotify:track:1BXfrEUZFDhrVahuVT3PMK","Q Twins, Xowla, Mduduzi Ncube, Big Zulu","Alusafani","Afrotainment",11,35,24
35,"spotify:track:1XkMxUilV0E3ChDERZJUEq","Balming Tiger, Omega Sapien, bj wnjn, Mudd the student, RM","SEXY NUKIM (feat. RM of BTS)","Balming Tiger",34,36,3
36,"spotify:track:5zgkOLH6HfY5w8thZoS2jP","Kinneret","No Wind Resistance!","Tiny Harp Productions",12,37,47
37,"spotify:track:1Xq9ilOLiknCaGYtSsvFrH","Dermot Kennedy","Kiss Me","Riggins Recording",37,38,3
38,"spotify:track:079mntueS2KWjxVqOHjG70","Preston Pablo, Banx & Ranx","Flowers Need Rain","31 East JV (2021)",9,39,50
39,"spotify:track:1y5eHXBYiLgNv00KoHXm4o","Soa mattrix, Mashudu, Happy Jazzman, Emotionz DJ","Mina Nawe","Soa Family",16,41,17
40,"spotify:track:0wGbyS1tExQSwOYu6UceyE","ONIMXRU, SMITHMANE","SHADOW","ONIMXRU x SMITHMANE",27,52,28
41,"spotify:track:7wdwIaXUuzlu1grzWMFRJm","Ghost","Mary On A Cross","UME - Global Clearing House",3,40,53
42,"spotify:track:0oO1AbL92F6329z13C2qQH","Yeat","Talk","Field Trip Recordings/Geffen Records",42,44,3
43,"spotify:track:3kIiJeILPKS1gObjJFq4Hi","Fortunator, khubvi kid, Crosswavee, dj Call me SA, DJ Micro","Ha mathuthu banga (Fortunator & Rude kid venda)","3436750 Records DK",32,43,21
44,"spotify:track:7rmpguwTH3XwEPZMSeL4RH","Lowsheen, Master KG, Nkosazana Daughter","Thula","Wanitwa Mos Entertainment",11,42,17
45,"spotify:track:45bfH0GZvUyujIBiKRhXso","Eliza Rose, Interplanetary Criminal","B.O.T.A. (Baddest Of Them All)","Warner Records",15,51,20
46,"spotify:track:42tD9J0KCPFSc1d2hFTvAf","Destroy Lonely","NOSTYLIST","Opium",46,58,7
47,"spotify:track:2ksyzVfU0WJoBpu8otr4pz","INTERWORLD","METAMORPHOSIS","INTERWORLD",26,49,38
48,"spotify:track:4UOzNkGbhjBKQy0d3jSmO4","Naqua SA, Shebeshxt, Phobla On The Beat, Mckay Johnson, Prince Zulu, Dj Tiano","Cinderella","2435823 Records DK",48,57,3
49,"spotify:track:0hcW7qPqWWJc8189OaqQvX","Jesse Powell, Gerald Albright","You","Silas",38,47,12
50,"spotify:track:0ocf3HwWhrXtA8r63Vcd2h","Crash Adams","Give Me A Kiss","Crash Adams Records",35,45,12
51,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",28,59,60
52,"spotify:track:4pR4oQJULf7FDB54TleMyH","Limoblaze, Lecrae, Happi","Jireh (My Provider)","Limoblaze Music",34,50,23
53,"spotify:track:2hxvxqz4Isl12FLIr2z3yo","Russell Zuma, Gaba Cannal, George Lesley","Ngise Mathandweni","Theko Price",43,54,3
54,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship Entertainment Ltd.",4,60,115
55,"spotify:track:2sOj9vyd6yiss9W1IK6chU","DJ Khaled, Rick Ross, Lil Wayne, JAY-Z, John Legend, Fridayy","GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)","Epic/We The Best",22,61,10
56,"spotify:track:4ZdEKnyBbsxJf0FRd3rTb5","Caroline Grace","Bokswyn","Universal Music (Pty) Ltd.",29,65,17
57,"spotify:track:0GAX8SapBTjOqW0d5taVMu","Bernice West","Lyfie","Universal Music (Pty) Ltd.",48,71,20
58,"spotify:track:4UGvqm3e7UElrrriPtnhwz","Genevieve Stokes","Habits","Atlantic Records",22,53,19
59,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship Entertainment Ltd.",10,64,59
60,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",22,55,55
61,"spotify:track:62SaDdv956IYAt5nS1nWx7","Njelic, Thabza Tee","Down The Drain","Universal Music (Pty) Ltd.",17,66,31
62,"spotify:track:1EZMFiD30CythJ73EBZfUq","Jay Music, Mellow & Sleazy, DJ SOL K","The Fxckin Injury","1713874 Records DK",8,63,38
63,"spotify:track:3IlWZqnqXW29Zr84eTv3CK","Skweletu","Inja endlini","3825021 Records DK",52,81,22
64,"spotify:track:3Y2MvObZdPakD1X71KOxCD","Stephen Dawes","Teenage Dream","Stephen Dawes",64,88,9
65,"spotify:track:3064ZSSOdtMv9U5NsAQ884","Russell Zuma, Artwork Sounds, CocoSA","Masithwalisane","Theko Price",61,68,3
66,"spotify:track:2lNTHWu2I5Tcz9ukWsV5Jj","Jordan Davis","Next Thing You Know","MCA Nashville",49,69,5
67,"spotify:track:1xzi1Jcr7mEi9K2RfzLOqS","Beyoncé","CUFF IT","Parkwood Entertainment/Columbia",66,74,14
68,"spotify:track:4TcJQA6pvHw0bmibOX37AQ","King Temoso","iNkwenkwezi (with Sami'Kay)","King Temoso",56,56,3
69,"spotify:track:6enlARRNWUiwg4HSeJgyjJ","Naqua SA, Shebeshxt, Mckay Johnson, 4nik Plk, Reff SA, Dj Tiano","Ak'Busy Ka Bafana","2435823 Records DK",67,67,4
70,"spotify:track:4b0MZa0sxGyKgvY7W2rZq1","Cade Thompson","Arms of Jesus","Red Street Records",42,62,18
71,"spotify:track:1uJ0MhoeCx5y66oaxv5tUQ","Naqua SA, Shebeshxt, Justin Juss Tii, Strike SA","Shebe Monateng (Shebeshxt)","2435823 Records DK",45,89,27
72,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",22,82,89
73,"spotify:track:3PdO57q0KLWkfWXsXQJlV6","Mas Musiq, Aymos, Young Stunna","Sengizwile (feat. Aymos & Young Stunna)","New Money Gang Records",40,76,65
74,"spotify:track:4OmfWzukSVD140NiAIEjem","Steve Lacy","Static","L-M Records/RCA Records",34,73,52
75,"spotify:track:6RbOyNeajWax51NtpO6WT8","Victony, Tempoe","Soweto","The Plug Entertainment",26,78,15
76,"spotify:track:5fyP52PhWspAIBLjkwatiW","Temple Boys Cpt, Dj Early Raw","Niks Hoor - Original Mix","Rejx Entertainment",55,72,9
77,"spotify:track:1zHdh2Muk7jyPYXc8h1zPs","Big Zulu, Mduduzi Ncube, Siya Ntuli, Lwah Ndlunkulu, Xowla","Voicemail","Nkabi Records",2,87,72
78,"spotify:track:340BEcyniLt4UTbfWlmn4c","Russell Zuma, Murumba Pitch, George Lesley, CocoSA","Uthando","Theko Price",66,70,3
79,"spotify:track:6jdwbcH788txYS6Doy1F1j","1nonly, Sxmpra","Step Back!","NSF Productions LLC",79,91,3
80,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",2,92,66
81,"spotify:track:30sDS4E23SZCd95dhXlGlU","Sam Deep, MaWhoo","Thokoza","Universal Music (Pty) Ltd.",34,-1,15
82,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",8,86,106
83,"spotify:track:2pIUpMhHL6L9Z5lnKxJJr9","NewJeans","Attention","ADOR",12,-1,32
84,"spotify:track:3LtpKP5abr2qqjunvjlX5i","Central Cee","Doja","Central Cee",7,90,45
85,"spotify:track:7DbdUf8aHSYoliSjO6LZv6","Beach Weather","Sex, Drugs, Etc.","8123 / Arista Records",16,85,112
86,"spotify:track:5nlKcuzD8Pd79njhGXt1vT","Matt Hansen","break my heart","Matt Hansen",86,93,3
87,"spotify:track:0TVYnw5g6Dz7Prt9qbrpa8","Dlala Regal, Maximum & Cowboy","Mpolaye","Universal Music (Pty) Ltd.",70,-1,6
88,"spotify:track:1eUTqSKMs8wZwf1uPJAYO1","Temple Boys Cpt, G-Star Raw","Raw 4eva Rise","Rejx Entertainment",38,48,9
89,"spotify:track:3hxIUxnT27p5WcmjGUXNwx","Hotel Ugly","Shut up My Moms Calling","Hotel Ugly, under exclusive license to Amuseio AB",54,79,35
90,"spotify:track:2q3cyycKUTWqchcSTtwaxn","Tskay, Ocean Biller, Hauzen Dj","Bucket","Open Mic Productions",18,97,16
91,"spotify:track:3bpR5jv8uzraDgq5YpHwDw","CORPSE, Scarlxrd, Kordhell","MISA MISA!","CORPSE",53,83,10
92,"spotify:track:4UU4qUfkfRd4IXszXX2Z1K","Stabhilithi","Ama-push ups","Cutca Music Publishers",17,-1,40
93,"spotify:track:75VD2d6BPTuESBrzRqD6xl","Senior Oat, Kemy Chienda","All In You","The Oat Records",1,98,199
94,"spotify:track:4svaKoxMMP7ImmKrD5hfQu","Jax","Victoria’s Secret","Atlantic Records",5,-1,65
95,"spotify:track:2BH3j05ZXWr5PR30sW079d","Isolate.exe","Crystals","Isolate.exe",74,94,12
96,"spotify:track:2ISyz9DRGEMrJN77ge3hi2","Eem Triplin","AWKWARD FREESTYLE","Eem Triplin LLC",44,-1,14
97,"spotify:track:2EZcwSvdQMx88DN9OdfLw6","Salani The Producer, Papa Rhulani, Sabawa","Avuxeni Xigazeni (Hi Leswo)","4219891 Records DK",97,-1,1
98,"spotify:track:4k6yZRw7M04gZE2uW12Cw6","Makar","Mood","Virgin",4,80,31
99,"spotify:track:3kv0NJ4RvLtBWKmwWMKLPU","Russell Zuma, Kabza De Small, Da Muziqal Chef, George Lesley","Kwelizayo","Theko Price",91,95,3
100,"spotify:track:2yjlYDiNiQkdxVqTlaSrlX","Nicki Minaj","Super Freaky Girl","Republic Records",24,100,23
