rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start Date,Start_Date
18,spotify:track:2xnNgKhyMl9MxBmRNGnBJP,keshi,right here,Island Records,18,-1,1,3186,2021-02-01,2021-02-01
19,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,19,-1,1,3017,2021-02-01,2021-02-01
20,spotify:track:5hnbE5BF2e8BCk9OMR1UVC,BTS,Mikrokosmos,BIGHIT MUSIC,20,-1,1,3006,2021-02-01,2021-02-01
21,spotify:track:32dX0j8hzoztvO4ZXIblbX,BTS,My Time,BIGHIT MUSIC,21,-1,1,2974,2021-02-01,2021-02-01
22,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,Republic Records,22,-1,1,2924,2021-02-01,2021-02-01
23,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,23,-1,1,2889,2021-02-01,2021-02-01
24,spotify:track:31qCy5ZaophVA81wtlwLc4,Justin Bieber,Anyone,RBMG/Def Jam,24,-1,1,2855,2021-02-01,2021-02-01
25,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,25,-1,1,2844,2021-02-01,2021-02-01
26,spotify:track:1t2qYCAjUAoGfeFeoBlK51,aespa,Black Mamba,SM Entertainment,26,-1,1,2770,2021-02-01,2021-02-01
27,spotify:track:4SFknyjLcyTLJFPKD2m96o,BLACKPINK,How You Like That,YG Entertainment/Interscope Records,27,-1,1,2750,2021-02-01,2021-02-01
28,spotify:track:7Igh1mqghlHz5dimfQV85G,"MIRANI, Munchman, Khundi Panda, MUSHVENOM, GroovyRoom, JUSTHIS",VVS (Feat. JUSTHIS) (Prod. GroovyRoom),Genie Music Corporation,28,-1,1,2734,2021-02-01,2021-02-01
29,spotify:track:6wyr4ReB05D9sJB1Rsmcqo,"j-hope, Becky G",Chicken Noodle Soup (feat. Becky G),BIGHIT MUSIC,29,-1,1,2699,2021-02-01,2021-02-01
30,spotify:track:2dkFOWqyiVFS3xsQUEdBJG,BTS,Friends,BIGHIT MUSIC,30,-1,1,2650,2021-02-01,2021-02-01
31,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,31,-1,1,2632,2021-02-01,2021-02-01
32,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,SZA,Good Days,Top Dawg Entertainment/RCA Records,32,-1,1,2598,2021-02-01,2021-02-01
33,spotify:track:39EXZNMxb4RBHlRjnRaOKp,V,Sweet Night,(주)블렌딩,33,-1,1,2587,2021-02-01,2021-02-01
34,spotify:track:5xFoqABWVj4FIAf7vQX8FN,BTS,Spring Day,BIGHIT MUSIC,34,-1,1,2511,2021-02-01,2021-02-01
35,spotify:track:4KjASaPtCvRJ4YArYpz6je,"Agust D, RM",Strange (feat. RM),BIGHIT MUSIC,35,-1,1,2444,2021-02-01,2021-02-01
36,spotify:track:4TgxFMOn5yoESW6zCidCXL,"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed – Siren Beat) [BTS Remix],Columbia,36,-1,1,2433,2021-02-01,2021-02-01
37,spotify:track:0CnpSTdL9l5vQM4YnzXtyo,IZ*ONE,Panorama,"OFF THE RECORD Entertainment, SWING Entertainment",37,-1,1,2376,2021-02-01,2021-02-01
38,spotify:track:4TaJlCXAkv1WKYODXmq75b,BTS,Black Swan,BIGHIT MUSIC,38,-1,1,2370,2021-02-01,2021-02-01
39,spotify:track:2isSdmQfVv32j2haL6hk9x,BTS,Intro : Persona,BIGHIT MUSIC,39,-1,1,2354,2021-02-01,2021-02-01
40,spotify:track:0eeeyCAGnGZInPtpkdYiPa,BTS,Jamais Vu,BIGHIT MUSIC,40,-1,1,2335,2021-02-01,2021-02-01
41,spotify:track:4HBZA5flZLE435QTztThqH,"Ariana Grande, Justin Bieber",Stuck with U (with Justin Bieber),"Ariana Grande & Justin Bieber ""Stuck With U""- Charity",41,-1,1,2232,2021-02-01,2021-02-01
42,spotify:track:6FdShjf7nA2cqEnpv1tIia,NCT U,Make A Wish (Birthday Song),SM Entertainment,42,-1,1,2210,2021-02-01,2021-02-01
43,spotify:track:3CYH422oy1cZNoo0GTG1TK,Red Velvet,Psycho,SM Entertainment,43,-1,1,2190,2021-02-01,2021-02-01
44,spotify:track:0ox4uVLjlsGh0XseBN2fZa,NCT 127,First Love,avex trax,44,-1,1,2144,2021-02-01,2021-02-01
45,spotify:track:75scDPqGs75FotglJSoOI2,"BTS, Steve Aoki",MIC Drop (Steve Aoki Remix) (Full Length Edition),BIGHIT MUSIC,45,-1,1,2120,2021-02-01,2021-02-01
46,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,BTS,DNA,BIGHIT MUSIC,46,-1,1,2117,2021-02-01,2021-02-01
47,spotify:track:0x25VdiFOIBl1epNer9L3w,"Agust D, MAX",Burn It (feat. MAX),BIGHIT MUSIC,47,-1,1,2115,2021-02-01,2021-02-01
48,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,"24kGoldn, iann dior",Mood (feat. iann dior),Records/Columbia,48,-1,1,2108,2021-02-01,2021-02-01
49,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,49,-1,1,2096,2021-02-01,2021-02-01
50,spotify:track:21yCOhgaDMc0KEtxhZHTbI,keshi,blue,Island Records,50,-1,1,2064,2021-02-01,2021-02-01
51,spotify:track:22ryCgQttpV7oCrn7llGRu,BTS,Magic Shop,BIGHIT MUSIC,51,-1,1,2047,2021-02-01,2021-02-01
52,spotify:track:1kBDdMMhlNZtfa1CkAvKae,BTS,Moon,BIGHIT MUSIC,52,-1,1,2033,2021-02-01,2021-02-01
53,spotify:track:1XnpzbOGptRwfJhZgLbmSr,BLACKPINK,Pretty Savage,YG Entertainment/Interscope Records,53,-1,1,2027,2021-02-01,2021-02-01
54,spotify:track:3apeXzypBMnUfYcZYNX6DH,TWICE,I CAN'T STOP ME,Republic Records - TWICE,54,-1,1,2025,2021-02-01,2021-02-01
55,spotify:track:2ZwIO3ufWLFYxtEoam9ydu,RINI,My Favourite Clothes,Warner Records,55,-1,1,2024,2021-02-01,2021-02-01
56,spotify:track:3Wu4lFjkhcXxB6WWaX9gtr,TAEYEON,What Do I Call You,SM Entertainment,56,-1,1,2017,2021-02-01,2021-02-01
57,spotify:track:24UdklPfDXaq7Pw5UfoWpc,BTS,We are Bulletproof : the Eternal,BIGHIT MUSIC,57,-1,1,2003,2021-02-01,2021-02-01
58,spotify:track:1HbA4N1MiOsPthALesGFR1,"Shawn Mendes, Justin Bieber",Monster (Shawn Mendes & Justin Bieber),Shawn Mendes LP4-5 PS/ Island,58,-1,1,1999,2021-02-01,2021-02-01
59,spotify:track:7rWZS6UDNgLbtCgq3eUrdM,BTS,Louder than bombs,BIGHIT MUSIC,59,-1,1,1976,2021-02-01,2021-02-01
60,spotify:track:7lthOBXNue2IvedLRfkod8,BTS,HOME,BIGHIT MUSIC,60,-1,1,1964,2021-02-01,2021-02-01
61,spotify:track:3Uo7WG0vmLQ07WB4BDwy7D,Taylor Swift,willow,Taylor Swift,61,-1,1,1958,2021-02-01,2021-02-01
62,spotify:track:54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,Darkroom/Interscope Records,62,-1,1,1954,2021-02-01,2021-02-01
63,spotify:track:645YBsxhFPSOKxGep3uHLv,BTS,Love Maze,BIGHIT MUSIC,63,-1,1,1943,2021-02-01,2021-02-01
64,spotify:track:3aW0ds4A4tSQDIp75FqWTo,BTS,FAKE LOVE,BIGHIT MUSIC,64,-1,1,1900,2021-02-01,2021-02-01
65,spotify:track:64EDGnUytmCV7TfOo67810,NCT U,90's Love,SM Entertainment,65,-1,1,1874,2021-02-01,2021-02-01
66,spotify:track:6KUE0HSSudAp9AOycaF6SH,BTS,Make It Right,BIGHIT MUSIC,66,-1,1,1829,2021-02-01,2021-02-01
67,spotify:track:1ayaOin9hxCtyhg4UsBTpg,NCT 127,Kick It,SM Entertainment,67,-1,1,1796,2021-02-01,2021-02-01
68,spotify:track:4lFT5k1oh0tqa8HX6N2HC5,BTS,00:00 (Zero O’Clock),BIGHIT MUSIC,68,-1,1,1743,2021-02-01,2021-02-01
69,spotify:track:4JUPEh2DVSXFGExu4Uxevz,"BLACKPINK, Selena Gomez",Ice Cream (with Selena Gomez),YG Entertainment/Interscope Records,69,-1,1,1740,2021-02-01,2021-02-01
70,spotify:track:5cQB9fbuQCz4muQUFkv3rR,BTS,Serendipity (Full Length Edition),BIGHIT MUSIC,70,-1,1,1728,2021-02-01,2021-02-01
71,spotify:track:0D75ciM842cdUMKSMfAR9y,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),Selena Gomez Latin Project,71,-1,1,1702,2021-02-01,2021-02-01
72,spotify:track:5uHrWZqndnheP1qtYr6xGC,Agust D,Moonlight,BIGHIT MUSIC,72,-1,1,1647,2021-02-01,2021-02-01
73,spotify:track:48XfojJC87VKLlUotYV0Gm,"BTS, Steve Aoki",The Truth Untold (feat. Steve Aoki),BIGHIT MUSIC,73,-1,1,1647,2021-02-01,2021-02-01
74,spotify:track:6rcn967QN5JtkPOBDwYIuT,NCT DREAM,BOOM,SM Entertainment,74,-1,1,1628,2021-02-01,2021-02-01
75,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,Lauv,75,-1,1,1628,2021-02-01,2021-02-01
76,spotify:track:2etHQJxIbV0soyPhelVs9Y,"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),ICY/Warner Records,76,-1,1,1619,2021-02-01,2021-02-01
77,spotify:track:1TUkEXQrskATO9SoB4QMUN,BAEKHYUN,Amusement Park,SM Entertainment,77,-1,1,1609,2021-02-01,2021-02-01
78,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,78,-1,1,1589,2021-02-01,2021-02-01
79,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,Columbia,79,-1,1,1557,2021-02-01,2021-02-01
80,spotify:track:60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,Kemosabe Records/RCA Records,80,-1,1,1555,2021-02-01,2021-02-01
81,spotify:track:0GISuIGiksexkuD4krw6PN,BTS,Inner Child,BIGHIT MUSIC,81,-1,1,1547,2021-02-01,2021-02-01
82,spotify:track:3Ka0IJwEvxI3ssqbF48SWZ,H 3 F,How Can I,H 3 F,82,-1,1,1517,2021-02-01,2021-02-01
83,spotify:track:2I5qMlv43L5UbimvjzWhzz,BTS,Outro: Wings,BIGHIT MUSIC,83,-1,1,1514,2021-02-01,2021-02-01
84,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,Columbia,84,-1,1,1501,2021-02-01,2021-02-01
85,spotify:track:5MmABMNE9bQlzrk3bVR09B,BTS,Lie,BIGHIT MUSIC,85,-1,1,1494,2021-02-01,2021-02-01
86,spotify:track:5u1n1kITHCxxp8twBcZxWy,"Justin Bieber, Chance the Rapper",Holy (feat. Chance The Rapper),RBMG/Def Jam,86,-1,1,1485,2021-02-01,2021-02-01
87,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,87,-1,1,1483,2021-02-01,2021-02-01
88,spotify:track:200110T27gmATYagfNYzkF,BTS,UGH!,BIGHIT MUSIC,88,-1,1,1459,2021-02-01,2021-02-01
89,spotify:track:6jq9F7GSXFtqKwb1dW2Mxn,BTS,Blood Sweat & Tears,BIGHIT MUSIC,89,-1,1,1445,2021-02-01,2021-02-01
90,spotify:track:0psS4i5YooJrXfDnGvWRLi,"Billie Eilish, ROSALÍA",Lo Vas A Olvidar (with ROSALÍA),Darkroom/Interscope Records,90,-1,1,1438,2021-02-01,2021-02-01
91,spotify:track:6kKC35sKUh2FUx4M0qAL44,BAEKHYUN,Candy,SM Entertainment,91,-1,1,1433,2021-02-01,2021-02-01
92,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,RCA Records Label,92,-1,1,1429,2021-02-01,2021-02-01
93,spotify:track:0ffweDHrg4bZqdG4IfGYuo,BTS,Pied Piper,BIGHIT MUSIC,93,-1,1,1423,2021-02-01,2021-02-01
94,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,94,-1,1,1413,2021-02-01,2021-02-01
95,spotify:track:0pYacDCZuRhcrwGUA5nTBe,"IU, SUGA",eight(Prod.&Feat. SUGA of BTS),EDAM Entertainment,95,-1,1,1412,2021-02-01,2021-02-01
96,spotify:track:6JdS5rJvJaRA7B1tcm7kxZ,BTS,Dionysus,BIGHIT MUSIC,96,-1,1,1409,2021-02-01,2021-02-01
97,spotify:track:1GkHyypTFkUf0QQKwYoXH4,"benny blanco, Marshmello, Vance Joy",You (with Marshmello & Vance Joy),Interscope / Friends Keep Secrets / Joytime Collective,97,-1,1,1406,2021-02-01,2021-02-01
98,spotify:track:7iAgNZdotu40NwtoIWJHFe,"BLACKPINK, Cardi B",Bet You Wanna (feat. Cardi B),YG Entertainment/Interscope Records,98,-1,1,1405,2021-02-01,2021-02-01
99,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),Internet Money Records / TenThousand Projects,99,-1,1,1398,2021-02-01,2021-02-01
100,spotify:track:6sI8Q7TTJeA9exw6hxEqq3,"MAX, SUGA",Blueberry Eyes (feat. SUGA of BTS),Colour Vision Records/Sony Music Entertainment,100,-1,1,1382,2021-02-01,2021-02-01
101,spotify:track:0DEdF1WCE93oW0VICMDx5T,BTS,Respect,BIGHIT MUSIC,101,-1,1,1372,2021-02-01,2021-02-01
102,spotify:track:0hqj5JBnFt1BHEz2UCFwrl,AKMU,"How can I love the heartbreak, you're the one I love",YG Entertainment,102,-1,1,1361,2021-02-01,2021-02-01
103,spotify:track:7K31QxS2DmTBxdYldd8yqf,"lIlBOI, GIRIBOY, BIG Naughty","Tomorrow (Feat. GIRIBOY, BIG Naughty)",Stone Music Entertainment,103,-1,1,1359,2021-02-01,2021-02-01
104,spotify:track:7IXi8qEDc9oASO5LTx19nT,NCT U,My Everything,SM Entertainment,104,-1,1,1355,2021-02-01,2021-02-01
105,spotify:track:6ePyl2ns4b7MVYhjsj32ZK,BTS,Intro: Singularity,BIGHIT MUSIC,105,-1,1,1345,2021-02-01,2021-02-01
106,spotify:track:7L8hkKW4hnemNfuOfEZcle,BTS,Epiphany,BIGHIT MUSIC,106,-1,1,1337,2021-02-01,2021-02-01
107,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,107,-1,1,1336,2021-02-01,2021-02-01
108,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,EMI Recorded Music Australia Pty Ltd,108,-1,1,1334,2021-02-01,2021-02-01
109,spotify:track:0JL7DoEqAUcOntWmBuOSdh,"LeeHi, Crush",For You,AOMG,109,-1,1,1329,2021-02-01,2021-02-01
110,spotify:track:70eFcWOvlMObDhURTqT4Fv,"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),Atlantic Records UK,110,-1,1,1328,2021-02-01,2021-02-01
111,spotify:track:2tdq0CeAGSfhI2l4Gwkvgx,BTS,Best Of Me,BIGHIT MUSIC,111,-1,1,1326,2021-02-01,2021-02-01
112,spotify:track:06eq0M1eZRcIIRfx6d00nu,CHANGMO,METEOR,"Genie Music Corporation, Stone Music Entertainment",112,-1,1,1314,2021-02-01,2021-02-01
113,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,113,-1,1,1303,2021-02-01,2021-02-01
114,spotify:track:53BHUFdQphHiZUUG3nx9zn,AJR,Bang!,Black Butter,114,-1,1,1299,2021-02-01,2021-02-01
115,spotify:track:4eVkn18rN4GguUWOsR6Use,BTS,Answer : Love Myself,BIGHIT MUSIC,115,-1,1,1293,2021-02-01,2021-02-01
116,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,116,-1,1,1285,2021-02-01,2021-02-01
117,spotify:track:5nq1uTNIR1cBR72T87viS0,BTS,Go Go,BIGHIT MUSIC,117,-1,1,1284,2021-02-01,2021-02-01
118,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),Atlantic/KSR,118,-1,1,1270,2021-02-01,2021-02-01
119,spotify:track:4ecVWqbtW6phQGpZMAyqIU,ITZY,Not Shy,Republic Records - ITZY,119,-1,1,1260,2021-02-01,2021-02-01
120,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq,Ed Sheeran,Afterglow,Atlantic Records UK,120,-1,1,1258,2021-02-01,2021-02-01
121,spotify:track:1trFxVLL8WKhYap543e74l,BTS,Airplane pt.2,BIGHIT MUSIC,121,-1,1,1252,2021-02-01,2021-02-01
122,spotify:track:0PoAZ7SLFpqpYR9LSCYAo8,TWICE,CRY FOR ME,Republic Records - TWICE,122,-1,1,1252,2021-02-01,2021-02-01
123,spotify:track:2qG81jL9UIP54uS8gYyP4k,"Lauv, BTS",Who,Lauv,123,-1,1,1248,2021-02-01,2021-02-01
124,spotify:track:13On7DYsJ3IrWxBWuOwM8t,Yerin Baek,Square (2017),Blue Vinyl,124,-1,1,1246,2021-02-01,2021-02-01
125,spotify:track:4lRwa7PKcGIuJMwtPIYKdy,BTS,Anpanman,BIGHIT MUSIC,125,-1,1,1243,2021-02-01,2021-02-01
126,spotify:track:2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,Atlantic Records UK,126,-1,1,1243,2021-02-01,2021-02-01
127,spotify:track:03B2SfXuvDh1m9F4tqrX07,Sabrina Carpenter,Skin,Island Records,127,-1,1,1240,2021-02-01,2021-02-01
128,spotify:track:3ryjLm3oupIjJFGc39naNi,BTS,dimple,BIGHIT MUSIC,128,-1,1,1233,2021-02-01,2021-02-01
129,spotify:track:31LHplV8BL8F0Uu9YbvTAY,"Epik High, CL, ZICO","Rosario (Feat. CL, ZICO)",OURS Co.,129,-1,1,1229,2021-02-01,2021-02-01
130,spotify:track:4bTID1qPjca9WuTZGkGRKE,"Agust D, NiiHWA",28 (feat. NiiHWA),BIGHIT MUSIC,130,-1,1,1225,2021-02-01,2021-02-01
131,spotify:track:6KfoDhO4XUWSbnyKjNp9c4,Conan Gray,Maniac,Republic Records,131,-1,1,1221,2021-02-01,2021-02-01
132,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,132,-1,1,1212,2021-02-01,2021-02-01
133,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),RCA Records Label,133,-1,1,1206,2021-02-01,2021-02-01
134,spotify:track:7xTOqnsOV6qHBPWoCWpzGM,HyunA,I'm Not Cool,P NATION,134,-1,1,1201,2021-02-01,2021-02-01
135,spotify:track:5vGLcdRuSbUhD8ScwsGSdA,CJ,Whoopty,CJ Music Group/T-Series,135,-1,1,1186,2021-02-01,2021-02-01
136,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,Interscope Records*,136,-1,1,1179,2021-02-01,2021-02-01
137,spotify:track:4Dr2hJ3EnVh2Aaot6fRwDO,IU,Blueming,Kakao Entertainment,137,-1,1,1177,2021-02-01,2021-02-01
138,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),Arista Records,138,-1,1,1174,2021-02-01,2021-02-01
139,spotify:track:6z1kLsntE7FuzKZHZWrXYN,DEAN,instagram,Universal Music Ltd.,139,-1,1,1168,2021-02-01,2021-02-01
140,spotify:track:71WZ7yFuwxmQz5jJUpvkGv,DAY6,You Were Beautiful,Republic Records - DAY6,140,-1,1,1163,2021-02-01,2021-02-01
141,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, JHAYCO",DÁKITI,Rimas Entertainment LLC,141,-1,1,1163,2021-02-01,2021-02-01
142,spotify:track:314ZkcV7oLWG8yWE7LABvH,"BTS, Lauv",Make It Right (feat. Lauv),BIGHIT MUSIC,142,-1,1,1161,2021-02-01,2021-02-01
143,spotify:track:6MC0anRfGPzSWrvybgsY7O,SEVENTEEN,舞い落ちる花びら（Fallin' Flower）,PLEDIS ENTERTAINMENT,143,-1,1,1159,2021-02-01,2021-02-01
144,spotify:track:06bwLBRfk0UuPDrXUe0NqG,BTS,Outro : Ego,BIGHIT MUSIC,144,-1,1,1157,2021-02-01,2021-02-01
145,spotify:track:2AIWoHr9DF6y4KALCBKWQS,BTS,IDOL,BIGHIT MUSIC,145,-1,1,1149,2021-02-01,2021-02-01
146,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,"Marshmello, Halsey",Be Kind (with Halsey),Astralwerks,146,-1,1,1148,2021-02-01,2021-02-01
147,spotify:track:3UoULw70kMsiVXxW0L3A33,Ariana Grande,pov,Republic Records,147,-1,1,1140,2021-02-01,2021-02-01
148,spotify:track:3jjBPF4NDMCU51psU8JPpR,"Ariana Grande, Doja Cat, Megan Thee Stallion","34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Republic Records,148,-1,1,1139,2021-02-01,2021-02-01
149,spotify:track:18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru,Republic Records,149,-1,1,1139,2021-02-01,2021-02-01
150,spotify:track:4dYODiAYvJHWQJtNganYCY,BAEKHYUN,Love Again,SM Entertainment,150,-1,1,1135,2021-02-01,2021-02-01
151,spotify:track:2J0X46UkpfLlWbuCXFgDLr,"Steve Aoki, BTS",Waste It On Me (feat. BTS),"Ultra Records, LLC",151,-1,1,1134,2021-02-01,2021-02-01
152,spotify:track:4IzofHMmUybZv3myzHlZE7,BTS,Dope,BIGHIT MUSIC,152,-1,1,1131,2021-02-01,2021-02-01
153,spotify:track:6ft4hAq6yde8jPZY2i5zLr,"MEDUZA, Dermot Kennedy",Paradise (feat. Dermot Kennedy),Universal-Island Records Ltd.,153,-1,1,1130,2021-02-01,2021-02-01
154,spotify:track:5FiXhM80sP4yg6tEnHkZZn,i-dle,HWAA,Universal Music LLC,154,-1,1,1130,2021-02-01,2021-02-01
155,spotify:track:5p10VwQ8LRoyTc8LFrvPw6,BTS,Outro: Tear,BIGHIT MUSIC,155,-1,1,1130,2021-02-01,2021-02-01
156,spotify:track:7LqfFlV9Nv1JxKIBeroYPL,SEVENTEEN,Left & Right,PLEDIS Entertainment,156,-1,1,1127,2021-02-01,2021-02-01
157,spotify:track:2lHmx4nJOTGHx2PkEFMADF,"lIlBOI, YUMDDA, GIRIBOY, Zion.T","CREDIT (Feat. YUMDDA, GIRIBOY, Zion.T)",Stone Music Entertainment,157,-1,1,1126,2021-02-01,2021-02-01
158,spotify:track:1OqDvYVDhJyFZny7XlfIyZ,BTS,Let Go,Universal Music LLC,158,-1,1,1126,2021-02-01,2021-02-01
159,spotify:track:4fFfyouye6vrX9o9z4PVMu,Lauv,Never Not,Lauv,159,-1,1,1111,2021-02-01,2021-02-01
160,spotify:track:4umIPjkehX1r7uhmGvXiSV,"Justin Bieber, Quavo",Intentions (feat. Quavo),RBMG/Def Jam,160,-1,1,1109,2021-02-01,2021-02-01
161,spotify:track:46qcoYJhhjkQoSfMjKs6sO,BTS,Not Today,BIGHIT MUSIC,161,-1,1,1109,2021-02-01,2021-02-01
162,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,Victor Victor Worldwide,162,-1,1,1099,2021-02-01,2021-02-01
163,spotify:track:1Z8X01dllP6jsUgAHRHOdW,BTS,Save Me,BIGHIT MUSIC,163,-1,1,1095,2021-02-01,2021-02-01
164,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,"Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",Warner Music Nashville,164,-1,1,1094,2021-02-01,2021-02-01
165,spotify:track:7Acvy2L38SCipAeMPOK8Ro,LeeHi,HOLO,"Genie Music Corporation, Stone Music Entertainment",165,-1,1,1085,2021-02-01,2021-02-01
166,spotify:track:4y4spB9m0Q6026KfkAvy9Q,"Justin Bieber, benny blanco",Lonely (with benny blanco),Friends Keep Secrets/Def Jam Recordings/Interscope Records,166,-1,1,1078,2021-02-01,2021-02-01
167,spotify:track:4CvId64YZSB0RfRdfzPIQU,BTS,So What,BIGHIT MUSIC,167,-1,1,1075,2021-02-01,2021-02-01
168,spotify:track:3rrqE1KR8LtixLzgtBFcCu,BTS,I Need U,BIGHIT MUSIC,168,-1,1,1073,2021-02-01,2021-02-01
169,spotify:track:6SM3TJaWkmT8Iq8l9J0BIS,BTS,Dynamite (Holiday Remix),BIGHIT MUSIC,169,-1,1,1072,2021-02-01,2021-02-01
