main_artist,artist_names,art_dict
Leon Thomas,Chris Brown,{'Leon Thomas': ['Chris Brown']}
Leona Lewis,,{'Leona Lewis': ['']}
Lewis Capaldi,,{'Lewis Capaldi': ['']}
Liam Payne,J Balvin,{'Liam Payne': ['J Balvin']}
Liam Payne,Rita Ora,{'Liam Payne': ['Rita Ora']}
Liam Payne,Quavo,{'Liam Payne': ['Quavo']}
Lianie May,,{'Lianie May': ['']}
Libianca,,{'Libianca': ['']}
Libianca,Omah Lay - Ayra Starr,"{'Libianca': ['Omah Lay ', ' Ayra Starr']}"
Lil Baby,,{'Lil Baby': ['']}
Lil Baby,Gunna,{'Lil Baby': ['Gunna']}
Lil Baby,Young Thug - Future,"{'Lil Baby': [' Future', 'Young Thug ']}"
Lil Baby,Fridayy,{'Lil Baby': ['Fridayy']}
Lil Baby,Future,{'Lil Baby': ['Future']}
Lil Baby,Travis Scott - Lil Durk,"{'Lil Baby': ['Travis Scott ', ' Lil Durk']}"
Lil Baby,Young Thug,{'Lil Baby': ['Young Thug']}
Lil Baby,Drake - Gunna,"{'Lil Baby': [' Gunna', 'Drake ']}"
Lil Baby,Nardo Wick,{'Lil Baby': ['Nardo Wick']}
Lil Baby,Lil Durk,{'Lil Baby': ['Lil Durk']}
Lil Baby,42 Dugg,{'Lil Baby': ['42 Dugg']}
Lil Baby,Drake,{'Lil Baby': ['Drake']}
Lil Dicky,,{'Lil Dicky': ['']}
Lil Dicky,Chris Brown,{'Lil Dicky': ['Chris Brown']}
Lil Durk,,{'Lil Durk': ['']}
Lil Durk,J. Cole,{'Lil Durk': ['J. Cole']}
Lil Durk,Future,{'Lil Durk': ['Future']}
Lil Durk,21 Savage,{'Lil Durk': ['21 Savage']}
Lil Durk,Gunna,{'Lil Durk': ['Gunna']}
Lil Mabu,,{'Lil Mabu': ['']}
Lil Mabu,chriseanrock,{'Lil Mabu': ['chriseanrock']}
Lil Mosey,,{'Lil Mosey': ['']}
Lil Mosey,Gunna,{'Lil Mosey': ['Gunna']}
Lil Nas X,,{'Lil Nas X': ['']}
Lil Nas X,Megan Thee Stallion,{'Lil Nas X': ['Megan Thee Stallion']}
Lil Nas X,Jack Harlow,{'Lil Nas X': ['Jack Harlow']}
Lil Nas X,YoungBoy Never Broke Again,{'Lil Nas X': ['YoungBoy Never Broke Again']}
Lil Nas X,Elton John,{'Lil Nas X': ['Elton John']}
Lil Nas X,RM - BTS,"{'Lil Nas X': [' BTS', 'RM ']}"
Lil Nas X,Billy Ray Cyrus,{'Lil Nas X': ['Billy Ray Cyrus']}
Lil Nas X,Young Thug - Billy Ray Cyrus - Mason Ramsey,"{'Lil Nas X': ['Young Thug ', ' Mason Ramsey', ' Billy Ray Cyrus ']}"
Lil Nas X,DaBaby,{'Lil Nas X': ['DaBaby']}
Lil Nas X,Cardi B,{'Lil Nas X': ['Cardi B']}
Lil Nas X,Doja Cat,{'Lil Nas X': ['Doja Cat']}
Lil Peep,XXXTENTACION,{'Lil Peep': ['XXXTENTACION']}
Lil Peep,,{'Lil Peep': ['']}
Lil Pump,Lil Wayne,{'Lil Pump': ['Lil Wayne']}
Lil Pump,,{'Lil Pump': ['']}
Lil Skies,,{'Lil Skies': ['']}
Lil Skies,Landon Cube,{'Lil Skies': ['Landon Cube']}
Lil Tecca,,{'Lil Tecca': ['']}
Lil Tecca,Gunna,{'Lil Tecca': ['Gunna']}
Lil Tecca,Juice WRLD,{'Lil Tecca': ['Juice WRLD']}
Lil Tjay,,{'Lil Tjay': ['']}
Lil Tjay,6LACK,{'Lil Tjay': ['6LACK']}
Lil Tjay,Fivio Foreign - Polo G,"{'Lil Tjay': ['Fivio Foreign ', ' Polo G']}"
Lil Tjay,Offset - Moneybagg Yo,"{'Lil Tjay': [' Moneybagg Yo', 'Offset ']}"
Lil Uzi Vert,Travis Scott,{'Lil Uzi Vert': ['Travis Scott']}
Lil Uzi Vert,,{'Lil Uzi Vert': ['']}
Lil Uzi Vert,Nicki Minaj,{'Lil Uzi Vert': ['Nicki Minaj']}
Lil Uzi Vert,sped up nightcore - ARIZONATEARS,"{'Lil Uzi Vert': ['sped up nightcore ', ' ARIZONATEARS']}"
Lil Wayne,,{'Lil Wayne': ['']}
Lil Wayne,Nicki Minaj,{'Lil Wayne': ['Nicki Minaj']}
Lil Wayne,XXXTENTACION,{'Lil Wayne': ['XXXTENTACION']}
Lil Wayne,Nivea,{'Lil Wayne': ['Nivea']}
Lil Wayne,Snoop Dogg,{'Lil Wayne': ['Snoop Dogg']}
Lil Wayne,Reginae Carter,{'Lil Wayne': ['Reginae Carter']}
Lil Wayne,Lil Baby - Big Sean,"{'Lil Wayne': ['Lil Baby ', ' Big Sean']}"
Lil Wayne,Travis Scott,{'Lil Wayne': ['Travis Scott']}
Lil Wayne,Kendrick Lamar,{'Lil Wayne': ['Kendrick Lamar']}
Lil Wayne,Drake,{'Lil Wayne': ['Drake']}
Lil Wayne,Ashanti - Mack Maine,"{'Lil Wayne': ['Ashanti ', ' Mack Maine']}"
Lil Wayne,Logic - Wiz Khalifa - Ty Dolla $ign - X Ambassadors - Imagine Dragons,"{'Lil Wayne': [' Imagine Dragons', ' Wiz Khalifa ', 'Logic ', ' X Ambassadors ', ' Ty Dolla $ign ']}"
Lil Wayne,Swizz Beatz,{'Lil Wayne': ['Swizz Beatz']}
Lil Wayne,Sosamann,{'Lil Wayne': ['Sosamann']}
Lil Xan,,{'Lil Xan': ['']}
Lil Yachty,Trippie Redd,{'Lil Yachty': ['Trippie Redd']}
Lil Yachty,Playboi Carti,{'Lil Yachty': ['Playboi Carti']}
Lil Yachty,DaBaby - Drake,"{'Lil Yachty': [' Drake', 'DaBaby ']}"
Lil Yachty,,{'Lil Yachty': ['']}
Lil Yachty,Tierra Whack - A$AP Rocky - The Creator - Tyler,"{'Lil Yachty': [' Tyler', ' A$AP Rocky ', 'Tierra Whack ', ' The Creator ']}"
Lil Yachty,J. Cole,{'Lil Yachty': ['J. Cole']}
Lil Yachty,Offset - Cardi B,"{'Lil Yachty': ['Offset ', ' Cardi B']}"
Lindo Mtangayi,,{'Lindo Mtangayi': ['']}
Lindough,DJ Active - Freddie Gwala - Kingshort,"{'Lindough': [' Kingshort', 'DJ Active ', ' Freddie Gwala ']}"
Lindough,DJ Active - Freddie Gwala - Kingshort,"{'Lindough': [' Kingshort', 'DJ Active ', ' Freddie Gwala ']}"
Linkin Park,,{'Linkin Park': ['']}
Lithe,,{'Lithe': ['']}
Little Mix,,{'Little Mix': ['']}
Little Mix,Nicki Minaj,{'Little Mix': ['Nicki Minaj']}
Liwn,Arzz - yiqit,"{'Liwn': [' yiqit', 'Arzz ']}"
Lizwi Wokuqala,Sannere,{'Lizwi Wokuqala': ['Sannere']}
Lizzo,,{'Lizzo': ['']}
Lizzo,Ariana Grande,{'Lizzo': ['Ariana Grande']}
Lizzo,Cardi B,{'Lizzo': ['Cardi B']}
Lizzy McAlpine,,{'Lizzy McAlpine': ['']}
Lloyd,Lil Wayne,{'Lloyd': ['Lil Wayne']}
Lloyiso,,{'Lloyiso': ['']}
Loatinover Pounds,Thapelo Ghutra - 25K,"{'Loatinover Pounds': [' 25K', 'Thapelo Ghutra ']}"
Logic,Khalid - Alessia Cara,"{'Logic': ['Khalid ', ' Alessia Cara']}"
Logic,,{'Logic': ['']}
Logic,G-Eazy,"{'Logic': ['G', 'Eazy']}"
Logic,Marshmello,{'Logic': ['Marshmello']}
Logic,Eminem,{'Logic': ['Eminem']}
Logic,Jaden,{'Logic': ['Jaden']}
Logic,Gucci Mane,{'Logic': ['Gucci Mane']}
Logic,Wiz Khalifa,{'Logic': ['Wiz Khalifa']}
Logic,Cordae,{'Logic': ['Cordae']}
Logic,Ryan Tedder,{'Logic': ['Ryan Tedder']}
Lojay,Kabza De Small - DJ Maphorisa,"{'Lojay': [' DJ Maphorisa', 'Kabza De Small ']}"
Lojay,Chris Brown - Sarz,"{'Lojay': [' Sarz', 'Chris Brown ']}"
Lola Young,,{'Lola Young': ['']}
Lord Huron,,{'Lord Huron': ['']}
Lorde,,{'Lorde': ['']}
Los Unidades,Pharrell Williams - Jozzy,"{'Los Unidades': ['Pharrell Williams ', ' Jozzy']}"
Lost Frequencies,Zonderling,{'Lost Frequencies': ['Zonderling']}
Lost Frequencies,Calum Scott,{'Lost Frequencies': ['Calum Scott']}
Loud Luxury,Brando,{'Loud Luxury': ['Brando']}
Loud Luxury,anders,{'Loud Luxury': ['anders']}
Loufi,,{'Loufi': ['']}
Louis The Child,Wafia,{'Louis The Child': ['Wafia']}
Lowsheen,Makhadzi - Lioness Ratang,"{'Lowsheen': ['Makhadzi ', ' Lioness Ratang']}"
Lowsheen,Master KG - Nkosazana Daughter,"{'Lowsheen': [' Nkosazana Daughter', 'Master KG ']}"
Lucky Daye,,{'Lucky Daye': ['']}
Lukas Graham,,{'Lukas Graham': ['']}
Lusanda Beja,,{'Lusanda Beja': ['']}
Luu Nineleven,Daliwonga,{'Luu Nineleven': ['Daliwonga']}
Luude,Colin Hay,{'Luude': ['Colin Hay']}
Luxury SA,,{'Luxury SA': ['']}
Lwah Ndlunkulu,,{'Lwah Ndlunkulu': ['']}
Lwah Ndlunkulu,Siya Ntuli,{'Lwah Ndlunkulu': ['Siya Ntuli']}
Lwah Ndlunkulu,DR BUSELAPHI,{'Lwah Ndlunkulu': ['DR BUSELAPHI']}
Lwah Ndlunkulu,Big Zulu,{'Lwah Ndlunkulu': ['Big Zulu']}
MASN,,{'MASN': ['']}
MAX,Quinn XCII,{'MAX': ['Quinn XCII']}
MDU aka TRP,Kabza De Small - DJ Maphorisa,"{'MDU aka TRP': [' DJ Maphorisa', 'Kabza De Small ']}"
MDU aka TRP,,{'MDU aka TRP': ['']}
MEDUZA,James Carter - FAST BOY - Elley Duh,"{'MEDUZA': [' FAST BOY ', ' Elley Duh', 'James Carter ']}"
MEDUZA,Becky Hill - Goodboys,"{'MEDUZA': [' Goodboys', 'Becky Hill ']}"
MEDUZA,Dermot Kennedy,{'MEDUZA': ['Dermot Kennedy']}
MEDUZA,Goodboys,{'MEDUZA': ['Goodboys']}
MEDUZA,Hozier,{'MEDUZA': ['Hozier']}
MENZI MUSIC,,{'MENZI MUSIC': ['']}
MENZI MUSIC,Inkos' Yamagcokama - Somcimbi,"{'MENZI MUSIC': [""Inkos' Yamagcokama "", ' Somcimbi']}"
MENZI MUSIC,Ntencane,{'MENZI MUSIC': ['Ntencane']}
MKTO,,{'MKTO': ['']}
MRDA,Nomfundo Moh - Nontokozo Mkhize,"{'MRDA': [' Nontokozo Mkhize', 'Nomfundo Moh ']}"
MRDA,Murumba Pitch - Oscar Mbo,"{'MRDA': ['Murumba Pitch ', ' Oscar Mbo']}"
MaWhoo,Kabza De Small - DJ Maphorisa,"{'MaWhoo': [' DJ Maphorisa', 'Kabza De Small ']}"
MaWhoo,Da Muziqal Chef - Kabza De Small - DJ Maphorisa,"{'MaWhoo': [' DJ Maphorisa', ' Kabza De Small ', 'Da Muziqal Chef ']}"
MaWhoo,Da Muziqal Chef - Kabza De Small,"{'MaWhoo': [' Kabza De Small', 'Da Muziqal Chef ']}"
MaWhoo,KingTalkzin - Deep Sen - Mthunzi,"{'MaWhoo': ['KingTalkzin ', ' Deep Sen ', ' Mthunzi']}"
MaWhoo,Nkosazana Daughter - Tycoon,"{'MaWhoo': [' Tycoon', 'Nkosazana Daughter ']}"
Mabel,,{'Mabel': ['']}
Mac Miller,,{'Mac Miller': ['']}
Mac Miller,Miguel,{'Mac Miller': ['Miguel']}
Mac lopez,MaWhoo,{'Mac lopez': ['MaWhoo']}
MacG,EmjayKeyz - Bailey - Sir Trill,"{'MacG': ['EmjayKeyz ', ' Sir Trill', ' Bailey ']}"
MacG,EmjayKeyz - Sir Trill - Bailey RSA,"{'MacG': ['EmjayKeyz ', ' Sir Trill ', ' Bailey RSA']}"
Machine Gun Kelly,Travis Barker - YUNGBLUD,"{'Machine Gun Kelly': [' YUNGBLUD', 'Travis Barker ']}"
Machine Gun Kelly,,{'Machine Gun Kelly': ['']}
Machine Gun Kelly,Lil Wayne,{'Machine Gun Kelly': ['Lil Wayne']}
Machine Gun Kelly,WILLOW,{'Machine Gun Kelly': ['WILLOW']}
Machine Gun Kelly,Halsey,{'Machine Gun Kelly': ['Halsey']}
Machine Gun Kelly,Kellin Quinn,{'Machine Gun Kelly': ['Kellin Quinn']}
Machine Gun Kelly,blackbear,{'Machine Gun Kelly': ['blackbear']}
Machine Gun Kelly,Bring Me The Horizon,{'Machine Gun Kelly': ['Bring Me The Horizon']}
Madison Beer,,{'Madison Beer': ['']}
Madison Beer,Offset,{'Madison Beer': ['Offset']}
Madison Ryann Ward,,{'Madison Ryann Ward': ['']}
Madlala,,{'Madlala': ['']}
Mafikizolo,,{'Mafikizolo': ['']}
Maggie Lindemann,CADE - Cheat Codes,"{'Maggie Lindemann': ['CADE ', ' Cheat Codes']}"
Majestic,Boney M.,{'Majestic': ['Boney M.']}
Majid Jordan,Khalid,{'Majid Jordan': ['Khalid']}
Major Keys,,{'Major Keys': ['']}
Major Keys,TitoM - Yuppe - Ceehle,"{'Major Keys': ['TitoM ', ' Yuppe ', ' Ceehle']}"
Major Lazer,Tove Lo,{'Major Lazer': ['Tove Lo']}
Major Lazer,LuuDaDeejay - Tyla - Yumbs - Major League Djz,"{'Major Lazer': [' Tyla ', 'LuuDaDeejay ', ' Yumbs ', ' Major League Djz']}"
Major Lazer,DJ Maphorisa - Major League Djz - Tiwa Savage - Diplo,"{'Major Lazer': ['DJ Maphorisa ', ' Major League Djz ', ' Diplo', ' Tiwa Savage ']}"
Major Lazer,Nyla - Fuse ODG,"{'Major Lazer': ['Nyla ', ' Fuse ODG']}"
Major Lazer,Nasty C - Ice Prince - DJ Maphorisa - Patoranking - Jidenna,"{'Major Lazer': ['Nasty C ', ' Ice Prince ', ' Jidenna', ' DJ Maphorisa ', ' Patoranking ']}"
Major Lazer,Khalid - Death Stranding: Timefall - Diplo,"{'Major Lazer': [' Death Stranding: Timefall ', ' Diplo', 'Khalid ']}"
Major League Djz,Costa Titch - Zuma - Abidoza - Mr. JazziQ - Reece Madlisa,"{'Major League Djz': [' Abidoza ', ' Mr. JazziQ ', ' Reece Madlisa', 'Costa Titch ', ' Zuma ']}"
Major League Djz,Nvcho - C4 DJs - Mathandos,"{'Major League Djz': [' C4 DJs ', ' Mathandos', 'Nvcho ']}"
Major League Djz,Abidoza - Mpho Sebina,"{'Major League Djz': ['Abidoza ', ' Mpho Sebina']}"
Major League Djz,Abidoza - Kammu Dee - Cassper Nyovest - Ma Lemon,"{'Major League Djz': [' Kammu Dee ', ' Ma Lemon', ' Cassper Nyovest ', 'Abidoza ']}"
Major League Djz,Victony,{'Major League Djz': ['Victony']}
Makhadzi,Prince Benza,{'Makhadzi': ['Prince Benza']}
Makhadzi,,{'Makhadzi': ['']}
Makhadzi,Master KG,{'Makhadzi': ['Master KG']}
Makhadzi,Mr Brown,{'Makhadzi': ['Mr Brown']}
Makhadzi,Penny Penny,{'Makhadzi': ['Penny Penny']}
Makhadzi,Mlindo The Vocalist,{'Makhadzi': ['Mlindo The Vocalist']}
Makhadzi,Mampintsha,{'Makhadzi': ['Mampintsha']}
Makhadzi,Lady Du,{'Makhadzi': ['Lady Du']}
Makhadzi,Fortunator - Mash K,"{'Makhadzi': [' Mash K', 'Fortunator ']}"
Makhadzi,Mr Brown - Airburn Sounds,"{'Makhadzi': ['Mr Brown ', ' Airburn Sounds']}"
Makhadzi,Big Zulu,{'Makhadzi': ['Big Zulu']}
Makhadzi,Jon Delinger,{'Makhadzi': ['Jon Delinger']}
Makhadzi Entertainment,Babethe Gashoazen,{'Makhadzi Entertainment': ['Babethe Gashoazen']}
Makhadzi Entertainment,Shebeshxt,{'Makhadzi Entertainment': ['Shebeshxt']}
Makhadzi Entertainment,Mizo Phyll - Mashudu,"{'Makhadzi Entertainment': ['Mizo Phyll ', ' Mashudu']}"
Makhadzi Entertainment,Dr Skaro,{'Makhadzi Entertainment': ['Dr Skaro']}
Makhadzi Entertainment,Ba Bethe Gashaozen,{'Makhadzi Entertainment': ['Ba Bethe Gashaozen']}
Makhadzi Entertainment,Ntate Stunna - DJ Gun Do SA - Fortunator,"{'Makhadzi Entertainment': ['Ntate Stunna ', ' Fortunator', ' DJ Gun Do SA ']}"
Makhadzi Entertainment,Iyanya - Prince Benza,"{'Makhadzi Entertainment': ['Iyanya ', ' Prince Benza']}"
Makhadzi Entertainment,Makhadzi,{'Makhadzi Entertainment': ['Makhadzi']}
Makhadzi Entertainment,,{'Makhadzi Entertainment': ['']}
Malome Vector,Blaq Diamond,{'Malome Vector': ['Blaq Diamond']}
Malome Vector,Sannere,{'Malome Vector': ['Sannere']}
Malome Vector,,{'Malome Vector': ['']}
Maluma,The Weeknd,{'Maluma': ['The Weeknd']}
Mandoza,,{'Mandoza': ['']}
Mankay & Choco Dynasty,T&T Musiq - Springle - Pushkin RSA - Faith Strings - Dj Rhuu,"{'Mankay & Choco Dynasty': [' Dj Rhuu', ' Springle ', ' Faith Strings ', 'T&T Musiq ', ' Pushkin RSA ']}"
Manqonqo,Saviour Gee - Dason,"{'Manqonqo': ['Saviour Gee ', ' Dason']}"
Mapara A Jazz,Jazzy Deep - Nhlanhla,"{'Mapara A Jazz': ['Jazzy Deep ', ' Nhlanhla']}"
Mapara A Jazz,Colano - Ntosh Gazi,"{'Mapara A Jazz': [' Ntosh Gazi', 'Colano ']}"
Marcus MC,Hulumeni - Khanyisa - Kabza De Small - Dali,"{'Marcus MC': [' Khanyisa ', ' Dali', 'Hulumeni ', ' Kabza De Small ']}"
Maren Morris,,{'Maren Morris': ['']}
Mariah Carey,,{'Mariah Carey': ['']}
Mariah the Scientist,,{'Mariah the Scientist': ['']}
Mario,,{'Mario': ['']}
Mark Ambor,,{'Mark Ambor': ['']}
Mark Ronson,Camila Cabello,{'Mark Ronson': ['Camila Cabello']}
Mark Ronson,Miley Cyrus,{'Mark Ronson': ['Miley Cyrus']}
Maroon 5,Megan Thee Stallion,{'Maroon 5': ['Megan Thee Stallion']}
Maroon 5,Cardi B,{'Maroon 5': ['Cardi B']}
Maroon 5,,{'Maroon 5': ['']}
Maroon 5,A Boogie Wit da Hoodie,{'Maroon 5': ['A Boogie Wit da Hoodie']}
Maroon 5,SZA,{'Maroon 5': ['SZA']}
Marshmello,,{'Marshmello': ['']}
Marshmello,Halsey,{'Marshmello': ['Halsey']}
Marshmello,Juice WRLD,{'Marshmello': ['Juice WRLD']}
Marshmello,Anne-Marie,"{'Marshmello': ['Marie', 'Anne']}"
Marshmello,Brent Faiyaz,{'Marshmello': ['Brent Faiyaz']}
Marshmello,Leah Culver,{'Marshmello': ['Leah Culver']}
Marshmello,Bastille,{'Marshmello': ['Bastille']}
Marshmello,CHVRCHES,{'Marshmello': ['CHVRCHES']}
Marshmello,Jonas Brothers,{'Marshmello': ['Jonas Brothers']}
Marshmello,Chris Brown - Tyga,"{'Marshmello': [' Tyga', 'Chris Brown ']}"
Marshmello,Khalid,{'Marshmello': ['Khalid']}
Marshmello,Demi Lovato,{'Marshmello': ['Demi Lovato']}
Marshmello,Kane Brown,{'Marshmello': ['Kane Brown']}
Marshmello,Roddy Ricch,{'Marshmello': ['Roddy Ricch']}
Marshmello,A Day To Remember,{'Marshmello': ['A Day To Remember']}
Marshmello,blackbear - YUNGBLUD,"{'Marshmello': [' YUNGBLUD', 'blackbear ']}"
Marshmello,Usher - Imanbek,"{'Marshmello': ['Usher ', ' Imanbek']}"
Marshmello,Juicy J - James Arthur,"{'Marshmello': ['Juicy J ', ' James Arthur']}"
Martin Garrix,Justin Mylo - Dewain Whitmore,"{'Martin Garrix': [' Dewain Whitmore', 'Justin Mylo ']}"
Martin Garrix,Clinton Kane,{'Martin Garrix': ['Clinton Kane']}
Martin Garrix,Bonn,{'Martin Garrix': ['Bonn']}
Martin Garrix,Bebe Rexha,{'Martin Garrix': ['Bebe Rexha']}
Martin Garrix,G-Eazy - Sasha Alex Sloan,"{'Martin Garrix': [' Sasha Alex Sloan', 'Eazy ']}"
Martin Garrix,Khalid,{'Martin Garrix': ['Khalid']}
Martin Garrix,Tove Lo,{'Martin Garrix': ['Tove Lo']}
Martin Garrix,Dua Lipa,{'Martin Garrix': ['Dua Lipa']}
Martin Garrix,Jamie Scott - David Guetta - Romy Dya,"{'Martin Garrix': ['Jamie Scott ', ' David Guetta ', ' Romy Dya']}"
Martin Garrix,Macklemore - Fall Out Boy,"{'Martin Garrix': ['Macklemore ', ' Fall Out Boy']}"
Martin Garrix,Troye Sivan,{'Martin Garrix': ['Troye Sivan']}
Martin Garrix,Dean Lewis,{'Martin Garrix': ['Dean Lewis']}
Martin Jensen,James Arthur,{'Martin Jensen': ['James Arthur']}
Marvin Gaye,,{'Marvin Gaye': ['']}
Mary J. Blige,,{'Mary J. Blige': ['']}
Mas Musiq,Howard Gomba - Leon Lee - Aymos,"{'Mas Musiq': [' Leon Lee ', ' Aymos', 'Howard Gomba ']}"
Mas Musiq,Lawd Weezy - Chley - DJ Maphorisa - TO Starquality - Kabza De Small,"{'Mas Musiq': [' Kabza De Small', ' Chley ', ' TO Starquality ', ' DJ Maphorisa ', 'Lawd Weezy ']}"
Mas Musiq,Aymos - Kabza De Small - DJ Maphorisa,"{'Mas Musiq': [' DJ Maphorisa', ' Kabza De Small ', 'Aymos ']}"
Mas Musiq,Aymos - Kelvin Momo,"{'Mas Musiq': [' Kelvin Momo', 'Aymos ']}"
Mas Musiq,Aymos - TO Starquality - Kabza De Small - DJ Maphorisa,"{'Mas Musiq': [' DJ Maphorisa', ' Kabza De Small ', 'Aymos ', ' TO Starquality ']}"
Mas Musiq,Daliwonga - Kabza De Small - DJ Maphorisa,"{'Mas Musiq': ['Daliwonga ', ' DJ Maphorisa', ' Kabza De Small ']}"
Mas Musiq,Babalwa M,{'Mas Musiq': ['Babalwa M']}
Mas Musiq,Madumane - Daliwonga - Myztro - Vyno Miller - Kabza De Small,"{'Mas Musiq': [' Kabza De Small', ' Daliwonga ', ' Vyno Miller ', ' Myztro ', 'Madumane ']}"
Mas Musiq,Riky Rick - Sha Sha - Kabza De Small - DJ Maphorisa,"{'Mas Musiq': [' DJ Maphorisa', ' Sha Sha ', 'Riky Rick ', ' Kabza De Small ']}"
Mas Musiq,Daliwonga - Major League - Sir Trill,"{'Mas Musiq': ['Daliwonga ', ' Major League ', ' Sir Trill']}"
Mas Musiq,Howard Gomba - Daliwonga,"{'Mas Musiq': ['Howard Gomba ', ' Daliwonga']}"
Mas Musiq,Young Stunna - Aymos,"{'Mas Musiq': ['Young Stunna ', ' Aymos']}"
Mas Musiq,Aymos - Kabza De Small - DJ Maphorisa,"{'Mas Musiq': [' DJ Maphorisa', ' Kabza De Small ', 'Aymos ']}"
Masego,Don Toliver,{'Masego': ['Don Toliver']}
Masego,DJ Maphorisa - Kabza De Small - Don Toliver,"{'Masego': [' Don Toliver', 'DJ Maphorisa ', ' Kabza De Small ']}"
MashBeatz,Maglera Doe Boy - Thato Saul,"{'MashBeatz': [' Thato Saul', 'Maglera Doe Boy ']}"
MashBeatz,Thato Saul - Lucasraps - Saudi - Roii - YoungstaCPT - Maglera Doe Boy - Wordz - Sjava - 25K - Buzzi Lee - Anzo,"{'MashBeatz': [' Roii ', ' Anzo', ' YoungstaCPT ', ' Lucasraps ', ' Sjava ', ' Maglera Doe Boy ', ' 25K ', ' Wordz ', 'Thato Saul ', ' Saudi ', ' Buzzi Lee ']}"
Masinga Sgqoko Sembongolo,,{'Masinga Sgqoko Sembongolo': ['']}
Masked Wolf,,{'Masked Wolf': ['']}
Master KG,Burna Boy - Nomcebo Zikode,"{'Master KG': ['Burna Boy ', ' Nomcebo Zikode']}"
Master KG,Nomcebo Zikode,{'Master KG': ['Nomcebo Zikode']}
Master KG,David Guetta - Akon,"{'Master KG': [' Akon', 'David Guetta ']}"
Master KG,,{'Master KG': ['']}
Masterpiece YVK,Tyler ICU - Pure Surprise,"{'Masterpiece YVK': [' Pure Surprise', 'Tyler ICU ']}"
Masterpiece YVK,Ceeka RSA - Tyler ICU - Al xapo,"{'Masterpiece YVK': [' Al xapo', ' Tyler ICU ', 'Ceeka RSA ']}"
Matthew Mole,Francois van Coke,{'Matthew Mole': ['Francois van Coke']}
Matthew Mole,,{'Matthew Mole': ['']}
Maverick Muji,Nonny,{'Maverick Muji': ['Nonny']}
Mawelele,Kwesta,{'Mawelele': ['Kwesta']}
Mawelele,,{'Mawelele': ['']}
Mawelele,Naledi Aphiwe,{'Mawelele': ['Naledi Aphiwe']}
Max Hurrell,,{'Max Hurrell': ['']}
Mduduzi,Big Zulu,{'Mduduzi': ['Big Zulu']}
Mduduzi Ncube,Fanatic SA - Caeser - Stallin Matsitsa - Ayanda Art,"{'Mduduzi Ncube': ['Fanatic SA ', ' Caeser ', ' Stallin Matsitsa ', ' Ayanda Art']}"
Mduduzi Ncube,Zamo Cofi - Zakwe,"{'Mduduzi Ncube': [' Zakwe', 'Zamo Cofi ']}"
Mduduzi Ncube,Big Zulu - Caeser - Stalin Matsitsa - Ayanda Art - Fanatic SA,"{'Mduduzi Ncube': [' Caeser ', 'Big Zulu ', ' Stalin Matsitsa ', ' Fanatic SA', ' Ayanda Art ']}"
Meek Mill,Nicki Minaj - Chris Brown,"{'Meek Mill': [' Chris Brown', 'Nicki Minaj ']}"
Meek Mill,Drake,{'Meek Mill': ['Drake']}
Meek Mill,,{'Meek Mill': ['']}
Meek Mill,Cardi B,{'Meek Mill': ['Cardi B']}
Meek Mill,Lil Baby - Lil Durk,"{'Meek Mill': ['Lil Baby ', ' Lil Durk']}"
Meek Mill,Miguel,{'Meek Mill': ['Miguel']}
Meek Mill,Anuel AA - Fabolous,"{'Meek Mill': ['Anuel AA ', ' Fabolous']}"
Meek Mill,JAY-Z - Rick Ross,"{'Meek Mill': ['Z ', ' Rick Ross', 'JAY']}"
Mega,Chakie - Jay Music - Meneer Cee - Naiidy,"{'Mega': [' Naiidy', ' Meneer Cee ', 'Chakie ', ' Jay Music ']}"
Megadrumz,Lady Du,{'Megadrumz': ['Lady Du']}
Megan Thee Stallion,,{'Megan Thee Stallion': ['']}
Megan Thee Stallion,DaBaby,{'Megan Thee Stallion': ['DaBaby']}
Megan Thee Stallion,Normani,{'Megan Thee Stallion': ['Normani']}
Megan Thee Stallion,Young Thug,{'Megan Thee Stallion': ['Young Thug']}
Megan Thee Stallion,Nicki Minaj - Ty Dolla $ign,"{'Megan Thee Stallion': [' Ty Dolla $ign', 'Nicki Minaj ']}"
Megan Thee Stallion,Yuki Chiba,{'Megan Thee Stallion': ['Yuki Chiba']}
Megan Thee Stallion,Beyonc,{'Megan Thee Stallion': ['Beyonc']}
Megan Thee Stallion,Dua Lipa,{'Megan Thee Stallion': ['Dua Lipa']}
Meghan Trainor,,{'Meghan Trainor': ['']}
Melanie Martinez,,{'Melanie Martinez': ['']}
Mellow & Sleazy,TitoM - SjavasDaDeejay - Tman Xpress,"{'Mellow & Sleazy': ['TitoM ', ' SjavasDaDeejay ', ' Tman Xpress']}"
Mellow & Sleazy,DBN Gogo - LastbornDiroba - Thabza Tee,"{'Mellow & Sleazy': ['DBN Gogo ', ' LastbornDiroba ', ' Thabza Tee']}"
Mellow & Sleazy,Focalistic,{'Mellow & Sleazy': ['Focalistic']}
Mellow & Sleazy,Madumane - Young Stunna - Felo Le Tee - DJ Maphorisa,"{'Mellow & Sleazy': ['Madumane ', ' DJ Maphorisa', ' Young Stunna ', ' Felo Le Tee ']}"
Mellow & Sleazy,Justin99,{'Mellow & Sleazy': ['Justin99']}
