main_artist,unique collaborators,streams
Mlindo The Vocalist,Thabsie,6468.375
Mlindo The Vocalist,Vyno Miller,5398.0
Money Man,Lil Baby,15870.0
Mr JazziQ,9umba,34081.28813559322
Mr JazziQ,Boohle,47554.913043478264
Mr JazziQ,Busta 929,27632.237288135595
Mr JazziQ,DJ Biza,35785.0
Mr JazziQ,Dinky Kunene,31124.75
Mr JazziQ,Djy Biza,31124.75
Mr JazziQ,Djy Ma'Ten,37805.54054054054
Mr JazziQ,EeQue,44025.0
Mr JazziQ,F3 Dipapa,32889.0
Mr JazziQ,Fakelove,27018.69230769231
Mr JazziQ,Focalistic,25196.423076923078
Mr JazziQ,Guluva,44025.0
Mr JazziQ,Jandas,44025.0
Mr JazziQ,JazziDisciples,12792.0
Mr JazziQ,Josiah De Disciple,12792.0
Mr JazziQ,Kabza De Small,47554.913043478264
Mr JazziQ,Kay Invictus,50756.15625
Mr JazziQ,Khanyisa,41568.3125
Mr JazziQ,Kyika,32502.5
Mr JazziQ,Lady Du,47554.913043478264
Mr JazziQ,M.J,45075.90476190476
Mr JazziQ,MDU aka TRP,12792.0
Mr JazziQ,Masterpiece,25196.423076923078
Mr JazziQ,Matute Boy,38956.333333333336
Mr JazziQ,Mdu M,21089.333333333332
Mr JazziQ,Mellow & Sleazy,43811.6231884058
Mr JazziQ,Moonchild Sanelly,12792.0
Mr JazziQ,Mpura,33818.86301369863
Mr JazziQ,Nokwazi,37078.0
Mr JazziQ,Purple Mellow,36075.5
Mr JazziQ,Reece Madlisa,29130.451612903227
Mr JazziQ,Riky Rick,29992.0
Mr JazziQ,Ta Skippa,37051.857142857145
Mr JazziQ,Toss,32889.0
Mr JazziQ,Tsiki XII,36030.75
Mr JazziQ,Zan'Ten,36572.5
Mr JazziQ,Zuma,33452.645161290326
Msaki,Abidoza,31875.666666666668
Msaki,Focalistic,37420.5
Msaki,Kabza De Small,37420.5
Mthandazo Gatya,Comado,15677.0
Mthandazo Gatya,DJ Manzo Sa,15677.0
Mthunzi,Claudio,15373.666666666666
Mthunzi,Kenza,15373.666666666666
Murumba Pitch,Buhle Sax,103408.23076923077
Murumba Pitch,Da Muziqal Chef,43388.4
Murumba Pitch,Dinky Kunene,103408.23076923077
Murumba Pitch,Kabza De Small,43388.4
Murumba Pitch,Nkosazana Daughter,79034.57142857143
Murumba Pitch,Omit ST,87841.55172413793
Murumba Pitch,Russell Zuma,48307.0
Murumba Pitch,Sipho Magudulela,75193.625
Murumba Pitch,Soa Mattrix,103408.23076923077
Musa Keys,Dinga,32109.0
Musa Keys,Loui,58285.36
Musa Keys,Nobantu Vilakazi,55105.85
Musa Keys,Sino Msolo,32109.0
Musa Keys,Sir Trill,55105.85
Musa Keys,Thando Nkosi,32109.0
Musketeers,AzMo,44605.17391304348
Mustard,A Boogie Wit da Hoodie,8329.0
Mustard,Migos,11522.2
Mustard,NAV,8329.0
Mustard,Playboi Carti,8329.0
Mustard,Roddy Ricch,20932.145161290322
Muzzy D Pilot,Dj Mavuthela,21121.375
Muzzy D Pilot,Rhino,21121.375
Muzzy D Pilot,Ribby De Dj,21121.375
Myztro,Daliwonga,132320.2068965517
Myztro,Dr Peppa,70127.0
Myztro,Focalistic,126082.25
Myztro,Ftears,119433.75409836066
Myztro,Lady Du,70127.0
Myztro,Mellow & Sleazy,70127.0
Myztro,Shaunmusiq,119433.75409836066
Myztro,Xduppy,169039.66666666666
Mzux Maen,Yasmin Levy,29251.133333333335
N.E.R.D,Drake,5311.0
N.E.R.D,Rihanna,5311.0
NAV,Gunna,17712.5
NAV,Lil Baby,39877.333333333336
NAV,The Weeknd,7785.75
NAV,Travis Scott,16313.363636363636
NEIKED,Mae Muller,32796.94736842105
NEIKED,Polo G,32796.94736842105
NF,Cordae,40425.0
NF,Hopsin,23946.0
NF,Sasha Alex Sloan,8633.0
NLE Choppa,Blueface,8635.333333333334
NLE Choppa,Roddy Ricch,19136.333333333332
NOTD,Bea Miller,3793.6363636363635
NOTD,Captain Cuts,8283.060606060606
NOTD,Felix Jaehn,8283.060606060606
NOTD,Georgia Ku,8283.060606060606
Nardo Wick,21 Savage,25336.5
Nardo Wick,G Herbo,25336.5
Nardo Wick,Lil Durk,25336.5
Nas,070 Shake,8518.0
Nas,AZ,13706.0
Nas,Big Sean,15203.0
Nas,Cormega,13706.0
Nas,Diddy,8518.0
Nas,Don Toliver,15203.0
Nas,EPMD,26417.0
Nas,Eminem,26417.0
Nas,Foxy Brown,13706.0
Nas,Hit,15217.0
Nas,Kanye West,6605.333333333333
Nas,Ms. Lauryn Hill,24205.0
Nas,The,6803.5
Nas,The Firm,13706.0
Nas,The WRLDFMS Tony Williams,5496.0
Nas,Boy,15217.0
Nas,Dream,6803.5
Nasty C,A$AP Ferg,6169.142857142857
Nasty C,Ari Lennox,26928.0
Nasty C,Blxckie,47967.5
Nasty C,Case,56338.0
Nasty C,Cassper Nyovest,56679.0
Nasty C,Domani,39785.0
Nasty C,Emtee,53191.0
Nasty C,Kaien Cruz,5755.0
Nasty C,Lil Gotit,24827.285714285714
Nasty C,Lil Keed,24827.285714285714
Nasty C,Nadia Nakai,50868.0
Nasty C,Rowlene,12311.325
Nasty C,Runtown,2086.0
Nasty C,T.I.,22826.8
Nasty C,Tellaman,44324.0
Nasty C,crownedYung,17817.85714285714
Nasty C,Klowzed,56338.0
Nathan Dawe,KSI,14033.0
Nathan Evans,220 KID,25547.25
Nathan Evans,Billen Ted,25547.25
Nea,Felix Jaehn,13838.0
Nick Jonas,Robin Schulz,5689.5
Nicki Minaj,Anuel AA,6357.5
Nicki Minaj,Ariana Grande,8982.125
Nicki Minaj,Bantu,6357.5
Nicki Minaj,Drake,34459.63636363636
Nicki Minaj,Eminem,6215.333333333333
Nicki Minaj,Foxy Brown,4795.0
Nicki Minaj,Future,4884.0
Nicki Minaj,G Herbo,19666.0
Nicki Minaj,Labrinth,6215.333333333333
Nicki Minaj,Lil Baby,41018.307692307695
Nicki Minaj,Lil Wayne,25352.5625
Nicki Minaj,PTAF,19110.0
Nicki Minaj,Skillibeng,25203.0
Nicki Minaj,Swae Lee,6136.5
Nicki Minaj,The Weeknd,6970.0
Nicky Jam,J Balvin,3148.3333333333335
Nicky Youre,dazy,43368.07142857143
Nicole Elocin,Sawce,25958.0
Nicole Elocin,Tyler ICU,25958.0
Nija,Beyonc,20467.0
Nija,Busiswa,20467.0
Nija,DJ Lag,20467.0
Nija,Moonchild Sanelly,20467.0
Nija,Tierra Whack,20467.0
Nija,Yemi Alade,20467.0
Niniola,OSKIDO,24849.0
Nipsey Hussle,Hit,11074.5
Nipsey Hussle,JAY,25503.0
Nipsey Hussle,Roddy Ricch,11074.5
Nipsey Hussle,Boy,11074.5
Nipsey Hussle,Z,25503.0
Nissi,Major League Djz,35626.0
Njelic,Boohle,43907.642857142855
Njelic,Da Muziqal Chef,43907.642857142855
Njelic,De Mthuda,43907.642857142855
Njelic,Mkeyz,42712.0
Njelic,Rhythm Tee,42712.0
Njelic,Thabza Tee,51814.0
Nkosazana Daughter,Lowsheen,66974.66666666667
Nkosazana Daughter,Master KG,66974.66666666667
Nkosazana Daughter,Murumba Pitch,66974.66666666667
Nkosazana_Daughter,Josiah De Disciple,35643.0
Nkosazana_Daughter,Mpura,35643.0
Nkosazana_Daughter,Sir Trill,35643.0
Nkosazana_Daughter,Tee Jay,35643.0
Nkosazana_Daughter,ThackzinDJ,35643.0
Nkosazana_Daughter,Zaba,35643.0
Nkulee501,Housexcape,28920.0
Nkulee501,Mpho Spizzy,28920.0
Nkulee501,Skroef 28,28920.0
Nkulee501,Young Stunna,28920.0
Nobuhle,Kabza De Small,49244.0
Nomcebo Zikode,Bongo Beats,16089.181818181818
Nomcebo Zikode,Master KG,43571.22222222222
Nomfundo Moh,Ami Faku,56403.64864864865
Nomfundo Moh,Beast Rsa,26931.454545454544
Nomfundo Moh,Kwesta,31395.0
Nomfundo Moh,Naxion Cross,26931.454545454544
Nomfundo Moh,Sha Sha,56403.64864864865
Normani,6LACK,5344.0
Normani,Calvin Harris,6561.5
Normani,Cardi B,27033.647058823528
Normani,WizKid,6561.5
Ntokzin,BoiBizza,25374.0
Ntokzin,Da Muziqal Chef,36287.0
Ntokzin,De Mthuda,36287.0
Ntokzin,MalumNator,36287.0
Ntokzin,Sir Trill,36287.0
Ntosh Gazi,Coster Vundras,21757.0
Ntosh Gazi,Mapara A Jazz,21757.0
OSKIDO,Niniola,22243.5
Octavian,Skepta,19781.0
Ofenbach,Norma Jean Martine,17883.0
Ofenbach,Quarterhead,17883.0
Officixl Rsa,Benzoo,91327.57894736843
Officixl Rsa,De,91327.57894736843
Officixl Rsa,Mid9t,91327.57894736843
Officixl Rsa,Papiino SA,91327.57894736843
Officixl Rsa,papzo,91327.57894736843
Offset,21 Savage,10190.333333333334
Offset,Big Rube,7443.0
Offset,Cardi B,10320.764705882353
Offset,Gunna,8548.0
Offset,J. Cole,10117.5
Offset,JID,64124.0
Offset,Metro Boomin,5742.55
Offset,Travis Scott,10190.333333333334
Oliver Tree,Robin Schulz,51070.75
Omah Lay,Justin Bieber,32138.5
OneRepublic,Logic,5866.6
P!nk,Cash Cash,9467.6
P!nk,Khalid,10318.666666666666
P!nk,Willow Sage Hart,22568.14814814815
PARTYNEXTDOOR,Drake,14746.117647058823
PARTYNEXTDOOR,Rihanna,24359.64864864865
Pabi Cooper,Busta 929,64248.86363636364
Pabi Cooper,Ch'cco,58927.85
Pabi Cooper,Focalistic,58927.85
Pabi Cooper,Joocy,64248.86363636364
Pabi Cooper,LuuDadeejay,58927.85
Pabi Cooper,MaWhoo,115118.5
Pabi Cooper,Mellow & Sleazy,65927.125
Pabi Cooper,Nkosazana Daughter,115118.5
Pabi Cooper,Nobantu Vilakazi,58927.85
Pabi Cooper,Reece Madlisa,64248.86363636364
Pabi Cooper,Yumbs,115118.5
Pascal & Pearce,Jethro Tait,3822.714285714286
Pcee,EeQue,116162.37037037036
Pcee,Justin99,138959.3409090909
Pcee,Mema_Percent,175166.29411764705
Pcee,Mr JazziQ,127470.75862068965
Pcee,Sgija'Disciples,175166.29411764705
Pcee,Sizwe Alakine,71633.5
Pcee,Umthakathi Kush,71633.5
Pcee,Zan'Ten,141850.10344827586
Pcee,papi_sa,94652.16666666667
Pedro Cap,Farruko,6610.0
Perry Como,Mitchell Ayres & His Orchestra,21119.0
Perry Como,The Fontane Sisters,21119.0
Pharrell Williams,21 Savage,39407.4
Pharrell Williams,Camila Cabello,4924.0
Pharrell Williams,The Creator,39407.4
Pharrell Williams,Travis Scott,53504.0
Pharrell Williams,Tyler,39407.4
Pheelz,BNXN fka Buju,34183.5
Pink Sweat$,Kehlani,21135.5
PinkPantheress,Ice Spice,120150.94736842105
Playboi Carti,Kanye West,19694.0
Playboi Carti,Kid Cudi,19433.0
Playboi Carti,Lil Uzi Vert,3224.75
Polo G,Juice WRLD,13591.0
Polo G,Lil Durk,25885.5
Polo G,Lil Tjay,9206.666666666666
Polo G,Lil Wayne,24629.0
Polo G,Mike WiLL Made,11672.0
Polo G,NLE Choppa,11672.0
Polo G,Stunna 4 Vegas,11672.0
Polo G,The Kid LAROI,25885.5
Polo G,It,11672.0
Poo Bear,Jay Electronica,2884.0
Poo Bear,Justin Bieber,2884.0
Pooh Shiesty,Lil Durk,18435.0
Pop Smoke,21 Savage,28948.5
Pop Smoke,42 Dugg,28948.5
Pop Smoke,50 Cent,34032.59523809524
Pop Smoke,A Boogie Wit da Hoodie,26255.875
Pop Smoke,BEAM,20169.0
Pop Smoke,Chris Brown,28358.5
Pop Smoke,DaBaby,42430.625
Pop Smoke,Dua Lipa,28027.0
Pop Smoke,Future,25724.0
Pop Smoke,KAROL G,15885.0
Pop Smoke,Kanye West,35359.5
Pop Smoke,King Combs,18352.0
Pop Smoke,Lil Baby,42430.625
Pop Smoke,Lil Tjay,34918.72580645161
Pop Smoke,Pusha T,30296.0
Pop Smoke,Quavo,16810.5
Pop Smoke,Rah Swish,22005.0
Pop Smoke,Rick Ross,27235.0
Pop Smoke,Roddy Ricch,34032.59523809524
Pop Smoke,Rowdy Rebel,21187.666666666668
Pop Smoke,Summer Walker,14840.0
Pop Smoke,Swae Lee,26552.5
Pop Smoke,TRAVI,20169.0
Pop Smoke,Takeoff,21614.0
Pop Smoke,The,27235.0
Pop Smoke,The Neptunes,20169.0
Pop Smoke,Tyga,20650.0
Pop Smoke,Dream,27235.0
Popcaan,Drake,47903.5
Post Malone,21 Savage,13609.809160305344
Post Malone,DaBaby,16227.125
Post Malone,Doja Cat,48788.769230769234
Post Malone,Fleet Foxes,29911.0
Post Malone,Future,17936.85714285714
Post Malone,G,5687.0
Post Malone,Gunna,34952.0
Post Malone,Halsey,17936.85714285714
Post Malone,Lil Baby,16652.14285714286
Post Malone,Meek Mill,16652.14285714286
Post Malone,Nicki Minaj,6417.666666666667
Post Malone,Ozzy Osbourne,20753.63157894737
Post Malone,Quavo,6409.125
Post Malone,Roddy Ricch,35979.382352941175
Post Malone,SZA,16119.333333333334
Post Malone,Swae Lee,28327.803827751195
Post Malone,The Kid LAROI,34405.0
Post Malone,The Weeknd,40274.62857142857
Post Malone,Travis Scott,20753.63157894737
Post Malone,Ty Dolla $ign,10265.03947368421
Post Malone,Tyga,9588.384615384615
Post Malone,YG,5687.0
Post Malone,Young Thug,26890.48214285714
Post Malone,Eazy,5687.0
Powfu,beabadoobee,29859.396825396827
Prince Benza,Makhadzi,21111.5
Prince Kaybee,Afro Brothers,12078.24
Prince Kaybee,Busiswa,10205.212121212122
Prince Kaybee,Indlovukazi,12078.24
Prince Kaybee,LaSoulMates,4009.5263157894738
Prince Kaybee,Msaki,14021.061224489797
Prince Kaybee,Rose,8463.0
Prince Kaybee,Supta,12078.24
Prince Kaybee,TNS,7941.403846153846
Prince Kaybee,Zanda Zakuza,4009.5263157894738
Pusha T,Don Toliver,34982.0
Pusha T,JAY,40834.0
Pusha T,Kanye West,21047.25
Pusha T,Kid Cudi,33004.0
Pusha T,Lil Uzi Vert,34982.0
Pusha T,Pharrell Williams,40834.0
Pusha T,Rick Ross,4491.5
Pusha T,Z,40834.0
Pushkin,ChocoDynasty,68053.66666666667
Pushkin,Mankay,68053.66666666667
Pushkin,Springle,68053.66666666667
Pushkin & Springle,Choco Dynasty,62585.0
Pushkin & Springle,Mankay,62585.0
Pushkin RSA,Mankay & Choco Dynasty,45151.90909090909
Pushkin RSA,Springle,45151.90909090909
Q Twins,Big Zulu,38508.03846153846
Q Twins,Kabza De Small,40108.0
Q Twins,Mduduzi Ncube,38508.03846153846
Q Twins,Xowla,38508.03846153846
Q-Mark,Afriikan Papi,78382.234375
Q-Mark,TpZee,78382.234375
Quality Control,DaBaby,9654.57142857143
Quality Control,Lil Baby,9654.57142857143
Quality Control,Migos,8036.0
Quavo,21 Savage,11325.0
Quavo,Drake,6625.0
Quavo,Lil Baby,5987.0
Quavo,Takeoff,44272.416666666664
QuayR Musiq,Lee Mckrazy,60292.0
QuayR Musiq,Mellow & Sleazy,60292.0
Queen,David Bowie,6993.142857142857
R3HAB,A Touch Of Class,9564.6
R3HAB,Jungleboi,9915.0
R3HAB,Mike Williams,3589.3846153846152
R3HAB,ZAYN,9915.0
RAYE,070 Shake,55764.5
RM,Youjeen,44923.0
ROSALA,Travis Scott,16137.42857142857
Rae Sremmurd,Juicy J,5007.933333333333
Rae Sremmurd,Pharrell Williams,2551.0
Rae Sremmurd,Slim Jxmmi,4386.5
Rae Sremmurd,Swae Lee,4386.5
Rae Sremmurd,The Weeknd,3974.0
Rae Sremmurd,Travis Scott,4144.666666666667
Reece Madlisa,Beast Rsa,45827.186046511626
Reece Madlisa,Busta 929,41600.882978723406
Reece Madlisa,Classic Deep,44964.04
Reece Madlisa,Dladla Mshunqisi,45827.186046511626
Reece Madlisa,Mr JazziQ,38037.529411764706
Reece Madlisa,Spura,44964.04
Reece Madlisa,Zuma,42307.42857142857
Regard,RAYE,14830.42857142857
Regard,Tate McRae,19123.5
Regard,Troye Sivan,19123.5
Regi,Jake Reese,10020.75
Regi,OT,13143.75
Rema,Selena Gomez,125599.47619047618
Rethabile Khumalo,Master KG,23334.96
Riaan Benad,Jay,40225.22222222222
Riaan Benad,Ricus Nel,34305.0
Rich The Kid,Kendrick Lamar,2316.8
Rich The Kid,Lil Wayne,3013.0
Rick Ross,A Boogie Wit da Hoodie,8266.0
Rick Ross,Denzel Curry,8266.0
Rick Ross,Drake,17557.5
Rick Ross,Meek Mill,8199.0
Rick Ross,Nipsey Hussle,7924.0
Rick Ross,Summer Walker,8859.0
Rick Ross,Swizz Beatz,7951.0
Rick Ross,Teyana Taylor,7924.0
Rick Ross,Wale,8633.0
Ricus Nel,Adam Tas,15432.29411764706
Ricus Nel,Bok Van Blerk,15432.29411764706
Ricus Nel,Refentse,15432.29411764706
Ricus Nel,Snotkop,13128.634146341463
Rihanna,Kanye West,2699.5714285714284
Rihanna,Mikky Ekko,37953.0
Rihanna,Paul McCartney,2699.5714285714284
Riky Rick,Alie,30804.0
Riky Rick,Cassper Nyovest,30804.0
Riky Rick,Focalistic,24388.214285714286
Riky Rick,Major League,30804.0
Riky Rick,Mas Musiq,38598.8
Riky Rick,Mlindo The Vocalist,27297.0
Riky Rick,Professor,30804.0
Riky Rick,Tyler ICU,24388.214285714286
Riky Rick,Keyz,30804.0
Rita Ora,Bebe Rexha,4944.25
Rita Ora,Cardi B,4944.25
Rita Ora,Charli XCX,4944.25
Riton,Dopamine,35917.15254237288
Riton,Mufasa & Hypeman,35917.15254237288
Riton,Nightcrawlers,35917.15254237288
Rob $tone,J. Davi$,2510.5714285714284
Rob $tone,Spooks,2510.5714285714284
Robin Schulz,Erika Sirola,7343.25
Robot Boii,F Teearse,39715.38888888889
Robot Boii,Mellow & Sleazy,39715.38888888889
Robot Boii,Shaun MusiQ,39715.38888888889
Robot Boii,Soul Revolver,39715.38888888889
Rod Wave,ATR Son Son,20663.714285714286
Rod Wave,Lil Baby,16473.666666666668
Rod Wave,Polo G,21377.0
Roddy Ricch,Mustard,23757.4
Rudimental,Anne,4396.333333333333
Rudimental,Dan Caplen,9005.072463768116
Rudimental,Jess Glynne,9005.072463768116
Rudimental,Macklemore,9005.072463768116
Rudimental,Major Lazer,4396.333333333333
Rudimental,Mr Eazi,4396.333333333333
Rudimental,Marie,4396.333333333333
Russ,BIA,10363.0
Russ,Ed Sheeran,46351.0
Russ,Rick Ross,12906.0
Russ,Ty Dolla $ign,13454.0
Russ Millions,Tion Wayne,21531.4
Russell Zuma,CocoSA,54437.166666666664
Russell Zuma,George Lesley,54437.166666666664
S'Villa,Zuma,34082.05
SAINt JHN,Imanbek,39510.05309734513
SHAED,ZAYN,22992.28125
SHELOVESKAMO,Ch'cco,22403.4
SHELOVESKAMO,Crush,22403.4
SZA,Doja Cat,60866.0
SZA,Don Toliver,69870.5
SZA,Game of Thrones,14679.8
SZA,Justin Timberlake,16148.0
SZA,Ol' Dirty Bastard,39254.0
SZA,Pharrell Williams,18626.882352941175
SZA,Phoebe Bridgers,80600.0
SZA,The Neptunes,18626.882352941175
SZA,The Weeknd,14679.8
SZA,Travis Scott,23600.285714285714
SZA,Ty Dolla $ign,18626.882352941175
Sabrina Carpenter,Jonas Blue,2712.3333333333335
Salatiel,Beyonc,9447.0
Salatiel,Pharrell Williams,9447.0
Sam Deep,Babalwa M,46668.26829268293
Sam Deep,Da Muziqal Chef,154007.14285714287
Sam Deep,De Mthuda,46668.26829268293
Sam Deep,Eemoh,154007.14285714287
Sam Deep,MaWhoo,67684.05263157895
Sam Deep,Playgal,46668.26829268293
Sam Deep,Sipho Magudulela,46668.26829268293
Sam Feldt,RANI,16165.404761904761
Sam Fischer,Demi Lovato,20938.14285714286
Sam Smith,Burna Boy,22141.833333333332
Sam Smith,Calvin Harris,41680.5
Sam Smith,Demi Lovato,21293.375
Sam Smith,Jessie Reyez,41680.5
Sam Smith,Kim Petras,112539.36842105263
Sam Smith,Normani,21316.990566037737
Samthing Soweto,DJ Maphorisa,24572.094339622643
Samthing Soweto,De Mthuda,19924.571428571428
Samthing Soweto,Kabza De Small,24572.094339622643
Samthing Soweto,Makhafula Vilakazi,11515.25
Samthing Soweto,Mfr Souls,16030.65
Samthing Soweto,Mlindo The Vocalist,11019.0
Samthing Soweto,Njelic,20706.0
Samthing Soweto,Sha Sha,31621.7
Saweetie,DaBaby,15015.0
Saweetie,Doja Cat,31867.4
Saweetie,Jack Harlow,15015.0
Saweetie,Post Malone,15015.0
Sayfar,Rethabile Khumalo,22315.0
ScHoolboy Q,21 Savage,10534.2
ScHoolboy Q,6LACK,8622.0
ScHoolboy Q,Kid Cudi,9251.0
ScHoolboy Q,Lil Baby,7615.0
ScHoolboy Q,Travis Scott,10971.75
ScHoolboy Q,Ty Dolla $ign,7965.0
ScHoolboy Q,YG,7965.0
Sdala B,Paige,26734.76923076923
Sean Paul,Becky G,3513.375
Sean Paul,David Guetta,3513.375
Seeb,Bastille,6179.5
Seeb,Dagny,2771.0
Selena Gomez,6LACK,11487.0
Selena Gomez,Marshmello,7747.689189189189
Selena Gomez,Rauw Alejandro,22087.0
Semi Tee,Kammu Dee,25622.0
Semi Tee,MDU aka TRP,45238.851851851854
Semi Tee,Miano,25622.0
Semi Tee,Sir Trill,45238.851851851854
Senior Oat,Kemy Chienda,72763.72131147541
Senior Oat,Mzweshper_sa,31499.81818181818
Senior Oat,Sir Bless,28189.5
Sfarzo Rtee,DBN Gogo,48447.0
Sfarzo Rtee,Kelvin Momo,48447.0
Sfarzo Rtee,Shaun 101,48447.0
Sha Sha,DJ Maphorisa,21995.325
Sha Sha,Felo Le Tee,31021.5
Sha Sha,Kabza De Small,21665.0641025641
Sha Sha,Kamo Mphela,31021.5
Sha Sha,Mas Musiq,37533.5
Sha Sha,Mellow & Sleazy,37533.5
Sha Sha,Musa keys,34875.5
Sha Sha,Samthing Soweto,9758.0
Sha Sha,Soa Mattrix,37533.5
Shane Eagle,Nasty C,13817.0
Shane Eagle,YoungstaCPT,24076.0
Shaunmusiq,DJ Maphorisa,50395.94736842105
Shaunmusiq,Ftears,112971.30303030302
Shaunmusiq,Matute Boy,197895.0
Shaunmusiq,Mellow & Sleazy,197895.0
Shaunmusiq,Myztro,197895.0
Shaunmusiq,QuayR Musiq,197895.0
Shaunmusiq,Visca,50395.94736842105
Shaunmusiq,Xduppy,197895.0
Shaunmusiq,Young Stunna,50395.94736842105
Shawn Mendes,Camila Cabello,34627.9693877551
Shawn Mendes,Julia Michaels,4229.0
Shawn Mendes,Justin Bieber,31315.863636363636
Shawn Mendes,Khalid,6124.75
Shawn Mendes,Tainy,27911.625
Shawn Mendes,Zedd,6703.9
Shekhinah,Bey T,24320.2
Shekhinah,Luke Goliath,20329.0
Shekhinah,Mariechan,4878.833333333333
Shekhinah,Mr Eazi,2383.0
Shekhinah,Synx,2383.0
Shekhinah,Una Rams,20716.0
Sho Madjozi,Ycee,7882.0
SiR,Kendrick Lamar,10271.25
Sia,David Guetta,17864.0
Sia,Diplo,7558.875
Sia,LSD,7558.875
Sia,Labrinth,7558.875
Sigala,Ella Eyre,5016.0
Sigala,French Montana,5016.0
Sigala,James Arthur,20313.032258064515
Sigala,Meghan Trainor,5016.0
Sigala,Paloma Faith,3089.3333333333335
Sigala,The Vamps,5047.6
Silk City,Diplo,9286.971428571429
Silk City,Dua Lipa,9286.971428571429
Silk City,Mark Ronson,9286.971428571429
Simmy,Black Motion,16790.0
Simmy,Da Capo,16935.0
Simmy,Sun,16935.0
Simmy,El Musician,16935.0
Sir Trill,Daliwonga,37395.0
Sir Trill,Jessica LM,32332.0
Sir Trill,Tee Jay,32332.0
Sir Trill,ThackzinDJ,32332.0
Sir Trill,Visca,37395.0
Sista Prod,Subvrbs,14050.0
Sithelo,Skyewanda,12459.714285714286
Sjava,Anzo,90808.0
Sjava,Delayde,94860.33333333333
Sjava,Emtee,105490.5
Sjava,Inkos'yamagcokama,89402.0
Sjava,Lolli Native,105490.5
Sjava,Mzukulu,94696.45454545454
Sjava,Nontokozo Mkhize,94763.6
Sjava,Q Twins,95225.9
Sjava,Sampa the Great,98219.0
Sjava,Saudi,109861.75
Sjava,Shwi,85613.0
Sjava,Udumakahle,90808.0
Sjava,Umzulu Phaqa,73078.5
Sjava,Vernotile,90808.0
Sjava,Webmoms,73078.5
Ski Mask The Slump God,Juice WRLD,5418.0
Skrillex,Don Toliver,24656.5
Skrillex,Justin Bieber,24656.5
Skweletu,Khuzani,49759.0
Skweletu,Sne Ntuli,49759.0
Skylar Grey,Eminem,31700.75
Skylar Grey,Mozzy,31700.75
Skylar Grey,Polo G,31700.75
Slade,Sino Msolo,36830.57142857143
Slade,Tweezy,36830.57142857143
Slade,Yumbs,36830.57142857143
Sleepy Hallow,347aidan,32536.285714285714
Sleepy Hallow,Foushe,17478.4
Smiley,Drake,32423.0
Smino,J. Cole,29746.0
Smokepurpp,Lil Pump,4762.166666666667
Smokepurpp,Murda Beatz,2258.6666666666665
Snoh Aalegra,The Creator,19066.0
Snoh Aalegra,Tyler,19066.0
Soa Mattrix,Boohle,26588.6
Soa Mattrix,DJ Maphorisa,37104.701492537315
Soa Mattrix,Emotionz DJ,174728.0
Soa Mattrix,Happy Jazzman,174728.0
Soa Mattrix,Kabza De Small,26852.0
Soa Mattrix,Mas Musiq,48889.76666666667
Soa Mattrix,Mashudu,174728.0
Soa Mattrix,Nkosazana Daughter,48889.76666666667
Soa Mattrix,Phila Dlozi,26588.6
Soa Mattrix,Shaun 101,44404.23529411765
Soa Mattrix,Simmy,28498.25
Soa Mattrix,Soulful G,44404.23529411765
Soa mattrix,Emotionz DJ,203356.53125
Soa mattrix,Happy Jazzman,203356.53125
Soa mattrix,Mashudu,203356.53125
Social House,Lil Yachty,6464.0
Sofa Reyes,Anitta,7419.0
Sofa Reyes,De La Ghetto,2705.5
Sofa Reyes,Jason Derulo,2705.5
Sofa Reyes,Rita Ora,7419.0
Sonder,Jorja Smith,19825.0
Southside,Future,26725.5
Southside,Travis Scott,26725.5
Soweto's Finest,Bizizi,12099.0
Soweto's Finest,KayGee DaKing,12099.0
Spirit Of Praise,Mpumi Mtsweni,108174.4375
Spoegwolf,Francois van Coke,13014.0
SpotemGottem,DaBaby,20042.0
StarBoi3,Doja Cat,30557.846153846152
Starley,Ryan Riback,3920.5263157894738
StaySolidRocky,Lil Uzi Vert,43876.0
Stephen Sanchez,Em Beihold,43588.0
Steve Aoki,BTS,7725.833333333333
Steve Aoki,Kiiara,4392.0
Steve Aoki,Nicky Romero,4392.0
Steve Hofmeyr,Demi Lee Moore,14880.0
Steve Lacy,Foushe,28076.0
Stillaround,B,12672.75
Stillaround,Sage17,12672.75
Stillaround,RAD,12672.75
Stormzy,Burna Boy,18026.47619047619
Stormzy,Ed Sheeran,18026.47619047619
Summer Walker,6LACK,9820.0
Summer Walker,A Boogie Wit da Hoodie,15071.0
Summer Walker,Ari Lennox,38996.5
Summer Walker,Bryson Tiller,35519.775862068964
Summer Walker,Cardi B,62367.0
Summer Walker,Childish Gambino,46343.0
Summer Walker,Ciara,34594.0
Summer Walker,City Girls,55161.0
Summer Walker,Drake,23801.614457831325
Summer Walker,J. Cole,148943.75
Summer Walker,JT,55161.0
Summer Walker,Jhen Aiko,12247.0
Summer Walker,Lil Durk,42783.0
Summer Walker,NO1,18803.0
Summer Walker,Omarion,31328.0
Summer Walker,PARTYNEXTDOOR,19907.0
Summer Walker,Pharrell Williams,32143.0
Summer Walker,SZA,32424.166666666668
Summer Walker,The Neptunes,32143.0
Summer Walker,Usher,12316.833333333334
Summer Walker,NOAH,18803.0
Sun-El Musician,Ami Faku,15669.12987012987
Sun-El Musician,Julia Church,16938.0
