main_artist,Max Streams per Song,Min Streams per Song,Total Streams per Song,Mean Streams per Song,Min Position per Song,Artist Song Count,MaxMin Difference Position,MaxMin Difference Streams,MaxMin Ratio Position,MaxMin Ratio Streams,Labels
Zakes Bantwini,155078,25073,2359709,65547.47222222222,5,8,189,130005,38.8,6.185059625892394,1
Zandimaz,38633,17237,661762,25452.384615384617,43,2,153,21396,4.558139534883721,2.2412832859546326,2
Zara Larsson,14997,4810,486187,9723.74,29,6,171,10187,6.896551724137931,3.117879417879418,7
Zedd,21402,2439,2612793,11310.792207792209,8,1,192,18963,25.0,8.77490774907749,7
Zero12Finest,14278,8717,266213,10648.52,96,31,96,5561,2.0,1.637948835608581,7
Zoocci Coke Dope,37855,24570,89402,29800.666666666668,74,1,119,13285,2.608108108108108,1.5407000407000406,8
Zuko SA,28155,25964,81368,27122.666666666668,145,3,8,2191,1.0551724137931036,1.0843860730241874,2
a-ha,18016,2272,107239,4662.565217391304,122,1,78,15744,1.639344262295082,7.929577464788732,4
benny blanco,38668,5851,4044481,21862.05945945946,2,1,197,32817,99.5,6.608784823107161,6
blackbear,42671,9563,2108964,23432.933333333334,11,62,181,33108,17.454545454545453,4.462093485307958,2
dvsn,17742,11694,142263,14226.3,80,10,105,6048,2.3125,1.517188301693176,0
evvz,41033,22999,582126,29106.3,66,5,133,18034,3.015151515151515,1.7841210487412495,8
grandson,16448,16448,16448,16448.0,200,2,0,0,1.0,1.0,0
lil Shordie Scott,38151,23887,212781,30397.285714285714,73,2,84,14264,2.1506849315068495,1.5971448905262275,8
pewdiepie,5829,5829,5829,5829.0,191,1,0,0,1.0,1.0,4
salem ilese,29285,16128,256035,21336.25,53,1,133,13157,3.509433962264151,1.8157862103174602,6
twocolors,16498,16480,32978,16489.0,196,4,1,18,1.0051020408163265,1.0010922330097087,0
