,,trackAppearanceCount,trackAppearanceCount,trackAppearanceCount,trackAppearanceCount,artistAppearanceCount,artistAppearanceCount,artistAppearanceCount,artistAppearanceCount,rank,rank,rank,rank,uri,uri,uri,uri,artist_names,artist_names,artist_names,artist_names,source,source,source,source,peak_rank,peak_rank,peak_rank,peak_rank,previous_rank,previous_rank,previous_rank,previous_rank,weeks_on_chart,weeks_on_chart,weeks_on_chart,weeks_on_chart,streams,streams,streams,streams,End Date,End Date,End Date,End Date,Week,Week,Week,Week,Year,Year,Year,Year,End Date Dt,End Date Dt,End Date Dt,End Date Dt,Seconds since Epoch,Seconds since Epoch,Seconds since Epoch,Seconds since Epoch,End Date Aggregated,End Date Aggregated,End Date Aggregated,End Date Aggregated,ArtistCount,ArtistCount,ArtistCount,ArtistCount,isTopTen,isTopTen,isTopTen,isTopTen,Artist and Track,Artist and Track,Artist and Track,Artist and Track,rank difference,rank difference,rank difference,rank difference,Position over Time,Position over Time,Position over Time,Position over Time,IsGirlGroup,IsGirlGroup,IsGirlGroup,IsGirlGroup,IsBoyGroup,IsBoyGroup,IsBoyGroup,IsBoyGroup
,,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique
main_artist,track_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfaces,Sunday Best,0,45,46,46,0,45,46,46,17,197,46,39,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,46,1,Surfaces,Surfaces,46,1,"Surfaces, LLC / TenThousand Projects, LLC","Surfaces, LLC / TenThousand Projects, LLC",46,1,17,179,46,9,-1,197,46,37,1,46,46,46,12576,40766,46,46,2020-01-23,2021-01-14,46,46,1,53,46,46,2020,2021,46,2,2020-01-23,2021-01-14,46,46,1579737600.0,1610582400.0,46,46,2020-01-01,2021-01-01,46,13,1,1,46,1,0,0,46,1,Surfaces; Sunday Best,Surfaces; Sunday Best,46,1,-53,43,46,33,0,100,46,4,False,False,46,1,False,False,46,1
Swae Lee,Reality Check,0,0,1,1,6,6,1,1,162,162,1,1,spotify:track:2p72O2JobPc9sVz520Hil5,spotify:track:2p72O2JobPc9sVz520Hil5,1,1,Swae Lee,Swae Lee,1,1,Eardruma Records/Interscope Records,Eardruma Records/Interscope Records,1,1,162,162,1,1,-1,-1,1,1,1,1,1,1,12819,12819,1,1,2020-06-25,2020-06-25,1,1,26,26,1,1,2020,2020,1,1,2020-06-25,2020-06-25,1,1,1593043200.0,1593043200.0,1,1,2020-06-01,2020-06-01,1,1,1,1,1,1,0,0,1,1,Swae Lee; Reality Check,Swae Lee; Reality Check,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Swae Lee,Sextasy,0,0,1,1,1,1,1,1,145,145,1,1,spotify:track:5jlLBqK31dOqXECKn3jlMX,spotify:track:5jlLBqK31dOqXECKn3jlMX,1,1,Swae Lee,Swae Lee,1,1,Eardruma Records/Interscope Records,Eardruma Records/Interscope Records,1,1,145,145,1,1,-1,-1,1,1,1,1,1,1,9883,9883,1,1,2019-08-22,2019-08-22,1,1,34,34,1,1,2019,2019,1,1,2019-08-22,2019-08-22,1,1,1566432000.0,1566432000.0,1,1,2019-08-01,2019-08-01,1,1,1,1,1,1,0,0,1,1,Swae Lee; Sextasy,Swae Lee; Sextasy,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Swae Lee,Someone Said,0,0,1,1,5,5,1,1,183,183,1,1,spotify:track:5awaEIMiJboRO7ycF6UOot,spotify:track:5awaEIMiJboRO7ycF6UOot,1,1,Swae Lee,Swae Lee,1,1,Eardruma Records/Interscope Records,Eardruma Records/Interscope Records,1,1,183,183,1,1,-1,-1,1,1,1,1,1,1,12552,12552,1,1,2020-03-12,2020-03-12,1,1,11,11,1,1,2020,2020,1,1,2020-03-12,2020-03-12,1,1,1583971200.0,1583971200.0,1,1,2020-03-01,2020-03-01,1,1,1,1,1,1,0,0,1,1,Swae Lee; Someone Said,Swae Lee; Someone Said,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Swae Lee,Won't Be Late (feat. Drake),0,3,4,4,0,4,4,4,74,130,4,4,spotify:track:2sqsNXfN0HtgDEgaHXiUTa,spotify:track:2sqsNXfN0HtgDEgaHXiUTa,4,1,"Swae Lee, Drake","Swae Lee, Drake",4,1,Eardruma Records/Interscope Records,Eardruma Records/Interscope Records,4,1,74,74,4,1,-1,111,4,4,1,4,4,4,10798,14163,4,4,2019-08-22,2019-09-12,4,4,34,37,4,4,2019,2019,4,1,2019-08-22,2019-09-12,4,4,1566432000.0,1568246400.0,4,4,2019-08-01,2019-09-01,4,2,2,2,4,1,0,0,4,1,"Swae Lee, Drake; Won't Be Late (feat. Drake)","Swae Lee, Drake; Won't Be Late (feat. Drake)",4,1,0,19,4,3,0,100,4,2,False,False,4,1,False,False,4,1
Swedish House Mafia,Moth To A Flame (with The Weeknd),0,39,40,40,0,39,40,40,15,197,40,29,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,spotify:track:2gpWyfu7eZ01zzncHpxOtA,40,2,"Swedish House Mafia, The Weeknd","Swedish House Mafia, The Weeknd",40,1,Republic Records,Republic Records,40,1,15,15,40,1,-1,191,40,27,1,40,40,40,25475,87142,40,40,2021-10-28,2022-09-15,40,40,1,52,40,40,2021,2022,40,2,2021-10-28,2022-09-15,40,40,1635379200.0,1663200000.0,40,40,2021-10-01,2022-09-01,40,12,1,1,40,1,0,0,40,1,"Swedish House Mafia, The Weeknd; Moth To A Flame (with The Weeknd)","Swedish House Mafia, The Weeknd; Moth To A Flame (with The Weeknd)",40,1,-40,42,40,25,0,100,40,4,False,False,40,1,False,False,40,1
TAEYANG,VIBE (feat. Jimin of BTS),0,0,1,1,0,0,1,1,158,158,1,1,spotify:track:61AZsmFB3VoJdmraMk5ZSn,spotify:track:61AZsmFB3VoJdmraMk5ZSn,1,1,"TAEYANG, Jimin","TAEYANG, Jimin",1,1,THEBLACKLABEL/Interscope Records,THEBLACKLABEL/Interscope Records,1,1,158,158,1,1,-1,-1,1,1,1,1,1,1,35385,35385,1,1,2023-01-19,2023-01-19,1,1,3,3,1,1,2023,2023,1,1,2023-01-19,2023-01-19,1,1,1674086400.0,1674086400.0,1,1,2023-01-01,2023-01-01,1,1,2,2,1,1,0,0,1,1,"TAEYANG, Jimin; VIBE (feat. Jimin of BTS)","TAEYANG, Jimin; VIBE (feat. Jimin of BTS)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
THE ANXIETY,Meet Me At Our Spot,0,26,27,27,0,26,27,27,38,200,27,24,spotify:track:07MDkzWARZaLEdKxo6yArG,spotify:track:07MDkzWARZaLEdKxo6yArG,27,1,"THE ANXIETY, WILLOW, Tyler Cole","THE ANXIETY, WILLOW, Tyler Cole",27,1,"MSFTSMusic / Roc Nation Records, LLC","MSFTSMusic / Roc Nation Records, LLC",27,1,38,112,27,6,-1,191,27,24,1,27,27,27,23966,53827,27,27,2021-09-16,2022-03-17,27,27,1,52,27,27,2021,2022,27,2,2021-09-16,2022-03-17,27,27,1631750400.0,1647475200.0,27,27,2021-09-01,2022-03-01,27,7,1,1,27,1,0,0,27,1,"THE ANXIETY, WILLOW, Tyler Cole; Meet Me At Our Spot","THE ANXIETY, WILLOW, Tyler Cole; Meet Me At Our Spot",27,1,-42,42,27,19,0,100,27,4,False,False,27,1,False,False,27,1
Tai Verdes,A-O-K,0,7,8,8,0,7,8,8,162,200,8,8,spotify:track:1sx0XsWUusUoPstbvokZjP,spotify:track:1sx0XsWUusUoPstbvokZjP,8,1,Tai Verdes,Tai Verdes,8,1,Arista Records,Arista Records,8,1,162,162,8,1,-1,200,8,7,1,8,8,8,22258,23646,8,8,2021-08-26,2021-10-21,8,8,34,42,8,8,2021,2021,8,1,2021-08-26,2021-10-21,8,8,1629936000.0,1634774400.0,8,8,2021-08-01,2021-10-01,8,3,1,1,8,1,0,0,8,1,Tai Verdes; A-O-K,Tai Verdes; A-O-K,8,1,-11,24,8,8,0,100,8,3,False,False,8,1,False,False,8,1
Tate McRae,chaotic,0,0,1,1,103,103,1,1,181,181,1,1,spotify:track:2bdqU7C4softKNcMYDFi96,spotify:track:2bdqU7C4softKNcMYDFi96,1,1,Tate McRae,Tate McRae,1,1,RCA Records Label,RCA Records Label,1,1,181,181,1,1,-1,-1,1,1,1,1,1,1,26220,26220,1,1,2022-03-31,2022-03-31,1,1,13,13,1,1,2022,2022,1,1,2022-03-31,2022-03-31,1,1,1648684800.0,1648684800.0,1,1,2022-03-01,2022-03-01,1,1,1,1,1,1,0,0,1,1,Tate McRae; chaotic,Tate McRae; chaotic,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Tate McRae,exes,0,1,2,2,148,150,2,2,103,152,2,2,spotify:track:0HD8mbiPjp3o94X3EaZp0o,spotify:track:0HD8mbiPjp3o94X3EaZp0o,2,1,Tate McRae,Tate McRae,2,1,RCA Records Label,RCA Records Label,2,1,103,103,2,1,-1,103,2,2,1,2,2,2,61499,73278,2,2,2023-11-23,2023-11-30,2,2,47,48,2,2,2023,2023,2,1,2023-11-23,2023-11-30,2,2,1700697600.0,1701302400.0,2,2,2023-11-01,2023-11-01,2,1,1,1,2,1,0,0,2,1,Tate McRae; exes,Tate McRae; exes,2,1,0,49,2,2,0,100,2,2,False,False,2,1,False,False,2,1
Tate McRae,feel like shit,0,2,3,3,72,77,3,3,85,156,3,3,spotify:track:2EBnvom1dTybtm75a3Xh1T,spotify:track:2EBnvom1dTybtm75a3Xh1T,3,1,Tate McRae,Tate McRae,3,1,RCA Records Label,RCA Records Label,3,1,85,85,3,1,-1,123,3,3,1,3,3,3,27388,36326,3,3,2021-11-18,2021-12-02,3,3,46,48,3,3,2021,2021,3,1,2021-11-18,2021-12-02,3,3,1637193600.0,1638403200.0,3,3,2021-11-01,2021-12-01,3,2,1,1,3,1,0,0,3,1,Tate McRae; feel like shit,Tate McRae; feel like shit,3,1,0,38,3,3,0,100,3,2,False,False,3,1,False,False,3,1
Tate McRae,greedy,0,39,40,40,138,187,40,40,27,183,40,28,spotify:track:3rUGC1vUpkDG9CZFHMur1t,spotify:track:3rUGC1vUpkDG9CZFHMur1t,40,1,Tate McRae,Tate McRae,40,1,RCA Records Label,RCA Records Label,40,1,27,97,40,7,-1,183,40,29,1,40,40,40,78931,141594,40,40,2023-09-21,2024-06-20,40,40,1,52,40,40,2023,2024,40,2,2023-09-21,2024-06-20,40,40,1695254400.0,1718841600.0,40,40,2023-09-01,2024-06-01,40,10,1,1,40,1,0,0,40,1,Tate McRae; greedy,Tate McRae; greedy,40,1,-32,31,40,27,0,100,40,4,False,False,40,1,False,False,40,1
Tate McRae,she's all i wanna be,0,17,18,18,87,123,18,18,61,194,18,17,spotify:track:0IuVhCflrQPMGRrOyoY5RW,spotify:track:7l9IqDtVWJurTvkQHq1BGh,18,2,Tate McRae,Tate McRae,18,1,RCA Records Label,RCA Records Label,18,1,61,74,18,3,-1,194,18,17,1,18,18,18,24847,42077,18,18,2022-02-10,2022-06-09,18,18,6,23,18,18,2022,2022,18,1,2022-02-10,2022-06-09,18,18,1644451200.0,1654732800.0,18,18,2022-02-01,2022-06-01,18,5,1,1,18,1,0,0,18,1,Tate McRae; she's all i wanna be,Tate McRae; she's all i wanna be,18,1,-42,30,18,15,0,100,18,3,False,False,18,1,False,False,18,1
Tate McRae,that way,0,0,1,1,59,59,1,1,189,189,1,1,spotify:track:7l97ElWmIdVHWUaOeeU5ZC,spotify:track:7l97ElWmIdVHWUaOeeU5ZC,1,1,Tate McRae,Tate McRae,1,1,Not specified,Not specified,1,1,189,189,1,1,-1,-1,1,1,1,1,1,1,20478,20478,1,1,2021-08-19,2021-08-19,1,1,33,33,1,1,2021,2021,1,1,2021-08-19,2021-08-19,1,1,1629331200.0,1629331200.0,1,1,2021-08-01,2021-08-01,1,1,1,1,1,1,0,0,1,1,Tate McRae; that way,Tate McRae; that way,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Tate McRae,working,0,0,1,1,50,50,1,1,85,85,1,1,spotify:track:31sSFHIe4NaxltVFOEIcTa,spotify:track:31sSFHIe4NaxltVFOEIcTa,1,1,"Tate McRae, Khalid","Tate McRae, Khalid",1,1,RCA Records Label,RCA Records Label,1,1,85,85,1,1,-1,-1,1,1,1,1,1,1,27659,27659,1,1,2021-06-24,2021-06-24,1,1,25,25,1,1,2021,2021,1,1,2021-06-24,2021-06-24,1,1,1624492800.0,1624492800.0,1,1,2021-06-01,2021-06-01,1,1,1,1,1,1,0,0,1,1,"Tate McRae, Khalid; working","Tate McRae, Khalid; working",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Tate McRae,you broke me first,0,121,122,122,0,180,122,122,14,195,122,81,spotify:track:45bE4HXI0AwGZXfZtMp8JR,spotify:track:4l0RmWt52FxpVxMNni6i63,122,2,Tate McRae,Tate McRae,122,1,RCA Records Label,RCA Records Label,122,1,14,144,122,12,-1,188,122,80,1,122,122,122,15273,77893,122,122,2020-07-16,2024-05-02,122,122,1,53,122,53,2020,2024,122,4,2020-07-16,2024-05-02,122,122,1594857600.0,1714608000.0,122,122,2020-07-01,2024-05-01,122,30,1,1,122,1,0,0,122,1,Tate McRae; you broke me first,Tate McRae; you broke me first,122,1,-35,46,122,50,0,100,122,4,False,False,122,1,False,False,122,1
Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",0,0,1,1,422,422,1,1,70,70,1,1,spotify:track:71BqAINEnezjQfxE4VuJfq,spotify:track:71BqAINEnezjQfxE4VuJfq,1,1,Taylor Swift,Taylor Swift,1,1,Taylor Swift,Taylor Swift,1,1,70,70,1,1,-1,-1,1,1,1,1,1,1,86964,86964,1,1,2023-11-02,2023-11-02,1,1,44,44,1,1,2023,2023,1,1,2023-11-02,2023-11-02,1,1,1698883200.0,1698883200.0,1,1,2023-11-01,2023-11-01,1,1,1,1,1,1,0,0,1,1,"Taylor Swift; ""Slut!"" (Taylor's Version) (From The Vault)","Taylor Swift; ""Slut!"" (Taylor's Version) (From The Vault)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Taylor Swift,Afterglow,0,0,1,1,69,69,1,1,80,80,1,1,spotify:track:1SymEzIT3H8UZfibCs3TYi,spotify:track:1SymEzIT3H8UZfibCs3TYi,1,1,Taylor Swift,Taylor Swift,1,1,Taylor Swift,Taylor Swift,1,1,80,80,1,1,-1,-1,1,1,1,1,1,1,13763,13763,1,1,2019-08-29,2019-08-29,1,1,35,35,1,1,2019,2019,1,1,2019-08-29,2019-08-29,1,1,1567036800.0,1567036800.0,1,1,2019-08-01,2019-08-01,1,1,1,1,1,1,0,0,1,1,Taylor Swift; Afterglow,Taylor Swift; Afterglow,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Taylor Swift,All Of The Girls You Loved Before,0,0,1,1,378,378,1,1,147,147,1,1,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,1,1,Taylor Swift,Taylor Swift,1,1,Taylor Swift,Taylor Swift,1,1,147,147,1,1,-1,-1,1,1,1,1,1,1,50317,50317,1,1,2023-03-30,2023-03-30,1,1,13,13,1,1,2023,2023,1,1,2023-03-30,2023-03-30,1,1,1680134400.0,1680134400.0,1,1,2023-03-01,2023-03-01,1,1,1,1,1,1,0,0,1,1,Taylor Swift; All Of The Girls You Loved Before,Taylor Swift; All Of The Girls You Loved Before,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),0,4,5,5,285,293,5,5,31,174,5,5,spotify:track:5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,5,1,Taylor Swift,Taylor Swift,5,1,Taylor Swift,Taylor Swift,5,1,31,31,5,1,-1,87,5,5,1,5,5,5,27353,58399,5,5,2021-11-18,2021-12-16,5,5,46,50,5,5,2021,2021,5,1,2021-11-18,2021-12-16,5,5,1637193600.0,1639612800.0,5,5,2021-11-01,2021-12-01,5,2,1,1,5,1,0,0,5,1,Taylor Swift; All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift; All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5,1,0,87,5,5,0,100,5,2,False,False,5,1,False,False,5,1
Taylor Swift,All Too Well (Taylor's Version),0,0,1,1,288,288,1,1,148,148,1,1,spotify:track:3nsfB1vus2qaloUdcBZvDu,spotify:track:3nsfB1vus2qaloUdcBZvDu,1,1,Taylor Swift,Taylor Swift,1,1,Taylor Swift,Taylor Swift,1,1,148,148,1,1,-1,-1,1,1,1,1,1,1,26808,26808,1,1,2021-11-18,2021-11-18,1,1,46,46,1,1,2021,2021,1,1,2021-11-18,2021-11-18,1,1,1637193600.0,1637193600.0,1,1,2021-11-01,2021-11-01,1,1,1,1,1,1,0,0,1,1,Taylor Swift; All Too Well (Taylor's Version),Taylor Swift; All Too Well (Taylor's Version),1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Taylor Swift,Anti-Hero,0,44,45,45,298,411,45,45,3,197,45,40,spotify:track:0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu,45,1,Taylor Swift,Taylor Swift,45,1,Taylor Swift,Taylor Swift,45,1,3,3,45,1,-1,194,45,39,1,45,45,45,43819,188145,45,45,2022-10-27,2023-09-07,45,45,1,52,45,45,2022,2023,45,2,2022-10-27,2023-09-07,45,45,1666828800.0,1694044800.0,45,45,2022-10-01,2023-09-01,45,12,1,1,45,1,1,1,45,1,Taylor Swift; Anti-Hero,Taylor Swift; Anti-Hero,45,1,-30,46,45,29,0,100,45,4,False,False,45,1,False,False,45,1
Taylor Swift,Bejeweled,0,4,5,5,306,355,5,5,26,182,5,5,spotify:track:3qoftcUZaUOncvIYjFSPdE,spotify:track:3qoftcUZaUOncvIYjFSPdE,5,1,Taylor Swift,Taylor Swift,5,1,Taylor Swift,Taylor Swift,5,1,26,26,5,1,-1,121,5,5,1,5,5,5,33690,96884,5,5,2022-10-27,2022-11-24,5,5,43,47,5,5,2022,2022,5,1,2022-10-27,2022-11-24,5,5,1666828800.0,1669248000.0,5,5,2022-10-01,2022-11-01,5,2,1,1,5,1,0,0,5,1,Taylor Swift; Bejeweled,Taylor Swift; Bejeweled,5,1,0,61,5,5,0,100,5,2,False,False,5,1,False,False,5,1
Taylor Swift,Bigger Than The Whole Sky,0,0,1,1,311,311,1,1,92,92,1,1,spotify:track:3jzbpOzoYa22FvzBkNkLvC,spotify:track:3jzbpOzoYa22FvzBkNkLvC,1,1,Taylor Swift,Taylor Swift,1,1,Taylor Swift,Taylor Swift,1,1,92,92,1,1,-1,-1,1,1,1,1,1,1,45475,45475,1,1,2022-10-27,2022-10-27,1,1,43,43,1,1,2022,2022,1,1,2022-10-27,2022-10-27,1,1,1666828800.0,1666828800.0,1,1,2022-10-01,2022-10-01,1,1,1,1,1,1,0,0,1,1,Taylor Swift; Bigger Than The Whole Sky,Taylor Swift; Bigger Than The Whole Sky,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Taylor Swift,Blank Space (Taylor's Version),0,0,1,1,426,426,1,1,167,167,1,1,spotify:track:45wMBGri1PORPjM9PwFfrS,spotify:track:45wMBGri1PORPjM9PwFfrS,1,1,Taylor Swift,Taylor Swift,1,1,Taylor Swift,Taylor Swift,1,1,167,167,1,1,-1,-1,1,1,1,1,1,1,60158,60158,1,1,2023-11-02,2023-11-02,1,1,44,44,1,1,2023,2023,1,1,2023-11-02,2023-11-02,1,1,1698883200.0,1698883200.0,1,1,2023-11-01,2023-11-01,1,1,1,1,1,1,0,0,1,1,Taylor Swift; Blank Space (Taylor's Version),Taylor Swift; Blank Space (Taylor's Version),1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Taylor Swift,But Daddy I Love Him,0,0,1,1,466,466,1,1,59,59,1,1,spotify:track:5og4Qzt92jJzVDkOtSEilb,spotify:track:5og4Qzt92jJzVDkOtSEilb,1,1,Taylor Swift,Taylor Swift,1,1,Taylor Swift,Taylor Swift,1,1,59,59,1,1,-1,-1,1,1,1,1,1,1,139062,139062,1,1,2024-04-25,2024-04-25,1,1,17,17,1,1,2024,2024,1,1,2024-04-25,2024-04-25,1,1,1714003200.0,1714003200.0,1,1,2024-04-01,2024-04-01,1,1,1,1,1,1,0,0,1,1,Taylor Swift; But Daddy I Love Him,Taylor Swift; But Daddy I Love Him,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Taylor Swift,Christmas Tree Farm,0,0,1,1,140,140,1,1,187,187,1,1,spotify:track:2mvabkN1i2gLnGAPUVdwek,spotify:track:2mvabkN1i2gLnGAPUVdwek,1,1,Taylor Swift,Taylor Swift,1,1,Taylor Swift,Taylor Swift,1,1,187,187,1,1,-1,-1,1,1,1,1,1,1,12980,12980,1,1,2019-12-26,2019-12-26,1,1,52,52,1,1,2019,2019,1,1,2019-12-26,2019-12-26,1,1,1577318400.0,1577318400.0,1,1,2019-12-01,2019-12-01,1,1,1,1,1,1,0,0,1,1,Taylor Swift; Christmas Tree Farm,Taylor Swift; Christmas Tree Farm,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Taylor Swift,Clara Bow,0,0,1,1,473,473,1,1,150,150,1,1,spotify:track:1UlhrRvYzbHEyugEDspXUB,spotify:track:1UlhrRvYzbHEyugEDspXUB,1,1,Taylor Swift,Taylor Swift,1,1,Taylor Swift,Taylor Swift,1,1,150,150,1,1,-1,-1,1,1,1,1,1,1,83399,83399,1,1,2024-04-25,2024-04-25,1,1,17,17,1,1,2024,2024,1,1,2024-04-25,2024-04-25,1,1,1714003200.0,1714003200.0,1,1,2024-04-01,2024-04-01,1,1,1,1,1,1,0,0,1,1,Taylor Swift; Clara Bow,Taylor Swift; Clara Bow,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Taylor Swift,Cornelia Street,0,0,1,1,67,67,1,1,55,55,1,1,spotify:track:12M5uqx0ZuwkpLp5rJim1a,spotify:track:12M5uqx0ZuwkpLp5rJim1a,1,1,Taylor Swift,Taylor Swift,1,1,Taylor Swift,Taylor Swift,1,1,55,55,1,1,-1,-1,1,1,1,1,1,1,16548,16548,1,1,2019-08-29,2019-08-29,1,1,35,35,1,1,2019,2019,1,1,2019-08-29,2019-08-29,1,1,1567036800.0,1567036800.0,1,1,2019-08-01,2019-08-01,1,1,1,1,1,1,0,0,1,1,Taylor Swift; Cornelia Street,Taylor Swift; Cornelia Street,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Taylor Swift,Cruel Summer,0,45,46,46,60,474,46,46,26,173,46,36,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,46,1,Taylor Swift,Taylor Swift,46,1,Taylor Swift,Taylor Swift,46,1,26,26,46,1,-1,157,46,35,1,46,46,46,9563,105366,46,46,2019-08-29,2024-04-25,46,46,1,52,46,43,2019,2024,46,3,2019-08-29,2024-04-25,46,46,1567036800.0,1714003200.0,46,46,2019-08-01,2024-04-01,46,12,1,1,46,1,0,0,46,1,Taylor Swift; Cruel Summer,Taylor Swift; Cruel Summer,46,1,-59,82,46,39,0,100,46,4,False,False,46,1,False,False,46,1
Taylor Swift,Daylight,0,0,1,1,72,72,1,1,113,113,1,1,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,1,1,Taylor Swift,Taylor Swift,1,1,Taylor Swift,Taylor Swift,1,1,113,113,1,1,-1,-1,1,1,1,1,1,1,11524,11524,1,1,2019-08-29,2019-08-29,1,1,35,35,1,1,2019,2019,1,1,2019-08-29,2019-08-29,1,1,1567036800.0,1567036800.0,1,1,2019-08-01,2019-08-01,1,1,1,1,1,1,0,0,1,1,Taylor Swift; Daylight,Taylor Swift; Daylight,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Taylor Swift,Death By A Thousand Cuts,0,0,1,1,68,68,1,1,69,69,1,1,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,1,1,Taylor Swift,Taylor Swift,1,1,Taylor Swift,Taylor Swift,1,1,69,69,1,1,-1,-1,1,1,1,1,1,1,14939,14939,1,1,2019-08-29,2019-08-29,1,1,35,35,1,1,2019,2019,1,1,2019-08-29,2019-08-29,1,1,1567036800.0,1567036800.0,1,1,2019-08-01,2019-08-01,1,1,1,1,1,1,0,0,1,1,Taylor Swift; Death By A Thousand Cuts,Taylor Swift; Death By A Thousand Cuts,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Taylor Swift,Delicate,0,22,23,23,0,22,23,23,28,199,23,20,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,spotify:track:7CneiDesUKFJO3Ix01dnfr,23,2,Taylor Swift,Taylor Swift,23,1,"Big Machine Records, LLC","Big Machine Records, LLC",23,1,28,51,23,4,-1,147,23,20,1,23,23,23,3928,7574,23,22,2018-03-22,2018-08-23,23,23,12,34,23,23,2018,2018,23,1,2018-03-22,2018-08-23,23,23,1521676800.0,1534982400.0,23,23,2018-03-01,2018-08-01,23,6,1,1,23,1,0,0,23,1,Taylor Swift; Delicate,Taylor Swift; Delicate,23,1,-41,52,23,18,0,100,23,4,False,False,23,1,False,False,23,1
Taylor Swift,Dont Blame Me,0,3,4,4,294,297,4,4,146,180,4,4,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,4,1,Taylor Swift,Taylor Swift,4,1,"Big Machine Records, LLC","Big Machine Records, LLC",4,1,146,146,4,1,-1,159,4,4,1,4,4,4,28437,30586,4,4,2022-06-02,2022-06-23,4,4,22,25,4,4,2022,2022,4,1,2022-06-02,2022-06-23,4,4,1654128000.0,1655942400.0,4,4,2022-06-01,2022-06-01,4,1,1,1,4,1,0,0,4,1,Taylor Swift; Dont Blame Me,Taylor Swift; Dont Blame Me,4,1,0,21,4,4,0,100,4,2,False,False,4,1,False,False,4,1
Taylor Swift,Down Bad,0,1,2,2,460,477,2,2,32,138,2,2,spotify:track:2F3N9tdombb64aW6VtZOdo,spotify:track:2F3N9tdombb64aW6VtZOdo,2,1,Taylor Swift,Taylor Swift,2,1,Taylor Swift,Taylor Swift,2,1,32,32,2,1,-1,32,2,2,1,2,2,2,90172,168931,2,2,2024-04-25,2024-05-02,2,2,17,18,2,2,2024,2024,2,1,2024-04-25,2024-05-02,2,2,1714003200.0,1714608000.0,2,2,2024-04-01,2024-05-01,2,2,1,1,2,1,0,0,2,1,Taylor Swift; Down Bad,Taylor Swift; Down Bad,2,1,0,106,2,2,0,100,2,2,False,False,2,1,False,False,2,1
