rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start_Date
184,spotify:track:1iIhGHzzrzqQfuNkFI2qAn,ZICO,Any song,KOZ ENTERTAINMENT,176,-1,6,1140,2021-03-26
185,spotify:track:41CgzGD7xlgnJe14R4cqkL,Lauv,Paris in the Rain,Lauv,66,167,52,1134,2021-03-26
186,spotify:track:0rNLaGUleZ91DXMxmZNq5v,ATEEZ,Fireworks (I'm The One),KQ Entertainment,96,-1,18,1125,2021-03-26
187,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,Disruptor Records/Columbia,114,185,46,1124,2021-03-26
188,spotify:track:4B6cJ34Mkfiu4Xo8t8QU7F,IU,Love poem,Kakao Entertainment,106,174,15,1123,2021-03-26
189,spotify:track:6dGsBRuavumBs5BghcXF3D,IU,Give You My Heart,EDAM Entertainment,179,198,4,1120,2021-03-26
190,spotify:track:4YvtgtEH5E1pahZu9uzKRy,IU,Into the I-LAND,EDAM Entertainment,190,-1,1,1118,2021-03-26
191,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,77,182,54,1085,2021-03-26
192,spotify:track:06EMBzxDm2hueehobAlMtm,IU,Ending Scene,Fave Entertainment,190,194,3,1082,2021-03-26
193,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,80,181,52,1078,2021-03-26
194,spotify:track:71TRhiwsRckqoqO9CcDIE6,"Ali Gatie, Marshmello, Ty Dolla $ign",Do You Believe,Warner Records,194,-1,1,1078,2021-03-26
195,spotify:track:32dX0j8hzoztvO4ZXIblbX,BTS,My Time,BIGHIT MUSIC,20,158,49,1076,2021-03-26
196,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,92,187,51,1073,2021-03-26
197,spotify:track:0awQIOFGtg18LCJ0WhFf8s,SUPER JUNIOR,House Party,SM Entertainment,197,-1,1,1071,2021-03-26
198,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,"Chris Brown, Young Thug",Go Crazy,Chris Brown Entertainment/300 Entertainment/RCA Records,155,189,10,1067,2021-03-26
199,spotify:track:3aW0ds4A4tSQDIp75FqWTo,BTS,FAKE LOVE,BIGHIT MUSIC,41,169,23,1066,2021-03-26
200,spotify:track:2qG81jL9UIP54uS8gYyP4k,"Lauv, BTS",Who,Lauv,85,-1,47,1059,2021-03-26
