rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start_Date,Week,Year,Start_Date_Dt,Artist,ArtistCount,lenOnCharts,Position_Difference
3,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,2,21,4763,2021-02-21,7,2021,2021-02-21,The Weeknd,1,8,-1
3,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,3,22,5020,2021-02-22,8,2021,2021-02-22,The Weeknd,1,8,1
4,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,3,23,4749,2021-02-23,8,2021,2021-02-23,The Weeknd,1,8,0
5,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,4,24,4627,2021-02-24,8,2021,2021-02-24,The Weeknd,1,8,1
5,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,5,25,4416,2021-02-25,8,2021,2021-02-25,The Weeknd,1,8,1
4,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,5,26,4642,2021-02-26,8,2021,2021-02-26,The Weeknd,1,8,0
3,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,4,27,4458,2021-02-27,8,2021,2021-02-27,The Weeknd,1,8,-1
5,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,3,28,4076,2021-02-28,8,2021,2021-02-28,The Weeknd,1,8,-1
5,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,5,29,3885,2021-03-01,9,2021,2021-03-01,The Weeknd,1,8,2
5,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,5,30,4315,2021-03-02,9,2021,2021-03-02,The Weeknd,1,8,0
4,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,5,31,4362,2021-03-03,9,2021,2021-03-03,The Weeknd,1,8,0
5,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,4,32,4216,2021-03-04,9,2021,2021-03-04,The Weeknd,1,8,-1
4,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,5,33,4516,2021-03-05,9,2021,2021-03-05,The Weeknd,1,8,1
5,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,4,34,4373,2021-03-06,9,2021,2021-03-06,The Weeknd,1,8,-1
6,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,5,35,4232,2021-03-07,9,2021,2021-03-07,The Weeknd,1,8,1
6,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,6,36,4525,2021-03-08,10,2021,2021-03-08,The Weeknd,1,8,1
5,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,6,37,4367,2021-03-09,10,2021,2021-03-09,The Weeknd,1,8,0
5,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,5,38,4619,2021-03-10,10,2021,2021-03-10,The Weeknd,1,8,-1
5,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,5,39,4627,2021-03-11,10,2021,2021-03-11,The Weeknd,1,8,0
8,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,5,40,4722,2021-03-12,10,2021,2021-03-12,The Weeknd,1,8,0
8,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,8,41,4713,2021-03-13,10,2021,2021-03-13,The Weeknd,1,8,3
8,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,8,42,4670,2021-03-14,10,2021,2021-03-14,The Weeknd,1,8,0
8,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,8,43,4648,2021-03-15,11,2021,2021-03-15,The Weeknd,1,8,0
8,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,8,44,4791,2021-03-16,11,2021,2021-03-16,The Weeknd,1,8,0
8,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,8,45,4802,2021-03-17,11,2021,2021-03-17,The Weeknd,1,8,0
8,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,8,46,4662,2021-03-18,11,2021,2021-03-18,The Weeknd,1,8,0
10,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,8,47,5092,2021-03-19,11,2021,2021-03-19,The Weeknd,1,8,0
10,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,10,48,5023,2021-03-20,11,2021,2021-03-20,The Weeknd,1,8,2
10,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,10,49,4883,2021-03-21,11,2021,2021-03-21,The Weeknd,1,8,0
10,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,10,50,5041,2021-03-22,12,2021,2021-03-22,The Weeknd,1,8,0
10,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,10,51,5103,2021-03-23,12,2021,2021-03-23,The Weeknd,1,8,0
10,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,10,52,5221,2021-03-24,12,2021,2021-03-24,The Weeknd,1,8,0
19,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,10,53,5108,2021-03-25,12,2021,2021-03-25,The Weeknd,1,8,0
20,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,19,54,4997,2021-03-26,12,2021,2021-03-26,The Weeknd,1,8,9
21,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,20,55,4421,2021-03-27,12,2021,2021-03-27,The Weeknd,1,8,1
23,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,21,56,4419,2021-03-28,12,2021,2021-03-28,The Weeknd,1,8,1
25,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,23,57,4686,2021-03-29,13,2021,2021-03-29,The Weeknd,1,8,2
30,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,25,58,4772,2021-03-30,13,2021,2021-03-30,The Weeknd,1,8,2
30,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,30,59,4646,2021-03-31,13,2021,2021-03-31,The Weeknd,1,8,5
169,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,169,-1,1,1254,2021-02-10,6,2021,2021-02-10,The Weeknd,1,2,0
191,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,169,169,2,1019,2021-02-11,6,2021,2021-02-11,The Weeknd,1,2,170
112,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,112,-1,3,1350,2021-02-23,8,2021,2021-02-23,The Weeknd,1,2,-170
170,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,112,112,4,1069,2021-02-24,8,2021,2021-02-24,The Weeknd,1,2,113
178,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,112,170,5,1002,2021-02-25,8,2021,2021-02-25,The Weeknd,1,2,58
161,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,161,-1,1,1297,2021-02-10,6,2021,2021-02-10,The Weeknd,1,0,0
167,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,161,161,2,1096,2021-02-11,6,2021,2021-02-11,The Weeknd,1,0,162
154,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,154,-1,3,1054,2021-02-13,6,2021,2021-02-13,The Weeknd,1,0,-162
179,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,154,-1,4,1047,2021-02-15,7,2021,2021-02-15,The Weeknd,1,0,0
185,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,154,179,5,1017,2021-02-16,7,2021,2021-02-16,The Weeknd,1,0,180
157,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,157,-1,1,1502,2021-02-09,6,2021,2021-02-09,Tisto,1,7,0
136,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,136,157,2,1400,2021-02-10,6,2021,2021-02-10,Tisto,1,7,158
169,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,136,136,3,1088,2021-02-11,6,2021,2021-02-11,Tisto,1,7,-21
142,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,136,-1,4,1119,2021-02-13,6,2021,2021-02-13,Tisto,1,7,-137
148,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,136,142,5,1049,2021-02-14,6,2021,2021-02-14,Tisto,1,7,143
133,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,133,148,6,1243,2021-02-15,7,2021,2021-02-15,Tisto,1,7,6
121,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,121,133,7,1300,2021-02-16,7,2021,2021-02-16,Tisto,1,7,-15
106,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,106,121,8,1326,2021-02-17,7,2021,2021-02-17,Tisto,1,7,-12
97,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,97,106,9,1388,2021-02-18,7,2021,2021-02-18,Tisto,1,7,-15
89,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,89,97,10,1414,2021-02-19,7,2021,2021-02-19,Tisto,1,7,-9
76,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,89,11,1487,2021-02-20,7,2021,2021-02-20,Tisto,1,7,-8
84,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,76,12,1418,2021-02-21,7,2021,2021-02-21,Tisto,1,7,-13
86,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,84,13,1528,2021-02-22,8,2021,2021-02-22,Tisto,1,7,8
99,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,86,14,1477,2021-02-23,8,2021,2021-02-23,Tisto,1,7,2
101,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,99,15,1366,2021-02-24,8,2021,2021-02-24,Tisto,1,7,13
104,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,101,16,1315,2021-02-25,8,2021,2021-02-25,Tisto,1,7,2
98,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,104,17,1370,2021-02-26,8,2021,2021-02-26,Tisto,1,7,3
85,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,98,18,1396,2021-02-27,8,2021,2021-02-27,Tisto,1,7,-6
90,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,85,19,1284,2021-02-28,8,2021,2021-02-28,Tisto,1,7,-13
105,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,90,20,1229,2021-03-01,9,2021,2021-03-01,Tisto,1,7,5
84,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,105,21,1416,2021-03-02,9,2021,2021-03-02,Tisto,1,7,15
84,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,84,22,1409,2021-03-03,9,2021,2021-03-03,Tisto,1,7,-21
92,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,84,23,1320,2021-03-04,9,2021,2021-03-04,Tisto,1,7,0
102,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,92,24,1305,2021-03-05,9,2021,2021-03-05,Tisto,1,7,8
115,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,102,25,1223,2021-03-06,9,2021,2021-03-06,Tisto,1,7,10
112,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,115,26,1225,2021-03-07,9,2021,2021-03-07,Tisto,1,7,13
103,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,112,27,1300,2021-03-08,10,2021,2021-03-08,Tisto,1,7,-3
80,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,103,28,1423,2021-03-09,10,2021,2021-03-09,Tisto,1,7,-9
82,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,80,29,1412,2021-03-10,10,2021,2021-03-10,Tisto,1,7,-23
98,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,82,30,1329,2021-03-11,10,2021,2021-03-11,Tisto,1,7,2
100,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,98,31,1396,2021-03-12,10,2021,2021-03-12,Tisto,1,7,16
98,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,100,32,1365,2021-03-13,10,2021,2021-03-13,Tisto,1,7,2
100,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,98,33,1365,2021-03-14,10,2021,2021-03-14,Tisto,1,7,-2
92,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,100,34,1476,2021-03-15,11,2021,2021-03-15,Tisto,1,7,2
111,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,92,35,1358,2021-03-16,11,2021,2021-03-16,Tisto,1,7,-8
110,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,111,36,1370,2021-03-17,11,2021,2021-03-17,Tisto,1,7,19
88,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,110,37,1523,2021-03-18,11,2021,2021-03-18,Tisto,1,7,-1
93,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,88,38,1567,2021-03-19,11,2021,2021-03-19,Tisto,1,7,-22
83,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,93,39,1538,2021-03-20,11,2021,2021-03-20,Tisto,1,7,5
87,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,83,40,1521,2021-03-21,11,2021,2021-03-21,Tisto,1,7,-10
87,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,87,41,1628,2021-03-22,12,2021,2021-03-22,Tisto,1,7,4
87,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,87,42,1639,2021-03-23,12,2021,2021-03-23,Tisto,1,7,0
82,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,87,43,1680,2021-03-24,12,2021,2021-03-24,Tisto,1,7,0
103,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,82,44,1586,2021-03-25,12,2021,2021-03-25,Tisto,1,7,-5
105,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,103,45,1562,2021-03-26,12,2021,2021-03-26,Tisto,1,7,21
118,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,105,46,1343,2021-03-27,12,2021,2021-03-27,Tisto,1,7,2
159,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,118,47,1199,2021-03-28,12,2021,2021-03-28,Tisto,1,7,13
126,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,159,48,1407,2021-03-29,13,2021,2021-03-29,Tisto,1,7,41
119,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,126,49,1559,2021-03-30,13,2021,2021-03-30,Tisto,1,7,-33
144,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,119,50,1349,2021-03-31,13,2021,2021-03-31,Tisto,1,7,-7
183,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),183,-1,1,1399,2021-02-09,6,2021,2021-02-09,Tones And I,1,2,0
173,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),173,183,2,1242,2021-02-10,6,2021,2021-02-10,Tones And I,1,2,184
148,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),148,173,3,1166,2021-02-11,6,2021,2021-02-11,Tones And I,1,2,-10
139,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,148,4,1104,2021-02-12,6,2021,2021-02-12,Tones And I,1,2,-25
160,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,139,5,1040,2021-02-13,6,2021,2021-02-13,Tones And I,1,2,-9
146,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,160,6,1051,2021-02-14,6,2021,2021-02-14,Tones And I,1,2,21
182,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,146,7,1038,2021-02-15,7,2021,2021-02-15,Tones And I,1,2,-14
181,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,182,8,1024,2021-02-16,7,2021,2021-02-16,Tones And I,1,2,36
156,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,181,9,1072,2021-02-17,7,2021,2021-02-17,Tones And I,1,2,-1
179,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,156,10,1016,2021-02-18,7,2021,2021-02-18,Tones And I,1,2,-25
150,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,179,11,1095,2021-02-19,7,2021,2021-02-19,Tones And I,1,2,23
140,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,150,12,1116,2021-02-20,7,2021,2021-02-20,Tones And I,1,2,-29
142,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,140,13,1102,2021-02-21,7,2021,2021-02-21,Tones And I,1,2,-10
162,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,142,14,1097,2021-02-22,8,2021,2021-02-22,Tones And I,1,2,2
179,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,162,15,1066,2021-02-23,8,2021,2021-02-23,Tones And I,1,2,20
179,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,179,16,1027,2021-02-24,8,2021,2021-02-24,Tones And I,1,2,17
163,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,179,17,1072,2021-02-25,8,2021,2021-02-25,Tones And I,1,2,0
150,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,163,18,1124,2021-02-26,8,2021,2021-02-26,Tones And I,1,2,-16
141,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,150,19,1096,2021-02-27,8,2021,2021-02-27,Tones And I,1,2,-13
107,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,107,-1,1,1336,2021-02-01,5,2021,2021-02-01,Travis Scott,1,8,0
176,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,107,-1,2,2301,2021-02-04,5,2021,2021-02-04,Travis Scott,1,8,0
147,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,107,176,3,2360,2021-02-05,5,2021,2021-02-05,Travis Scott,1,8,177
142,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,107,147,4,2214,2021-02-06,5,2021,2021-02-06,Travis Scott,1,8,-29
123,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,107,142,5,2282,2021-02-07,5,2021,2021-02-07,Travis Scott,1,8,-5
92,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,92,123,6,2627,2021-02-08,6,2021,2021-02-08,Travis Scott,1,8,-19
53,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,53,92,7,2448,2021-02-09,6,2021,2021-02-09,Travis Scott,1,8,-31
52,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,52,53,8,2149,2021-02-10,6,2021,2021-02-10,Travis Scott,1,8,-39
56,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,52,52,9,1829,2021-02-11,6,2021,2021-02-11,Travis Scott,1,8,-1
49,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,49,56,10,1683,2021-02-12,6,2021,2021-02-12,Travis Scott,1,8,4
46,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,46,49,11,1778,2021-02-13,6,2021,2021-02-13,Travis Scott,1,8,-7
51,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,46,46,12,1696,2021-02-14,6,2021,2021-02-14,Travis Scott,1,8,-3
41,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,41,51,13,1999,2021-02-15,7,2021,2021-02-15,Travis Scott,1,8,5
31,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,41,14,2160,2021-02-16,7,2021,2021-02-16,Travis Scott,1,8,-10
38,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,31,15,1963,2021-02-17,7,2021,2021-02-17,Travis Scott,1,8,-10
45,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,38,16,1873,2021-02-18,7,2021,2021-02-18,Travis Scott,1,8,7
40,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,45,17,1952,2021-02-19,7,2021,2021-02-19,Travis Scott,1,8,7
34,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,40,18,1998,2021-02-20,7,2021,2021-02-20,Travis Scott,1,8,-5
38,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,34,19,1923,2021-02-21,7,2021,2021-02-21,Travis Scott,1,8,-6
36,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,38,20,2154,2021-02-22,8,2021,2021-02-22,Travis Scott,1,8,4
48,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,36,21,2039,2021-02-23,8,2021,2021-02-23,Travis Scott,1,8,-2
43,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,48,22,1998,2021-02-24,8,2021,2021-02-24,Travis Scott,1,8,12
47,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,43,23,1865,2021-02-25,8,2021,2021-02-25,Travis Scott,1,8,-5
38,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,47,24,2005,2021-02-26,8,2021,2021-02-26,Travis Scott,1,8,4
41,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,38,25,1896,2021-02-27,8,2021,2021-02-27,Travis Scott,1,8,-9
52,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,41,26,1647,2021-02-28,8,2021,2021-02-28,Travis Scott,1,8,3
49,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,52,27,1665,2021-03-01,9,2021,2021-03-01,Travis Scott,1,8,11
44,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,49,28,1875,2021-03-02,9,2021,2021-03-02,Travis Scott,1,8,-3
42,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,44,29,1958,2021-03-03,9,2021,2021-03-03,Travis Scott,1,8,-5
47,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,42,30,1804,2021-03-04,9,2021,2021-03-04,Travis Scott,1,8,-2
